,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
MAGDALENA,otras vacunaciones,sr,2023-08-01,0,0,5,6,5,6,11
MAPIRI,otras vacunaciones,sr,2023-08-01,5,1,6,4,11,5,16
MINEROS,otras vacunaciones,sr,2023-08-01,1,1,3,1,4,2,6
MIZQUE,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
MOCOMOCO,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
MOJOCOYA,otras vacunaciones,sr,2023-08-01,5,15,8,9,13,24,37
MONTEAGUDO,otras vacunaciones,sr,2023-08-01,0,0,1,2,1,2,3
MONTERO,otras vacunaciones,sr,2023-08-01,3,17,4,5,7,22,29
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2023-08-01,0,1,2,0,2,1,3
OCURI,otras vacunaciones,sr,2023-08-01,7,0,6,7,13,7,20
OKINAWA,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
OMEREQUE,otras vacunaciones,sr,2023-08-01,0,0,1,3,1,3,4
ORURO,otras vacunaciones,sr,2023-08-01,35,96,20,33,55,129,184
PADILLA,otras vacunaciones,sr,2023-08-01,32,102,0,0,32,102,134
PAILON,otras vacunaciones,sr,2023-08-01,7,7,13,22,20,29,49
PALOS BLANCOS,otras vacunaciones,sr,2023-08-01,0,0,4,6,4,6,10
PAMPA GRANDE,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
PATACAMAYA,otras vacunaciones,sr,2023-08-01,2,0,0,0,2,0,2
PAZÑA,otras vacunaciones,sr,2023-08-01,1,1,0,1,1,2,3
POCOATA,otras vacunaciones,sr,2023-08-01,2,4,2,1,4,5,9
POOPO,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
PORCO,otras vacunaciones,sr,2023-08-01,0,0,2,1,2,1,3
POROMA,otras vacunaciones,sr,2023-08-01,0,0,2,3,2,3,5
PORONGO,otras vacunaciones,sr,2023-08-01,3,4,1,2,4,6,10
PORTACHUELO,otras vacunaciones,sr,2023-08-01,5,16,0,0,5,16,21
PORVENIR,otras vacunaciones,sr,2023-08-01,0,2,16,26,16,28,44
POTOSI,otras vacunaciones,sr,2023-08-01,26,63,47,37,73,100,173
PRESTO,otras vacunaciones,sr,2023-08-01,0,0,2,2,2,2,4
PUCARANI,otras vacunaciones,sr,2023-08-01,5,9,7,4,12,13,25
PUERTO ACOSTA,otras vacunaciones,sr,2023-08-01,0,4,1,0,1,4,5
PUERTO CARABUCO,otras vacunaciones,sr,2023-08-01,1,2,2,2,3,4,7
PUERTO PEREZ,otras vacunaciones,sr,2023-08-01,2,1,0,1,2,2,4
PUERTO RICO,otras vacunaciones,sr,2023-08-01,0,2,0,0,0,2,2
PUERTO VILLARROEL,otras vacunaciones,sr,2023-08-01,1,3,2,2,3,5,8
PUNA,otras vacunaciones,sr,2023-08-01,3,7,0,0,3,7,10
PUNATA,otras vacunaciones,sr,2023-08-01,0,0,18,24,18,24,42
QUILLACOLLO,otras vacunaciones,sr,2023-08-01,5,11,19,10,24,21,45
RAVELO,otras vacunaciones,sr,2023-08-01,6,0,11,11,17,11,28
RIBERALTA,otras vacunaciones,sr,2023-08-01,3,3,103,1,106,4,110
ROBORE,otras vacunaciones,sr,2023-08-01,1,0,7,3,8,3,11
RURRENABAQUE,otras vacunaciones,sr,2023-08-01,1,0,5,7,6,7,13
SABAYA,otras vacunaciones,sr,2023-08-01,1,0,4,9,5,9,14
SACABA,otras vacunaciones,sr,2023-08-01,6,9,9,7,15,16,31
SACABAMBA,otras vacunaciones,sr,2023-08-01,0,2,0,0,0,2,2
SACACA,otras vacunaciones,sr,2023-08-01,1,0,2,9,3,9,12
SAIPINA,otras vacunaciones,sr,2023-08-01,0,0,5,5,5,5,10
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-08-01,0,2,0,1,0,3,3
SAN ANDRES,otras vacunaciones,sr,2023-08-01,0,3,2,2,2,5,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,sr,2023-08-01,9,10,14,16,23,26,49
SAN BUENA VENTURA,otras vacunaciones,sr,2023-08-01,2,4,15,25,17,29,46
SAN CARLOS,otras vacunaciones,sr,2023-08-01,2,2,9,4,11,6,17
SAN IGNACIO,otras vacunaciones,sr,2023-08-01,13,16,3,7,16,23,39
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-08-01,9,9,2,0,11,9,20
SAN JAVIER(BNI),otras vacunaciones,sr,2023-08-01,2,7,0,0,2,7,9
SAN JAVIER(STC),otras vacunaciones,sr,2023-08-01,13,6,2,5,15,11,26
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2023-08-01,2,1,2,3,4,4,8
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-08-01,0,2,3,4,3,6,9
SAN JULIAN,otras vacunaciones,sr,2023-08-01,6,17,13,10,19,27,46
SAN LORENZO(PND),otras vacunaciones,sr,2023-08-01,0,0,3,4,3,4,7
SAN LORENZO(TJA),otras vacunaciones,sr,2023-08-01,1,0,1,0,2,0,2
SAN LUCAS,otras vacunaciones,sr,2023-08-01,4,1,7,7,11,8,19
SAN MATIAS,otras vacunaciones,sr,2023-08-01,1,0,5,8,6,8,14
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-08-01,3,3,1,4,4,7,11
SAN RAMON BENI,otras vacunaciones,sr,2023-08-01,1,0,3,9,4,9,13
SAN RAMON SCZ,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
SANTA ANA,otras vacunaciones,sr,2023-08-01,12,15,36,29,48,44,92
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-08-01,284,370,183,254,467,624,1091
SANTA ROSA,otras vacunaciones,sr,2023-08-01,2,0,0,0,2,0,2
SANTA ROSA DEL SARA,otras vacunaciones,sr,2023-08-01,3,2,13,11,16,13,29
SANTIAGO DE HUARI,otras vacunaciones,sr,2023-08-01,3,4,4,5,7,9,16
SAPAHAQUI,otras vacunaciones,sr,2023-08-01,0,0,3,2,3,2,5
SENA,otras vacunaciones,sr,2023-08-01,2,2,36,31,38,33,71
SHINAOTA,otras vacunaciones,sr,2023-08-01,2,0,2,0,4,0,4
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2023-08-01,1,1,0,0,1,1,2
SICAYA,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
SIPE SIPE,otras vacunaciones,sr,2023-08-01,2,0,5,2,7,2,9
SORATA,otras vacunaciones,sr,2023-08-01,1,1,2,1,3,2,5
SUCRE,otras vacunaciones,sr,2023-08-01,40,86,33,50,73,136,209
TACACHI,otras vacunaciones,sr,2023-08-01,0,0,1,0,1,0,1
TACOPAYA,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,sr,2023-08-01,1,1,1,0,2,1,3
TARABUCO,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
TARACO,otras vacunaciones,sr,2023-08-01,3,2,1,0,4,2,6
TARATA,otras vacunaciones,sr,2023-08-01,0,1,2,4,2,5,7
TARIJA,otras vacunaciones,sr,2023-08-01,21,71,51,83,72,154,226
TINGUIPAYA,otras vacunaciones,sr,2023-08-01,0,1,5,0,5,1,6
TIQUIPAYA,otras vacunaciones,sr,2023-08-01,3,6,6,8,9,14,23
TIRAQUE (CBBA),otras vacunaciones,sr,2023-08-01,0,1,3,0,3,1,4
TOCO,otras vacunaciones,sr,2023-08-01,0,2,1,2,1,4,5
TODOS SANTOS,otras vacunaciones,sr,2023-08-01,1,2,0,0,1,2,3
TOLEDO,otras vacunaciones,sr,2023-08-01,0,2,0,2,0,4,4
TOMINA,otras vacunaciones,sr,2023-08-01,0,49,7,27,7,76,83
TORO TORO,otras vacunaciones,sr,2023-08-01,1,1,2,2,3,3,6
TOTORA(CBBA),otras vacunaciones,sr,2023-08-01,0,0,3,4,3,4,7
TOTORA(ORR),otras vacunaciones,sr,2023-08-01,1,0,1,0,2,0,2
TRIGAL,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,sr,2023-08-01,30,31,25,23,55,54,109
TUPIZA,otras vacunaciones,sr,2023-08-01,16,19,2,7,18,26,44
UMALA,otras vacunaciones,sr,2023-08-01,0,1,2,2,2,3,5
UNCIA,otras vacunaciones,sr,2023-08-01,1,0,6,1,7,1,8
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2023-08-01,0,1,21,20,21,21,42
URUBICHA,otras vacunaciones,sr,2023-08-01,0,0,2,14,2,14,16
UYUNI,otras vacunaciones,sr,2023-08-01,3,2,2,9,5,11,16
VACAS,otras vacunaciones,sr,2023-08-01,0,0,0,3,0,3,3
VALLEGRANDE,otras vacunaciones,sr,2023-08-01,4,6,0,0,4,6,10
VIACHA,otras vacunaciones,sr,2023-08-01,1,9,2,1,3,10,13
VILA VILA,otras vacunaciones,sr,2023-08-01,0,0,0,1,0,1,1
VILLA CHARCAS,otras vacunaciones,sr,2023-08-01,3,1,1,0,4,1,5
VILLA MONTES,otras vacunaciones,sr,2023-08-01,9,12,6,7,15,19,34
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2023-08-01,0,0,1,0,1,0,1
VILLA SERRANO,otras vacunaciones,sr,2023-08-01,0,1,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,sr,2023-08-01,2,8,28,21,30,29,59
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
VILLAZON,otras vacunaciones,sr,2023-08-01,40,63,22,46,62,109,171
VINTO,otras vacunaciones,sr,2023-08-01,2,2,0,0,2,2,4
VITICHI,otras vacunaciones,sr,2023-08-01,0,1,2,2,2,3,5
WALDO BALLIVIAN,otras vacunaciones,sr,2023-08-01,1,0,0,0,1,0,1
WARNES,otras vacunaciones,sr,2023-08-01,8,12,0,1,8,13,21
YACO,otras vacunaciones,sr,2023-08-01,0,0,1,0,1,0,1
YACUIBA,otras vacunaciones,sr,2023-08-01,14,33,11,19,25,52,77
YANACACHI,otras vacunaciones,sr,2023-08-01,0,0,3,3,3,3,6
YAPACANI,otras vacunaciones,sr,2023-08-01,1,4,2,5,3,9,12
ACHACACHI,otras vacunaciones,sr,2023-09-01,17,15,17,47,34,62,96
ACHOCALLA,otras vacunaciones,sr,2023-09-01,8,8,0,0,8,8,16
AIQUILE,otras vacunaciones,sr,2023-09-01,2,5,0,0,2,5,7
ALCALA,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
ALTO BENI,otras vacunaciones,sr,2023-09-01,0,0,7,2,7,2,9
ANCORAIMES,otras vacunaciones,sr,2023-09-01,0,0,2,4,2,4,6
ANDAMARCA,otras vacunaciones,sr,2023-09-01,2,5,0,0,2,5,7
ANTEQUERA,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
APOLO,otras vacunaciones,sr,2023-09-01,0,0,3,7,3,7,10
ARANI,otras vacunaciones,sr,2023-09-01,0,0,0,1,0,1,1
ARBIETO,otras vacunaciones,sr,2023-09-01,3,11,10,13,13,24,37
ARQUE,otras vacunaciones,sr,2023-09-01,18,21,4,6,22,27,49
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2023-09-01,3,0,0,1,3,1,4
ATOCHA,otras vacunaciones,sr,2023-09-01,1,3,0,4,1,7,8
AYATA,otras vacunaciones,sr,2023-09-01,0,0,2,3,2,3,5
AYO AYO,otras vacunaciones,sr,2023-09-01,5,3,0,0,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2023-09-01,0,3,0,0,0,3,3
AZURDUY,otras vacunaciones,sr,2023-09-01,4,0,1,0,5,0,5
BATALLAS,otras vacunaciones,sr,2023-09-01,0,4,10,8,10,12,22
BAURES,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,sr,2023-09-01,0,0,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,sr,2023-09-01,0,0,5,0,5,0,5
BERMEJO,otras vacunaciones,sr,2023-09-01,6,14,50,57,56,71,127
BETANZOS,otras vacunaciones,sr,2023-09-01,1,2,0,0,1,2,3
BOLIVAR,otras vacunaciones,sr,2023-09-01,1,2,1,0,2,2,4
BOLPEBRA,otras vacunaciones,sr,2023-09-01,0,0,2,0,2,0,2
BUENA VISTA,otras vacunaciones,sr,2023-09-01,0,0,0,1,0,1,1
CABEZAS,otras vacunaciones,sr,2023-09-01,0,2,1,0,1,2,3
CAIROMA,otras vacunaciones,sr,2023-09-01,0,5,5,0,5,5,10
"CAIZA ""D""",otras vacunaciones,sr,2023-09-01,2,2,0,0,2,2,4
CALACOTO,otras vacunaciones,sr,2023-09-01,0,0,2,1,2,1,3
CALAMARCA,otras vacunaciones,sr,2023-09-01,5,14,0,0,5,14,19
CAMARGO,otras vacunaciones,sr,2023-09-01,5,18,0,0,5,18,23
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,sr,2023-09-01,5,13,0,2,5,15,20
CAMIRI,otras vacunaciones,sr,2023-09-01,5,4,5,3,10,7,17
CAPINOTA,otras vacunaciones,sr,2023-09-01,10,18,29,44,39,62,101
CAQUIAVIRI,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
CARACOLLO,otras vacunaciones,sr,2023-09-01,11,15,1,3,12,18,30
CARANAVI,otras vacunaciones,sr,2023-09-01,15,12,9,4,24,16,40
CARAPARI,otras vacunaciones,sr,2023-09-01,44,53,32,34,76,87,163
CARIPUYO,otras vacunaciones,sr,2023-09-01,1,2,0,0,1,2,3
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2023-09-01,0,0,1,0,1,0,1
CATACORA,otras vacunaciones,sr,2023-09-01,0,2,0,0,0,2,2
CHALLAPATA,otras vacunaciones,sr,2023-09-01,7,8,46,16,53,24,77
CHAQUI,otras vacunaciones,sr,2023-09-01,0,0,3,12,3,12,15
CHARAGUA,otras vacunaciones,sr,2023-09-01,2,1,2,10,4,11,15
CHARAÑA,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
CHIMORE,otras vacunaciones,sr,2023-09-01,20,62,231,33,251,95,346
CHIPAYA,otras vacunaciones,sr,2023-09-01,1,0,0,0,1,0,1
CHOQUE COTA,otras vacunaciones,sr,2023-09-01,10,7,4,4,14,11,25
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2023-09-01,18,27,18,12,36,39,75
CHUMA,otras vacunaciones,sr,2023-09-01,0,0,5,1,5,1,6
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2023-09-01,0,2,7,5,7,7,14
CLIZA,otras vacunaciones,sr,2023-09-01,23,63,10,12,33,75,108
COBIJA,otras vacunaciones,sr,2023-09-01,19,41,156,132,175,173,348
COCAPATA,otras vacunaciones,sr,2023-09-01,7,7,1,1,8,8,16
COCHABAMBA,otras vacunaciones,sr,2023-09-01,296,667,2045,2719,2341,3386,5727
COLCAPIRHUA,otras vacunaciones,sr,2023-09-01,6,21,4,29,10,50,60
"COLCHA ""K""",otras vacunaciones,sr,2023-09-01,4,3,0,0,4,3,7
COLLANA,otras vacunaciones,sr,2023-09-01,5,32,0,0,5,32,37
COLOMI,otras vacunaciones,sr,2023-09-01,4,21,0,0,4,21,25
COLPA BELGICA,otras vacunaciones,sr,2023-09-01,0,0,1,0,1,0,1
COLQUECHACA,otras vacunaciones,sr,2023-09-01,10,12,0,0,10,12,22
COLQUIRI,otras vacunaciones,sr,2023-09-01,4,3,0,0,4,3,7
COMBAYA,otras vacunaciones,sr,2023-09-01,0,2,6,5,6,7,13
CONCEPCION,otras vacunaciones,sr,2023-09-01,3,2,6,5,9,7,16
COPACABANA,otras vacunaciones,sr,2023-09-01,0,3,0,6,0,9,9
CORIPATA,otras vacunaciones,sr,2023-09-01,5,8,4,4,9,12,21
CORO CORO,otras vacunaciones,sr,2023-09-01,0,5,0,0,0,5,5
COROICO,otras vacunaciones,sr,2023-09-01,4,8,33,19,37,27,64
CORQUE,otras vacunaciones,sr,2023-09-01,1,2,1,3,2,5,7
COTAGAITA,otras vacunaciones,sr,2023-09-01,11,14,0,1,11,15,26
COTOCA,otras vacunaciones,sr,2023-09-01,2,10,0,0,2,10,12
CRUZ DE MACHACAMARCA,otras vacunaciones,sr,2023-09-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,otras vacunaciones,sr,2023-09-01,0,0,2,1,2,1,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,sr,2023-09-01,8,6,0,0,8,6,14
CUEVO,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
CULPINA,otras vacunaciones,sr,2023-09-01,4,4,0,0,4,4,8
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2023-09-01,0,0,1,0,1,0,1
EL ALTO,otras vacunaciones,sr,2023-09-01,125,207,514,516,639,723,1362
EL CHORO,otras vacunaciones,sr,2023-09-01,5,10,0,0,5,10,15
EL PUENTE(STC),otras vacunaciones,sr,2023-09-01,4,19,2,0,6,19,25
EL PUENTE(TJA),otras vacunaciones,sr,2023-09-01,7,18,2,1,9,19,28
EL TORNO,otras vacunaciones,sr,2023-09-01,4,26,0,1,4,27,31
ENTRE RIOS TRJ,otras vacunaciones,sr,2023-09-01,8,9,9,3,17,12,29
ENTRE RIOS CBBA,otras vacunaciones,sr,2023-09-01,17,33,9,19,26,52,78
EUCALIPTUS,otras vacunaciones,sr,2023-09-01,1,3,0,0,1,3,4
EUREKA (SANTOS MERCADO),otras vacunaciones,sr,2023-09-01,9,4,5,9,14,13,27
EXALTACION,otras vacunaciones,sr,2023-09-01,0,0,8,9,8,9,17
FILADELFIA,otras vacunaciones,sr,2023-09-01,4,12,7,11,11,23,34
GENERAL SAAVEDRA,otras vacunaciones,sr,2023-09-01,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,sr,2023-09-01,2,6,0,0,2,6,8
GUAQUI,otras vacunaciones,sr,2023-09-01,2,1,0,0,2,1,3
GUAYARAMERIN,otras vacunaciones,sr,2023-09-01,11,14,9,13,20,27,47
GUTIERREZ,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
HUACARETA,otras vacunaciones,sr,2023-09-01,0,0,0,2,0,2,2
HUACHACALLA,otras vacunaciones,sr,2023-09-01,0,1,81,1,81,2,83
HUANUNI,otras vacunaciones,sr,2023-09-01,1,5,3,6,4,11,15
HUARINA,otras vacunaciones,sr,2023-09-01,2,1,8,4,10,5,15
HUATAJATA,otras vacunaciones,sr,2023-09-01,1,0,0,0,1,0,1
HUAYLLAMARCA,otras vacunaciones,sr,2023-09-01,11,18,2,1,13,19,32
ICHOCA,otras vacunaciones,sr,2023-09-01,4,3,0,0,4,3,7
INCAHUASI,otras vacunaciones,sr,2023-09-01,0,1,9,12,9,13,22
INGAVI (HUMAITA),otras vacunaciones,sr,2023-09-01,0,0,3,2,3,2,5
INQUISIVI,otras vacunaciones,sr,2023-09-01,0,0,8,4,8,4,12
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2023-09-01,1,5,6,15,7,20,27
IXIAMAS,otras vacunaciones,sr,2023-09-01,8,3,2,6,10,9,19
JESUS DE MACHACA,otras vacunaciones,sr,2023-09-01,1,2,0,0,1,2,3
LA ASUNTA,otras vacunaciones,sr,2023-09-01,17,42,1,0,18,42,60
LA GUARDIA,otras vacunaciones,sr,2023-09-01,0,8,2,3,2,11,13
LA PAZ,otras vacunaciones,sr,2023-09-01,459,485,868,609,1327,1094,2421
LAGUNILLAS,otras vacunaciones,sr,2023-09-01,0,0,1,1,1,1,2
LAJA,otras vacunaciones,sr,2023-09-01,2,0,0,0,2,0,2
LAS CARRERAS,otras vacunaciones,sr,2023-09-01,2,0,3,6,5,6,11
LLALLAGUA,otras vacunaciones,sr,2023-09-01,7,11,14,40,21,51,72
LORETO,otras vacunaciones,sr,2023-09-01,1,0,9,12,10,12,22
LURIBAY,otras vacunaciones,sr,2023-09-01,2,0,0,0,2,0,2
MACHARETI,otras vacunaciones,sr,2023-09-01,0,0,2,2,2,2,4
MAGDALENA,otras vacunaciones,sr,2023-09-01,2,1,15,13,17,14,31
MAIRANA,otras vacunaciones,sr,2023-09-01,2,1,0,0,2,1,3
MALLA,otras vacunaciones,sr,2023-09-01,0,0,1,1,1,1,2
MAPIRI,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
MINEROS,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
MIZQUE,otras vacunaciones,sr,2023-09-01,7,12,5,3,12,15,27
MOJOCOYA,otras vacunaciones,sr,2023-09-01,3,1,0,0,3,1,4
MONTEAGUDO,otras vacunaciones,sr,2023-09-01,2,5,6,5,8,10,18
MONTERO,otras vacunaciones,sr,2023-09-01,6,29,2,3,8,32,40
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,sr,2023-09-01,3,1,4,6,7,7,14
NAZACARA DE PACAJES,otras vacunaciones,sr,2023-09-01,3,5,0,0,3,5,8
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,sr,2023-09-01,9,5,5,9,14,14,28
OCURI,otras vacunaciones,sr,2023-09-01,2,5,0,0,2,5,7
OKINAWA,otras vacunaciones,sr,2023-09-01,4,9,1,4,5,13,18
OMEREQUE,otras vacunaciones,sr,2023-09-01,1,1,3,8,4,9,13
ORURO,otras vacunaciones,sr,2023-09-01,131,252,96,51,227,303,530
PADCAYA,otras vacunaciones,sr,2023-09-01,0,0,1,0,1,0,1
PADILLA,otras vacunaciones,sr,2023-09-01,0,2,0,0,0,2,2
PAILON,otras vacunaciones,sr,2023-09-01,0,3,22,27,22,30,52
PALOS BLANCOS,otras vacunaciones,sr,2023-09-01,1,1,13,13,14,14,28
PAMPA AULLAGAS,otras vacunaciones,sr,2023-09-01,0,1,2,0,2,1,3
PAMPA GRANDE,otras vacunaciones,sr,2023-09-01,0,2,0,0,0,2,2
PAPEL PAMPA,otras vacunaciones,sr,2023-09-01,0,1,0,1,0,2,2
PASORAPA,otras vacunaciones,sr,2023-09-01,6,5,1,3,7,8,15
PATACAMAYA,otras vacunaciones,sr,2023-09-01,4,7,109,1,113,8,121
PAZÑA,otras vacunaciones,sr,2023-09-01,1,6,0,0,1,6,7
POCOATA,otras vacunaciones,sr,2023-09-01,0,2,0,0,0,2,2
POCONA,otras vacunaciones,sr,2023-09-01,0,1,1,0,1,1,2
POJO (CBBA),otras vacunaciones,sr,2023-09-01,0,0,2,4,2,4,6
POOPO,otras vacunaciones,sr,2023-09-01,6,13,3,7,9,20,29
PORCO,otras vacunaciones,sr,2023-09-01,1,1,10,50,11,51,62
PORONGO,otras vacunaciones,sr,2023-09-01,2,3,0,0,2,3,5
PORTACHUELO,otras vacunaciones,sr,2023-09-01,3,2,0,2,3,4,7
PORVENIR,otras vacunaciones,sr,2023-09-01,3,10,4,6,7,16,23
POTOSI,otras vacunaciones,sr,2023-09-01,68,153,132,153,200,306,506
PUCARANI,otras vacunaciones,sr,2023-09-01,4,11,13,10,17,21,38
PUERTO ACOSTA,otras vacunaciones,sr,2023-09-01,0,5,0,0,0,5,5
PUERTO CARABUCO,otras vacunaciones,sr,2023-09-01,1,0,1,0,2,0,2
PUERTO GONZALO MORENO,otras vacunaciones,sr,2023-09-01,19,30,3,4,22,34,56
PUERTO PEREZ,otras vacunaciones,sr,2023-09-01,3,4,1,1,4,5,9
PUERTO RICO,otras vacunaciones,sr,2023-09-01,0,0,1,1,1,1,2
PUERTO VILLARROEL,otras vacunaciones,sr,2023-09-01,23,67,131,51,154,118,272
PUNA,otras vacunaciones,sr,2023-09-01,1,1,0,0,1,1,2
PUNATA,otras vacunaciones,sr,2023-09-01,3,3,19,34,22,37,59
QUILLACOLLO,otras vacunaciones,sr,2023-09-01,36,123,132,184,168,307,475
QUIME,otras vacunaciones,sr,2023-09-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),otras vacunaciones,sr,2023-09-01,1,5,3,4,4,9,13
RAVELO,otras vacunaciones,sr,2023-09-01,6,5,9,3,15,8,23
RIBERALTA,otras vacunaciones,sr,2023-09-01,19,10,4,5,23,15,38
ROBORE,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,sr,2023-09-01,13,25,6,17,19,42,61
SABAYA,otras vacunaciones,sr,2023-09-01,6,1,0,0,6,1,7
SACABA,otras vacunaciones,sr,2023-09-01,57,97,56,92,113,189,302
SACABAMBA,otras vacunaciones,sr,2023-09-01,0,4,0,0,0,4,4
SACACA,otras vacunaciones,sr,2023-09-01,1,2,1,5,2,7,9
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2023-09-01,22,20,7,8,29,28,57
SAMAIPATA,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,sr,2023-09-01,0,0,6,4,6,4,10
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2023-09-01,0,1,0,0,0,1,1
SAN BORJA,otras vacunaciones,sr,2023-09-01,14,48,0,2,14,50,64
SAN BUENA VENTURA,otras vacunaciones,sr,2023-09-01,4,5,15,24,19,29,48
SAN CARLOS,otras vacunaciones,sr,2023-09-01,0,0,9,13,9,13,22
SAN IGNACIO,otras vacunaciones,sr,2023-09-01,4,6,117,113,121,119,240
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2023-09-01,3,8,0,2,3,10,13
SAN JAVIER(BNI),otras vacunaciones,sr,2023-09-01,1,3,5,8,6,11,17
SAN JAVIER(STC),otras vacunaciones,sr,2023-09-01,6,10,1,0,7,10,17
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2023-09-01,10,13,9,11,19,24,43
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2023-09-01,1,7,0,0,1,7,8
SAN JULIAN,otras vacunaciones,sr,2023-09-01,6,25,12,11,18,36,54
SAN LORENZO(PND),otras vacunaciones,sr,2023-09-01,0,0,4,5,4,5,9
SAN LORENZO(TJA),otras vacunaciones,sr,2023-09-01,1,10,1,0,2,10,12
SAN LUCAS,otras vacunaciones,sr,2023-09-01,3,1,7,1,10,2,12
SAN MATIAS,otras vacunaciones,sr,2023-09-01,17,30,10,14,27,44,71
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2023-09-01,1,0,3,8,4,8,12
SAN PEDRO,otras vacunaciones,sr,2023-09-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,sr,2023-09-01,0,2,0,0,0,2,2
SAN PEDRO DE MACHA,otras vacunaciones,sr,2023-09-01,7,1,0,0,7,1,8
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2023-09-01,6,8,0,0,6,8,14
SAN RAMON BENI,otras vacunaciones,sr,2023-09-01,0,3,0,1,0,4,4
SAN RAMON SCZ,otras vacunaciones,sr,2023-09-01,1,1,0,0,1,1,2
SANTA ANA,otras vacunaciones,sr,2023-09-01,11,19,57,72,68,91,159
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2023-09-01,160,321,708,781,868,1102,1970
SANTA ROSA DEL SARA,otras vacunaciones,sr,2023-09-01,0,1,1,0,1,1,2
