municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
LLICA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,9,9
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,12,12
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
MINEROS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,25,25
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,10,10
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,9,9
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,60,60
MONTERO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,88,88
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,15,15
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
OCURI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,13,13
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
ORURO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,173,173
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
PADILLA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,32,32
PAMPA AULLAGAS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,19,19
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
POCOATA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
POCONA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
POOPO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
PORCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
POROMA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,14,14
PORONGO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,11,11
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
POTOSI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,114,114
PRESTO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,9,9
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2008-05-01,57,57
PUNA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,10,10
PUNATA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,13,13
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,40,40
QUIME,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
RAVELO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
REYES,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,73,73
ROBORE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
SABAYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
SACABA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,78,78
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
SACACA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,47,47
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,15,15
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,11,11
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,32,32
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,12,12
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2008-05-01,36,36
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,24,24
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,18,18
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,19,19
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,522,522
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,29,29
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
SENA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,17,17
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2008-05-01,12,12
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
SORATA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,14,14
SUCRE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,141,141
TACACHI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,13,13
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,31,31
TARACO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
TARATA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
TARIJA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,150,150
TARVITA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,14,14
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,23,23
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,23,23
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,30,30
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,21,21
TOCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
TOLATA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,6,6
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
TOMINA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,12,12
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
TRIGAL,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2008-05-01,73,73
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,45,45
TURCO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
UMALA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
UNCIA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,32,32
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2008-05-01,1,1
UYUNI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,12,12
VACAS,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
VIACHA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,17,17
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2008-05-01,59,59
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,12,12
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,104,104
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2008-05-01,13,13
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2008-05-01,23,23
VINTO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,14,14
VITICHI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,7,7
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
WARNES,tuberculosis,n de sintomaticos respiratorios,2008-05-01,68,68
YACO,tuberculosis,n de sintomaticos respiratorios,2008-05-01,2,2
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,157,157
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2008-05-01,9,9
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,4,4
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2008-05-01,53,53
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,8,8
YOTALA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2008-05-01,3,3
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2008-05-01,5,5
ACACIO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,38,38
ACHOCALLA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2008-06-01,16,16
ALALAY,tuberculosis,n de sintomaticos respiratorios,2008-06-01,5,5
ALCALA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2008-06-01,8,8
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,5,5
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
APOLO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
ARANI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,14,14
ARQUE,tuberculosis,n de sintomaticos respiratorios,2008-06-01,7,7
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,29,29
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,17,17
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
AYATA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,5,5
AYO AYO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2008-06-01,22,22
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2008-06-01,9,9
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,11,11
BELEN DE ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
BELLA FLOR,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,107,107
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,9,9
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2008-06-01,7,7
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2008-06-01,12,12
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,20,20
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,12,12
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2008-06-01,5,5
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,16,16
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,19,19
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,5,5
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,139,139
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,22,22
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2008-06-01,5,5
CATACORA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,24,24
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,19,19
CHARAÑA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,8,8
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2008-06-01,18,18
CHIPAYA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
CHOQUE COTA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2008-06-01,67,67
CHUMA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,4,4
CLIZA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,10,10
COBIJA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,56,56
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,410,410
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,30,30
COLLANA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
COLOMI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,13,13
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,7,7
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,20,20
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,12,12
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,17,17
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2008-06-01,19,19
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,27,27
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
COROICO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,36,36
CORQUE,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,19,19
COTOCA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,51,51
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,18,18
CUEVO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,4,4
CULPINA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,20,20
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,618,618
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,13,13
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2008-06-01,5,5
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,83,83
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2008-06-01,9,9
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,30,30
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,17,17
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2008-06-01,14,14
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2008-06-01,4,4
GUANAY,tuberculosis,n de sintomaticos respiratorios,2008-06-01,23,23
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2008-06-01,43,43
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2008-06-01,8,8
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,7,7
HUACAYA (VILLA DE HUACAYA),tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
HUACHACALLA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,32,32
HUARACAJE,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,2,2
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
ICLA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,9,9
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,26,26
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,11,11
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2008-06-01,10,10
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,10,10
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,47,47
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,87,87
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2008-06-01,764,764
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,3,3
LAJA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,12,12
LICOMA PAMPA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,1,1
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,25,25
LLICA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2008-06-01,4,4
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,4,4
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,4,4
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,6,6
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,11,11
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2008-06-01,9,9
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2008-06-01,8,8
MINEROS,tuberculosis,n de sintomaticos respiratorios,2008-06-01,21,21
