,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO QUIJARRO,atencion odontologica,restauraciones,2013-04-01,26,55,26,55,81
PUERTO RICO,atencion odontologica,restauraciones,2013-04-01,21,18,21,18,39
PUERTO SUAREZ,atencion odontologica,restauraciones,2013-04-01,23,61,23,61,84
PUERTO VILLARROEL,atencion odontologica,restauraciones,2013-04-01,130,234,130,234,364
PUNA,atencion odontologica,restauraciones,2013-04-01,31,58,31,58,89
PUNATA,atencion odontologica,restauraciones,2013-04-01,199,335,199,335,534
QUIABAYA,atencion odontologica,restauraciones,2013-04-01,0,21,0,21,21
QUILLACOLLO,atencion odontologica,restauraciones,2013-04-01,657,1059,657,1059,1716
QUIME,atencion odontologica,restauraciones,2013-04-01,49,49,49,49,98
QUIRUSILLAS,atencion odontologica,restauraciones,2013-04-01,2,6,2,6,8
RAVELO,atencion odontologica,restauraciones,2013-04-01,1,26,1,26,27
REYES,atencion odontologica,restauraciones,2013-04-01,4,11,4,11,15
RIBERALTA,atencion odontologica,restauraciones,2013-04-01,83,204,83,204,287
ROBORE,atencion odontologica,restauraciones,2013-04-01,56,84,56,84,140
RURRENABAQUE,atencion odontologica,restauraciones,2013-04-01,64,82,64,82,146
SABAYA,atencion odontologica,restauraciones,2013-04-01,17,10,17,10,27
SACABA,atencion odontologica,restauraciones,2013-04-01,373,516,373,516,889
SACABAMBA,atencion odontologica,restauraciones,2013-04-01,10,23,10,23,33
SACACA,atencion odontologica,restauraciones,2013-04-01,28,35,28,35,63
SAIPINA,atencion odontologica,restauraciones,2013-04-01,16,29,16,29,45
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2013-04-01,95,137,95,137,232
SAMAIPATA,atencion odontologica,restauraciones,2013-04-01,37,61,37,61,98
SAN AGUSTIN,atencion odontologica,restauraciones,2013-04-01,0,2,0,2,2
SAN ANDRES,atencion odontologica,restauraciones,2013-04-01,12,10,12,10,22
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2013-04-01,113,119,113,119,232
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2013-04-01,2,10,2,10,12
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2013-04-01,2,15,2,15,17
SAN BENITO,atencion odontologica,restauraciones,2013-04-01,45,81,45,81,126
SAN BORJA,atencion odontologica,restauraciones,2013-04-01,74,160,74,160,234
SAN BUENA VENTURA,atencion odontologica,restauraciones,2013-04-01,14,40,14,40,54
SAN CARLOS,atencion odontologica,restauraciones,2013-04-01,52,86,52,86,138
SAN IGNACIO,atencion odontologica,restauraciones,2013-04-01,75,138,75,138,213
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2013-04-01,99,131,99,131,230
SAN JAVIER(STC),atencion odontologica,restauraciones,2013-04-01,13,22,13,22,35
SAN JOAQUIN,atencion odontologica,restauraciones,2013-04-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2013-04-01,59,58,59,58,117
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2013-04-01,28,16,28,16,44
SAN JULIAN,atencion odontologica,restauraciones,2013-04-01,35,57,35,57,92
SAN LORENZO(PND),atencion odontologica,restauraciones,2013-04-01,16,15,16,15,31
SAN LORENZO(TJA),atencion odontologica,restauraciones,2013-04-01,128,264,128,264,392
SAN LUCAS,atencion odontologica,restauraciones,2013-04-01,125,174,125,174,299
SAN MATIAS,atencion odontologica,restauraciones,2013-04-01,34,44,34,44,78
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2013-04-01,21,26,21,26,47
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2013-04-01,17,7,17,7,24
SAN PEDRO,atencion odontologica,restauraciones,2013-04-01,56,72,56,72,128
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2013-04-01,23,61,23,61,84
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2013-04-01,34,38,34,38,72
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2013-04-01,6,6,6,6,12
SAN RAFAEL,atencion odontologica,restauraciones,2013-04-01,5,32,5,32,37
SAN RAMON BENI,atencion odontologica,restauraciones,2013-04-01,3,17,3,17,20
SAN RAMON SCZ,atencion odontologica,restauraciones,2013-04-01,51,46,51,46,97
SANTA ANA,atencion odontologica,restauraciones,2013-04-01,150,279,150,279,429
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2013-04-01,2115,3873,2115,3873,5988
SANTA ROSA,atencion odontologica,restauraciones,2013-04-01,6,14,6,14,20
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2013-04-01,27,68,27,68,95
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2013-04-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2013-04-01,244,208,244,208,452
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2013-04-01,32,42,32,42,74
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2013-04-01,62,89,62,89,151
SANTIVAÑES,atencion odontologica,restauraciones,2013-04-01,28,36,28,36,64
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2013-04-01,15,4,15,4,19
SAPAHAQUI,atencion odontologica,restauraciones,2013-04-01,10,10,10,10,20
SENA,atencion odontologica,restauraciones,2013-04-01,6,7,6,7,13
SHINAOTA,atencion odontologica,restauraciones,2013-04-01,41,75,41,75,116
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2013-04-01,31,39,31,39,70
SICAYA,atencion odontologica,restauraciones,2013-04-01,4,12,4,12,16
SIPE SIPE,atencion odontologica,restauraciones,2013-04-01,131,217,131,217,348
SOPACHUY,atencion odontologica,restauraciones,2013-04-01,20,59,20,59,79
SORACACHI,atencion odontologica,restauraciones,2013-04-01,14,20,14,20,34
SORATA,atencion odontologica,restauraciones,2013-04-01,35,63,35,63,98
SUCRE,atencion odontologica,restauraciones,2013-04-01,2387,3785,2387,3785,6172
TACACOMA,atencion odontologica,restauraciones,2013-04-01,32,28,32,28,60
TACOBAMBA,atencion odontologica,restauraciones,2013-04-01,2,1,2,1,3
TACOPAYA,atencion odontologica,restauraciones,2013-04-01,37,96,37,96,133
TAHUA,atencion odontologica,restauraciones,2013-04-01,1,4,1,4,5
TAPACARI,atencion odontologica,restauraciones,2013-04-01,72,163,72,163,235
TARABUCO,atencion odontologica,restauraciones,2013-04-01,24,88,24,88,112
TARACO,atencion odontologica,restauraciones,2013-04-01,53,56,53,56,109
TARATA,atencion odontologica,restauraciones,2013-04-01,51,94,51,94,145
TARIJA,atencion odontologica,restauraciones,2013-04-01,1373,2607,1373,2607,3980
TARVITA,atencion odontologica,restauraciones,2013-04-01,31,69,31,69,100
TEOPONTE,atencion odontologica,restauraciones,2013-04-01,51,42,51,42,93
TIAWANACU,atencion odontologica,restauraciones,2013-04-01,15,49,15,49,64
TINGUIPAYA,atencion odontologica,restauraciones,2013-04-01,7,8,7,8,15
TIPUANI,atencion odontologica,restauraciones,2013-04-01,7,10,7,10,17
TIQUIPAYA,atencion odontologica,restauraciones,2013-04-01,467,882,467,882,1349
TIRAQUE (CBBA),atencion odontologica,restauraciones,2013-04-01,25,38,25,38,63
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2013-04-01,3,4,3,4,7
TOCO,atencion odontologica,restauraciones,2013-04-01,7,28,7,28,35
TOLATA,atencion odontologica,restauraciones,2013-04-01,27,32,27,32,59
TOLEDO,atencion odontologica,restauraciones,2013-04-01,35,35,35,35,70
TOMAVE,atencion odontologica,restauraciones,2013-04-01,19,48,19,48,67
TOMINA,atencion odontologica,restauraciones,2013-04-01,43,66,43,66,109
TORO TORO,atencion odontologica,restauraciones,2013-04-01,13,17,13,17,30
TOTORA(CBBA),atencion odontologica,restauraciones,2013-04-01,71,85,71,85,156
TOTORA(ORR),atencion odontologica,restauraciones,2013-04-01,1,4,1,4,5
TRIGAL,atencion odontologica,restauraciones,2013-04-01,6,7,6,7,13
TRINIDAD,atencion odontologica,restauraciones,2013-04-01,330,591,330,591,921
TUPIZA,atencion odontologica,restauraciones,2013-04-01,171,280,171,280,451
TURCO,atencion odontologica,restauraciones,2013-04-01,6,13,6,13,19
UMALA,atencion odontologica,restauraciones,2013-04-01,11,23,11,23,34
UNCIA,atencion odontologica,restauraciones,2013-04-01,62,61,62,61,123
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2013-04-01,147,322,147,322,469
URUBICHA,atencion odontologica,restauraciones,2013-04-01,2,5,2,5,7
UYUNI,atencion odontologica,restauraciones,2013-04-01,32,30,32,30,62
VACAS,atencion odontologica,restauraciones,2013-04-01,25,48,25,48,73
VALLEGRANDE,atencion odontologica,restauraciones,2013-04-01,105,166,105,166,271
VIACHA,atencion odontologica,restauraciones,2013-04-01,103,150,103,150,253
VILA VILA,atencion odontologica,restauraciones,2013-04-01,10,10,10,10,20
VILLA CHARCAS,atencion odontologica,restauraciones,2013-04-01,6,15,6,15,21
VILLA MONTES,atencion odontologica,restauraciones,2013-04-01,235,434,235,434,669
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2013-04-01,6,4,6,4,10
VILLA RIVERO,atencion odontologica,restauraciones,2013-04-01,28,31,28,31,59
VILLA SERRANO,atencion odontologica,restauraciones,2013-04-01,73,88,73,88,161
VILLA TUNARI,atencion odontologica,restauraciones,2013-04-01,176,479,176,479,655
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2013-04-01,47,98,47,98,145
VILLAZON,atencion odontologica,restauraciones,2013-04-01,79,172,79,172,251
VINTO,atencion odontologica,restauraciones,2013-04-01,68,125,68,125,193
VITICHI,atencion odontologica,restauraciones,2013-04-01,23,38,23,38,61
WALDO BALLIVIAN,atencion odontologica,restauraciones,2013-04-01,0,4,0,4,4
WARNES,atencion odontologica,restauraciones,2013-04-01,13,21,13,21,34
YACO,atencion odontologica,restauraciones,2013-04-01,3,9,3,9,12
YACUIBA,atencion odontologica,restauraciones,2013-04-01,237,606,237,606,843
YAMPARAEZ,atencion odontologica,restauraciones,2013-04-01,12,27,12,27,39
YANACACHI,atencion odontologica,restauraciones,2013-04-01,12,13,12,13,25
YAPACANI,atencion odontologica,restauraciones,2013-04-01,97,355,97,355,452
YOCALLA,atencion odontologica,restauraciones,2013-04-01,6,22,6,22,28
YOTALA,atencion odontologica,restauraciones,2013-04-01,11,32,11,32,43
YUNCHARA,atencion odontologica,restauraciones,2013-04-01,64,74,64,74,138
ZUDAÑEZ,atencion odontologica,restauraciones,2013-04-01,8,10,8,10,18
ACACIO,atencion odontologica,restauraciones,2013-05-01,5,5,5,5,10
ACHACACHI,atencion odontologica,restauraciones,2013-05-01,76,159,76,159,235
ACHOCALLA,atencion odontologica,restauraciones,2013-05-01,50,37,50,37,87
AIQUILE,atencion odontologica,restauraciones,2013-05-01,44,124,44,124,168
ALALAY,atencion odontologica,restauraciones,2013-05-01,5,0,5,0,5
ALCALA,atencion odontologica,restauraciones,2013-05-01,9,19,9,19,28
ALTO BENI,atencion odontologica,restauraciones,2013-05-01,12,23,12,23,35
ANCORAIMES,atencion odontologica,restauraciones,2013-05-01,8,8,8,8,16
ANDAMARCA,atencion odontologica,restauraciones,2013-05-01,40,36,40,36,76
ANTEQUERA,atencion odontologica,restauraciones,2013-05-01,178,180,178,180,358
ANZALDO,atencion odontologica,restauraciones,2013-05-01,56,95,56,95,151
APOLO,atencion odontologica,restauraciones,2013-05-01,18,59,18,59,77
ARAMPAMPA,atencion odontologica,restauraciones,2013-05-01,8,17,8,17,25
ARANI,atencion odontologica,restauraciones,2013-05-01,30,66,30,66,96
ARBIETO,atencion odontologica,restauraciones,2013-05-01,50,74,50,74,124
ARQUE,atencion odontologica,restauraciones,2013-05-01,105,81,105,81,186
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2013-05-01,12,62,12,62,74
ATOCHA,atencion odontologica,restauraciones,2013-05-01,171,226,171,226,397
AUCAPATA,atencion odontologica,restauraciones,2013-05-01,2,0,2,0,2
AYATA,atencion odontologica,restauraciones,2013-05-01,9,11,9,11,20
AYO AYO,atencion odontologica,restauraciones,2013-05-01,21,20,21,20,41
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2013-05-01,114,190,114,190,304
AZURDUY,atencion odontologica,restauraciones,2013-05-01,7,36,7,36,43
BATALLAS,atencion odontologica,restauraciones,2013-05-01,32,67,32,67,99
BAURES,atencion odontologica,restauraciones,2013-05-01,15,37,15,37,52
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2013-05-01,12,14,12,14,26
BELEN DE URMIRI,atencion odontologica,restauraciones,2013-05-01,3,22,3,22,25
BELLA FLOR,atencion odontologica,restauraciones,2013-05-01,13,8,13,8,21
BERMEJO,atencion odontologica,restauraciones,2013-05-01,155,333,155,333,488
BETANZOS,atencion odontologica,restauraciones,2013-05-01,73,126,73,126,199
BOLIVAR,atencion odontologica,restauraciones,2013-05-01,16,30,16,30,46
BOLPEBRA,atencion odontologica,restauraciones,2013-05-01,2,0,2,0,2
BOYUIBE,atencion odontologica,restauraciones,2013-05-01,1,6,1,6,7
BUENA VISTA,atencion odontologica,restauraciones,2013-05-01,5,7,5,7,12
CABEZAS,atencion odontologica,restauraciones,2013-05-01,18,59,18,59,77
CAIROMA,atencion odontologica,restauraciones,2013-05-01,26,18,26,18,44
"CAIZA ""D""",atencion odontologica,restauraciones,2013-05-01,10,29,10,29,39
CAJUATA,atencion odontologica,restauraciones,2013-05-01,38,29,38,29,67
CALACOTO,atencion odontologica,restauraciones,2013-05-01,46,34,46,34,80
CALAMARCA,atencion odontologica,restauraciones,2013-05-01,27,54,27,54,81
CAMARGO,atencion odontologica,restauraciones,2013-05-01,36,75,36,75,111
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2013-05-01,10,32,10,32,42
CAMIRI,atencion odontologica,restauraciones,2013-05-01,97,239,97,239,336
CAPINOTA,atencion odontologica,restauraciones,2013-05-01,155,176,155,176,331
CAQUIAVIRI,atencion odontologica,restauraciones,2013-05-01,12,27,12,27,39
CARACOLLO,atencion odontologica,restauraciones,2013-05-01,23,47,23,47,70
CARANAVI,atencion odontologica,restauraciones,2013-05-01,83,56,83,56,139
CARAPARI,atencion odontologica,restauraciones,2013-05-01,79,188,79,188,267
CARIPUYO,atencion odontologica,restauraciones,2013-05-01,14,34,14,34,48
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2013-05-01,16,29,16,29,45
CATACORA,atencion odontologica,restauraciones,2013-05-01,17,28,17,28,45
CHALLAPATA,atencion odontologica,restauraciones,2013-05-01,112,152,112,152,264
CHAQUI,atencion odontologica,restauraciones,2013-05-01,2,9,2,9,11
CHARAGUA,atencion odontologica,restauraciones,2013-05-01,17,29,17,29,46
CHARAÑA,atencion odontologica,restauraciones,2013-05-01,1,4,1,4,5
CHAYANTA,atencion odontologica,restauraciones,2013-05-01,17,41,17,41,58
CHIMORE,atencion odontologica,restauraciones,2013-05-01,47,43,47,43,90
CHIPAYA,atencion odontologica,restauraciones,2013-05-01,5,8,5,8,13
CHOQUE COTA,atencion odontologica,restauraciones,2013-05-01,4,8,4,8,12
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2013-05-01,41,84,41,84,125
CHUMA,atencion odontologica,restauraciones,2013-05-01,40,63,40,63,103
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2013-05-01,16,32,16,32,48
CKOCHAS,atencion odontologica,restauraciones,2013-05-01,6,25,6,25,31
CLIZA,atencion odontologica,restauraciones,2013-05-01,38,104,38,104,142
COBIJA,atencion odontologica,restauraciones,2013-05-01,435,483,435,483,918
COCAPATA,atencion odontologica,restauraciones,2013-05-01,21,51,21,51,72
COCHABAMBA,atencion odontologica,restauraciones,2013-05-01,3984,5368,3984,5368,9352
COIPASA,atencion odontologica,restauraciones,2013-05-01,12,28,12,28,40
COLCAPIRHUA,atencion odontologica,restauraciones,2013-05-01,163,242,163,242,405
"COLCHA ""K""",atencion odontologica,restauraciones,2013-05-01,0,27,0,27,27
COLLANA,atencion odontologica,restauraciones,2013-05-01,6,12,6,12,18
COLOMI,atencion odontologica,restauraciones,2013-05-01,22,36,22,36,58
COLPA BELGICA,atencion odontologica,restauraciones,2013-05-01,15,18,15,18,33
COLQUECHACA,atencion odontologica,restauraciones,2013-05-01,47,128,47,128,175
COLQUENCHA,atencion odontologica,restauraciones,2013-05-01,14,26,14,26,40
COLQUIRI,atencion odontologica,restauraciones,2013-05-01,40,37,40,37,77
COMANCHE,atencion odontologica,restauraciones,2013-05-01,44,72,44,72,116
COMARAPA,atencion odontologica,restauraciones,2013-05-01,34,111,34,111,145
COMBAYA,atencion odontologica,restauraciones,2013-05-01,8,16,8,16,24
CONCEPCION,atencion odontologica,restauraciones,2013-05-01,13,27,13,27,40
COPACABANA,atencion odontologica,restauraciones,2013-05-01,15,21,15,21,36
CORIPATA,atencion odontologica,restauraciones,2013-05-01,6,9,6,9,15
CORO CORO,atencion odontologica,restauraciones,2013-05-01,3,19,3,19,22
COROICO,atencion odontologica,restauraciones,2013-05-01,66,131,66,131,197
CORQUE,atencion odontologica,restauraciones,2013-05-01,11,14,11,14,25
COTAGAITA,atencion odontologica,restauraciones,2013-05-01,171,253,171,253,424
COTOCA,atencion odontologica,restauraciones,2013-05-01,4,28,4,28,32
CUATRO CAÑADAS,atencion odontologica,restauraciones,2013-05-01,26,109,26,109,135
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2013-05-01,1,16,1,16,17
CUEVO,atencion odontologica,restauraciones,2013-05-01,4,13,4,13,17
CULPINA,atencion odontologica,restauraciones,2013-05-01,15,25,15,25,40
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2013-05-01,12,30,12,30,42
CURVA,atencion odontologica,restauraciones,2013-05-01,14,18,14,18,32
DESAGUADERO,atencion odontologica,restauraciones,2013-05-01,10,13,10,13,23
EL ALTO,atencion odontologica,restauraciones,2013-05-01,3692,5171,3692,5171,8863
EL PUENTE(STC),atencion odontologica,restauraciones,2013-05-01,19,30,19,30,49
EL PUENTE(TJA),atencion odontologica,restauraciones,2013-05-01,39,122,39,122,161
EL TORNO,atencion odontologica,restauraciones,2013-05-01,83,175,83,175,258
EL VILLAR,atencion odontologica,restauraciones,2013-05-01,10,18,10,18,28
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2013-05-01,41,90,41,90,131
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2013-05-01,30,85,30,85,115
ESCOMA,atencion odontologica,restauraciones,2013-05-01,0,1,0,1,1
EUCALIPTUS,atencion odontologica,restauraciones,2013-05-01,29,48,29,48,77
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2013-05-01,53,46,53,46,99
FILADELFIA,atencion odontologica,restauraciones,2013-05-01,20,43,20,43,63
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2013-05-01,7,29,7,29,36
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2013-05-01,13,30,13,30,43
GUANAY,atencion odontologica,restauraciones,2013-05-01,50,61,50,61,111
GUAQUI,atencion odontologica,restauraciones,2013-05-01,11,24,11,24,35
GUAYARAMERIN,atencion odontologica,restauraciones,2013-05-01,130,233,130,233,363
GUTIERREZ,atencion odontologica,restauraciones,2013-05-01,15,53,15,53,68
HUACARETA,atencion odontologica,restauraciones,2013-05-01,43,61,43,61,104
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2013-05-01,7,18,7,18,25
HUACHACALLA,atencion odontologica,restauraciones,2013-05-01,5,3,5,3,8
HUANUNI,atencion odontologica,restauraciones,2013-05-01,86,141,86,141,227
HUARACAJE,atencion odontologica,restauraciones,2013-05-01,10,34,10,34,44
HUARINA,atencion odontologica,restauraciones,2013-05-01,0,2,0,2,2
HUATAJATA,atencion odontologica,restauraciones,2013-05-01,5,8,5,8,13
HUAYLLAMARCA,atencion odontologica,restauraciones,2013-05-01,40,47,40,47,87
HUMANATA,atencion odontologica,restauraciones,2013-05-01,5,0,5,0,5
ICHOCA,atencion odontologica,restauraciones,2013-05-01,0,4,0,4,4
ICLA,atencion odontologica,restauraciones,2013-05-01,21,38,21,38,59
INCAHUASI,atencion odontologica,restauraciones,2013-05-01,61,65,61,65,126
INGAVI (HUMAITA),atencion odontologica,restauraciones,2013-05-01,0,2,0,2,2
INQUISIVI,atencion odontologica,restauraciones,2013-05-01,6,13,6,13,19
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2013-05-01,30,63,30,63,93
IXIAMAS,atencion odontologica,restauraciones,2013-05-01,34,35,34,35,69
JESUS DE MACHACA,atencion odontologica,restauraciones,2013-05-01,9,21,9,21,30
