,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUENCHA,atencion odontologica,otras acciones,2013-05-01,5,13,5,13,18
COLQUIRI,atencion odontologica,otras acciones,2013-05-01,82,65,82,65,147
COMANCHE,atencion odontologica,otras acciones,2013-05-01,9,22,9,22,31
COMARAPA,atencion odontologica,otras acciones,2013-05-01,21,32,21,32,53
COMBAYA,atencion odontologica,otras acciones,2013-05-01,10,8,10,8,18
COPACABANA,atencion odontologica,otras acciones,2013-05-01,19,37,19,37,56
CORIPATA,atencion odontologica,otras acciones,2013-05-01,20,51,20,51,71
CORO CORO,atencion odontologica,otras acciones,2013-05-01,4,6,4,6,10
COROICO,atencion odontologica,otras acciones,2013-05-01,19,45,19,45,64
CORQUE,atencion odontologica,otras acciones,2013-05-01,7,8,7,8,15
COTAGAITA,atencion odontologica,otras acciones,2013-05-01,52,120,52,120,172
COTOCA,atencion odontologica,otras acciones,2013-05-01,30,18,30,18,48
CUATRO CAÑADAS,atencion odontologica,otras acciones,2013-05-01,16,25,16,25,41
CUEVO,atencion odontologica,otras acciones,2013-05-01,13,44,13,44,57
CULPINA,atencion odontologica,otras acciones,2013-05-01,46,117,46,117,163
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2013-05-01,10,24,10,24,34
CURVA,atencion odontologica,otras acciones,2013-05-01,5,13,5,13,18
DESAGUADERO,atencion odontologica,otras acciones,2013-05-01,75,55,75,55,130
EL ALTO,atencion odontologica,otras acciones,2013-05-01,3579,4414,3579,4414,7993
EL PUENTE(STC),atencion odontologica,otras acciones,2013-05-01,24,29,24,29,53
EL PUENTE(TJA),atencion odontologica,otras acciones,2013-05-01,10,31,10,31,41
EL TORNO,atencion odontologica,otras acciones,2013-05-01,12,25,12,25,37
EL VILLAR,atencion odontologica,otras acciones,2013-05-01,0,3,0,3,3
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2013-05-01,40,99,40,99,139
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2013-05-01,39,68,39,68,107
ESCOMA,atencion odontologica,otras acciones,2013-05-01,7,4,7,4,11
EUCALIPTUS,atencion odontologica,otras acciones,2013-05-01,27,50,27,50,77
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2013-05-01,20,38,20,38,58
FILADELFIA,atencion odontologica,otras acciones,2013-05-01,12,6,12,6,18
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2013-05-01,3,11,3,11,14
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2013-05-01,26,12,26,12,38
GUAQUI,atencion odontologica,otras acciones,2013-05-01,47,49,47,49,96
GUAYARAMERIN,atencion odontologica,otras acciones,2013-05-01,108,138,108,138,246
GUTIERREZ,atencion odontologica,otras acciones,2013-05-01,25,41,25,41,66
HUACARETA,atencion odontologica,otras acciones,2013-05-01,71,97,71,97,168
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2013-05-01,10,17,10,17,27
HUACHACALLA,atencion odontologica,otras acciones,2013-05-01,6,5,6,5,11
HUANUNI,atencion odontologica,otras acciones,2013-05-01,105,133,105,133,238
HUARACAJE,atencion odontologica,otras acciones,2013-05-01,1,1,1,1,2
HUARINA,atencion odontologica,otras acciones,2013-05-01,2,6,2,6,8
HUATAJATA,atencion odontologica,otras acciones,2013-05-01,28,39,28,39,67
HUAYLLAMARCA,atencion odontologica,otras acciones,2013-05-01,44,84,44,84,128
HUMANATA,atencion odontologica,otras acciones,2013-05-01,5,7,5,7,12
ICHOCA,atencion odontologica,otras acciones,2013-05-01,0,1,0,1,1
ICLA,atencion odontologica,otras acciones,2013-05-01,57,87,57,87,144
INCAHUASI,atencion odontologica,otras acciones,2013-05-01,35,77,35,77,112
INGAVI (HUMAITA),atencion odontologica,otras acciones,2013-05-01,6,13,6,13,19
INQUISIVI,atencion odontologica,otras acciones,2013-05-01,7,3,7,3,10
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2013-05-01,13,33,13,33,46
IXIAMAS,atencion odontologica,otras acciones,2013-05-01,26,54,26,54,80
JESUS DE MACHACA,atencion odontologica,otras acciones,2013-05-01,22,29,22,29,51
LA ASUNTA,atencion odontologica,otras acciones,2013-05-01,46,54,46,54,100
LA GUARDIA,atencion odontologica,otras acciones,2013-05-01,36,71,36,71,107
LA PAZ,atencion odontologica,otras acciones,2013-05-01,2364,3073,2364,3073,5437
LAJA,atencion odontologica,otras acciones,2013-05-01,12,19,12,19,31
LICOMA PAMPA,atencion odontologica,otras acciones,2013-05-01,3,10,3,10,13
LLALLAGUA,atencion odontologica,otras acciones,2013-05-01,83,202,83,202,285
LLICA,atencion odontologica,otras acciones,2013-05-01,36,72,36,72,108
LORETO,atencion odontologica,otras acciones,2013-05-01,4,0,4,0,4
LURIBAY,atencion odontologica,otras acciones,2013-05-01,6,5,6,5,11
MACHACAMARCA,atencion odontologica,otras acciones,2013-05-01,27,21,27,21,48
MACHARETI,atencion odontologica,otras acciones,2013-05-01,29,32,29,32,61
MAGDALENA,atencion odontologica,otras acciones,2013-05-01,7,9,7,9,16
MAIRANA,atencion odontologica,otras acciones,2013-05-01,19,27,19,27,46
MALLA,atencion odontologica,otras acciones,2013-05-01,4,2,4,2,6
MAPIRI,atencion odontologica,otras acciones,2013-05-01,2,4,2,4,6
MECAPACA,atencion odontologica,otras acciones,2013-05-01,3,6,3,6,9
MINEROS,atencion odontologica,otras acciones,2013-05-01,16,8,16,8,24
MIZQUE,atencion odontologica,otras acciones,2013-05-01,16,24,16,24,40
MOCOMOCO,atencion odontologica,otras acciones,2013-05-01,5,9,5,9,14
MOJOCOYA,atencion odontologica,otras acciones,2013-05-01,75,78,75,78,153
MONTEAGUDO,atencion odontologica,otras acciones,2013-05-01,105,165,105,165,270
MONTERO,atencion odontologica,otras acciones,2013-05-01,46,70,46,70,116
MORO MORO,atencion odontologica,otras acciones,2013-05-01,4,2,4,2,6
MOROCHATA,atencion odontologica,otras acciones,2013-05-01,2,25,2,25,27
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2013-05-01,13,10,13,10,23
OCURI,atencion odontologica,otras acciones,2013-05-01,13,14,13,14,27
OMEREQUE,atencion odontologica,otras acciones,2013-05-01,19,29,19,29,48
ORURO,atencion odontologica,otras acciones,2013-05-01,1193,1554,1193,1554,2747
PADCAYA,atencion odontologica,otras acciones,2013-05-01,26,77,26,77,103
PADILLA,atencion odontologica,otras acciones,2013-05-01,17,20,17,20,37
PALCA,atencion odontologica,otras acciones,2013-05-01,26,33,26,33,59
PALOS BLANCOS,atencion odontologica,otras acciones,2013-05-01,2,3,2,3,5
PAMPA AULLAGAS,atencion odontologica,otras acciones,2013-05-01,11,21,11,21,32
PAMPA GRANDE,atencion odontologica,otras acciones,2013-05-01,12,17,12,17,29
PAPEL PAMPA,atencion odontologica,otras acciones,2013-05-01,17,19,17,19,36
PASORAPA,atencion odontologica,otras acciones,2013-05-01,1,6,1,6,7
PATACAMAYA,atencion odontologica,otras acciones,2013-05-01,67,102,67,102,169
PAZÑA,atencion odontologica,otras acciones,2013-05-01,77,51,77,51,128
PELECHUCO,atencion odontologica,otras acciones,2013-05-01,0,1,0,1,1
POCOATA,atencion odontologica,otras acciones,2013-05-01,86,112,86,112,198
POCONA,atencion odontologica,otras acciones,2013-05-01,24,61,24,61,85
POJO (CBBA),atencion odontologica,otras acciones,2013-05-01,35,25,35,25,60
POOPO,atencion odontologica,otras acciones,2013-05-01,11,52,11,52,63
PORCO,atencion odontologica,otras acciones,2013-05-01,8,16,8,16,24
POROMA,atencion odontologica,otras acciones,2013-05-01,15,26,15,26,41
PORTACHUELO,atencion odontologica,otras acciones,2013-05-01,17,38,17,38,55
PORVENIR,atencion odontologica,otras acciones,2013-05-01,1,15,1,15,16
POSTRER VALLE,atencion odontologica,otras acciones,2013-05-01,1,2,1,2,3
POTOSI,atencion odontologica,otras acciones,2013-05-01,466,895,466,895,1361
PRESTO,atencion odontologica,otras acciones,2013-05-01,2,31,2,31,33
PUCARA,atencion odontologica,otras acciones,2013-05-01,8,6,8,6,14
PUCARANI,atencion odontologica,otras acciones,2013-05-01,38,36,38,36,74
PUERTO ACOSTA,atencion odontologica,otras acciones,2013-05-01,4,9,4,9,13
PUERTO CARABUCO,atencion odontologica,otras acciones,2013-05-01,12,13,12,13,25
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2013-05-01,1,9,1,9,10
PUERTO PEREZ,atencion odontologica,otras acciones,2013-05-01,5,4,5,4,9
PUERTO QUIJARRO,atencion odontologica,otras acciones,2013-05-01,2,16,2,16,18
PUERTO RICO,atencion odontologica,otras acciones,2013-05-01,10,6,10,6,16
PUERTO SUAREZ,atencion odontologica,otras acciones,2013-05-01,4,15,4,15,19
PUERTO VILLARROEL,atencion odontologica,otras acciones,2013-05-01,29,67,29,67,96
PUNA,atencion odontologica,otras acciones,2013-05-01,69,143,69,143,212
PUNATA,atencion odontologica,otras acciones,2013-05-01,33,74,33,74,107
QUILLACOLLO,atencion odontologica,otras acciones,2013-05-01,51,93,51,93,144
QUIME,atencion odontologica,otras acciones,2013-05-01,10,11,10,11,21
QUIRUSILLAS,atencion odontologica,otras acciones,2013-05-01,1,5,1,5,6
RAVELO,atencion odontologica,otras acciones,2013-05-01,4,23,4,23,27
REYES,atencion odontologica,otras acciones,2013-05-01,4,9,4,9,13
RIBERALTA,atencion odontologica,otras acciones,2013-05-01,63,85,63,85,148
RURRENABAQUE,atencion odontologica,otras acciones,2013-05-01,4,8,4,8,12
SABAYA,atencion odontologica,otras acciones,2013-05-01,29,53,29,53,82
SACABA,atencion odontologica,otras acciones,2013-05-01,154,321,154,321,475
SACABAMBA,atencion odontologica,otras acciones,2013-05-01,4,1,4,1,5
SACACA,atencion odontologica,otras acciones,2013-05-01,16,20,16,20,36
SAIPINA,atencion odontologica,otras acciones,2013-05-01,14,36,14,36,50
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2013-05-01,55,62,55,62,117
SAMAIPATA,atencion odontologica,otras acciones,2013-05-01,1,16,1,16,17
SAN AGUSTIN,atencion odontologica,otras acciones,2013-05-01,0,4,0,4,4
SAN ANDRES,atencion odontologica,otras acciones,2013-05-01,0,4,0,4,4
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2013-05-01,14,14,14,14,28
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2013-05-01,4,8,4,8,12
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2013-05-01,2,6,2,6,8
SAN BENITO,atencion odontologica,otras acciones,2013-05-01,10,27,10,27,37
SAN BORJA,atencion odontologica,otras acciones,2013-05-01,9,11,9,11,20
SAN BUENA VENTURA,atencion odontologica,otras acciones,2013-05-01,0,13,0,13,13
SAN CARLOS,atencion odontologica,otras acciones,2013-05-01,76,76,76,76,152
SAN IGNACIO,atencion odontologica,otras acciones,2013-05-01,41,39,41,39,80
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2013-05-01,286,267,286,267,553
SAN JOAQUIN,atencion odontologica,otras acciones,2013-05-01,1,8,1,8,9
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2013-05-01,0,7,0,7,7
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2013-05-01,2,5,2,5,7
SAN LORENZO(PND),atencion odontologica,otras acciones,2013-05-01,4,2,4,2,6
SAN LORENZO(TJA),atencion odontologica,otras acciones,2013-05-01,126,382,126,382,508
SAN LUCAS,atencion odontologica,otras acciones,2013-05-01,21,79,21,79,100
SAN MATIAS,atencion odontologica,otras acciones,2013-05-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2013-05-01,27,70,27,70,97
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2013-05-01,3,6,3,6,9
SAN PEDRO,atencion odontologica,otras acciones,2013-05-01,22,31,22,31,53
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2013-05-01,31,87,31,87,118
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2013-05-01,7,16,7,16,23
SAN PEDRO DE QUEMES,atencion odontologica,otras acciones,2013-05-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2013-05-01,12,22,12,22,34
SAN RAFAEL,atencion odontologica,otras acciones,2013-05-01,30,12,30,12,42
SANTA ANA,atencion odontologica,otras acciones,2013-05-01,39,63,39,63,102
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2013-05-01,665,932,665,932,1597
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2013-05-01,10,27,10,27,37
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2013-05-01,2,7,2,7,9
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2013-05-01,99,121,99,121,220
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2013-05-01,6,10,6,10,16
SANTIVAÑES,atencion odontologica,otras acciones,2013-05-01,18,25,18,25,43
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2013-05-01,3,3,3,3,6
SAPAHAQUI,atencion odontologica,otras acciones,2013-05-01,22,25,22,25,47
SENA,atencion odontologica,otras acciones,2013-05-01,7,17,7,17,24
SHINAOTA,atencion odontologica,otras acciones,2013-05-01,4,10,4,10,14
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2013-05-01,8,7,8,7,15
SICAYA,atencion odontologica,otras acciones,2013-05-01,10,22,10,22,32
SIPE SIPE,atencion odontologica,otras acciones,2013-05-01,11,21,11,21,32
SOPACHUY,atencion odontologica,otras acciones,2013-05-01,191,217,191,217,408
SORACACHI,atencion odontologica,otras acciones,2013-05-01,23,16,23,16,39
SORATA,atencion odontologica,otras acciones,2013-05-01,60,60,60,60,120
SUCRE,atencion odontologica,otras acciones,2013-05-01,1376,1630,1376,1630,3006
TACACHI,atencion odontologica,otras acciones,2013-05-01,0,3,0,3,3
TACACOMA,atencion odontologica,otras acciones,2013-05-01,1,2,1,2,3
TACOBAMBA,atencion odontologica,otras acciones,2013-05-01,1,7,1,7,8
TACOPAYA,atencion odontologica,otras acciones,2013-05-01,0,3,0,3,3
TAPACARI,atencion odontologica,otras acciones,2013-05-01,57,72,57,72,129
TARABUCO,atencion odontologica,otras acciones,2013-05-01,13,33,13,33,46
TARACO,atencion odontologica,otras acciones,2013-05-01,15,25,15,25,40
TARATA,atencion odontologica,otras acciones,2013-05-01,18,25,18,25,43
TARIJA,atencion odontologica,otras acciones,2013-05-01,690,1086,690,1086,1776
TARVITA,atencion odontologica,otras acciones,2013-05-01,37,86,37,86,123
TEOPONTE,atencion odontologica,otras acciones,2013-05-01,5,6,5,6,11
TIAWANACU,atencion odontologica,otras acciones,2013-05-01,35,48,35,48,83
TINGUIPAYA,atencion odontologica,otras acciones,2013-05-01,19,17,19,17,36
TIPUANI,atencion odontologica,otras acciones,2013-05-01,1,3,1,3,4
TIQUIPAYA,atencion odontologica,otras acciones,2013-05-01,129,260,129,260,389
TIRAQUE (CBBA),atencion odontologica,otras acciones,2013-05-01,40,76,40,76,116
TOCO,atencion odontologica,otras acciones,2013-05-01,7,24,7,24,31
TOLATA,atencion odontologica,otras acciones,2013-05-01,5,26,5,26,31
TOLEDO,atencion odontologica,otras acciones,2013-05-01,12,13,12,13,25
TOMAVE,atencion odontologica,otras acciones,2013-05-01,52,38,52,38,90
TOMINA,atencion odontologica,otras acciones,2013-05-01,170,220,170,220,390
TORO TORO,atencion odontologica,otras acciones,2013-05-01,139,214,139,214,353
TOTORA(CBBA),atencion odontologica,otras acciones,2013-05-01,9,7,9,7,16
TOTORA(ORR),atencion odontologica,otras acciones,2013-05-01,1,11,1,11,12
TRIGAL,atencion odontologica,otras acciones,2013-05-01,0,1,0,1,1
TRINIDAD,atencion odontologica,otras acciones,2013-05-01,46,30,46,30,76
TUPIZA,atencion odontologica,otras acciones,2013-05-01,98,148,98,148,246
UMALA,atencion odontologica,otras acciones,2013-05-01,6,10,6,10,16
UNCIA,atencion odontologica,otras acciones,2013-05-01,9,23,9,23,32
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2013-05-01,135,329,135,329,464
VACAS,atencion odontologica,otras acciones,2013-05-01,22,29,22,29,51
VALLEGRANDE,atencion odontologica,otras acciones,2013-05-01,12,21,12,21,33
VIACHA,atencion odontologica,otras acciones,2013-05-01,110,209,110,209,319
VILA VILA,atencion odontologica,otras acciones,2013-05-01,2,6,2,6,8
VILLA CHARCAS,atencion odontologica,otras acciones,2013-05-01,16,18,16,18,34
VILLA MONTES,atencion odontologica,otras acciones,2013-05-01,101,204,101,204,305
VILLA RIVERO,atencion odontologica,otras acciones,2013-05-01,3,8,3,8,11
VILLA SERRANO,atencion odontologica,otras acciones,2013-05-01,52,75,52,75,127
VILLA TUNARI,atencion odontologica,otras acciones,2013-05-01,61,55,61,55,116
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2013-05-01,67,87,67,87,154
VILLAZON,atencion odontologica,otras acciones,2013-05-01,106,130,106,130,236
VINTO,atencion odontologica,otras acciones,2013-05-01,21,18,21,18,39
VITICHI,atencion odontologica,otras acciones,2013-05-01,32,80,32,80,112
WALDO BALLIVIAN,atencion odontologica,otras acciones,2013-05-01,5,7,5,7,12
WARNES,atencion odontologica,otras acciones,2013-05-01,5,12,5,12,17
YACO,atencion odontologica,otras acciones,2013-05-01,4,2,4,2,6
YACUIBA,atencion odontologica,otras acciones,2013-05-01,76,180,76,180,256
YAMPARAEZ,atencion odontologica,otras acciones,2013-05-01,28,71,28,71,99
YANACACHI,atencion odontologica,otras acciones,2013-05-01,8,25,8,25,33
YAPACANI,atencion odontologica,otras acciones,2013-05-01,2,12,2,12,14
YOCALLA,atencion odontologica,otras acciones,2013-05-01,16,26,16,26,42
YOTALA,atencion odontologica,otras acciones,2013-05-01,31,93,31,93,124
YUNCHARA,atencion odontologica,otras acciones,2013-05-01,12,34,12,34,46
ZUDAÑEZ,atencion odontologica,otras acciones,2013-05-01,47,76,47,76,123
ACACIO,atencion odontologica,otras acciones,2013-06-01,5,9,5,9,14
ACHACACHI,atencion odontologica,otras acciones,2013-06-01,74,150,74,150,224
ACHOCALLA,atencion odontologica,otras acciones,2013-06-01,29,68,29,68,97
AIQUILE,atencion odontologica,otras acciones,2013-06-01,29,0,29,0,29
ALALAY,atencion odontologica,otras acciones,2013-06-01,3,5,3,5,8
ALCALA,atencion odontologica,otras acciones,2013-06-01,8,24,8,24,32
ALTO BENI,atencion odontologica,otras acciones,2013-06-01,1,4,1,4,5
ANCORAIMES,atencion odontologica,otras acciones,2013-06-01,2,5,2,5,7
ANDAMARCA,atencion odontologica,otras acciones,2013-06-01,16,25,16,25,41
ANTEQUERA,atencion odontologica,otras acciones,2013-06-01,12,22,12,22,34
ANZALDO,atencion odontologica,otras acciones,2013-06-01,9,7,9,7,16
APOLO,atencion odontologica,otras acciones,2013-06-01,1,5,1,5,6
ARAMPAMPA,atencion odontologica,otras acciones,2013-06-01,2,13,2,13,15
ARANI,atencion odontologica,otras acciones,2013-06-01,57,72,57,72,129
ARBIETO,atencion odontologica,otras acciones,2013-06-01,4,3,4,3,7
ARQUE,atencion odontologica,otras acciones,2013-06-01,15,20,15,20,35
ATOCHA,atencion odontologica,otras acciones,2013-06-01,180,280,180,280,460
AYATA,atencion odontologica,otras acciones,2013-06-01,9,15,9,15,24
AYO AYO,atencion odontologica,otras acciones,2013-06-01,7,13,7,13,20
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2013-06-01,46,45,46,45,91
AZURDUY,atencion odontologica,otras acciones,2013-06-01,11,9,11,9,20
BAURES,atencion odontologica,otras acciones,2013-06-01,10,19,10,19,29
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2013-06-01,11,10,11,10,21
BELEN DE URMIRI,atencion odontologica,otras acciones,2013-06-01,3,1,3,1,4
BELLA FLOR,atencion odontologica,otras acciones,2013-06-01,3,1,3,1,4
BERMEJO,atencion odontologica,otras acciones,2013-06-01,30,52,30,52,82
BETANZOS,atencion odontologica,otras acciones,2013-06-01,20,37,20,37,57
BOLIVAR,atencion odontologica,otras acciones,2013-06-01,11,26,11,26,37
BUENA VISTA,atencion odontologica,otras acciones,2013-06-01,13,15,13,15,28
CABEZAS,atencion odontologica,otras acciones,2013-06-01,26,35,26,35,61
"CAIZA ""D""",atencion odontologica,otras acciones,2013-06-01,15,28,15,28,43
CAJUATA,atencion odontologica,otras acciones,2013-06-01,39,63,39,63,102
CALACOTO,atencion odontologica,otras acciones,2013-06-01,7,8,7,8,15
CALAMARCA,atencion odontologica,otras acciones,2013-06-01,10,9,10,9,19
CAMARGO,atencion odontologica,otras acciones,2013-06-01,98,155,98,155,253
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2013-06-01,15,60,15,60,75
CAMIRI,atencion odontologica,otras acciones,2013-06-01,130,210,130,210,340
CAPINOTA,atencion odontologica,otras acciones,2013-06-01,11,33,11,33,44
CAQUIAVIRI,atencion odontologica,otras acciones,2013-06-01,10,25,10,25,35
CARACOLLO,atencion odontologica,otras acciones,2013-06-01,73,115,73,115,188
CARANAVI,atencion odontologica,otras acciones,2013-06-01,45,44,45,44,89
