,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,60,81,60,81,141
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,170,190,170,190,360
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,46,130,46,130,176
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,58,72,58,72,130
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,1,8,1,8,9
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,8,0,8,0,8
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,35,30,35,30,65
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,29,48,29,48,77
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,3,5,3,5,8
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,8,23,8,23,31
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,70,86,70,86,156
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,5,6,5,6,11
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,9,18,9,18,27
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,5,3,5,3,8
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,20,15,20,15,35
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,685,738,685,738,1423
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,993,1132,993,1132,2125
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,253,230,253,230,483
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,283,264,283,264,547
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,9,8,9,8,17
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,35,53,35,53,88
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,10,10,10,10,20
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,1,0,1,0,1
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,49,81,49,81,130
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,38,32,38,32,70
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,38,55,38,55,93
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,585,740,585,740,1325
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,1,2,1,2,3
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,6,3,6,3,9
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,15,13,15,13,28
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,38,59,38,59,97
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,37,54,37,54,91
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,20,20,20,20,40
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,30,31,30,31,61
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,259,208,259,208,467
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,52,84,52,84,136
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,9,7,9,7,16
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,6,9,6,9,15
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,29,31,29,31,60
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,147,155,147,155,302
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,11,12,11,12,23
TOLATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,142,162,142,162,304
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,7,8,7,8,15
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,8,6,8,6,14
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,8,10,8,10,18
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,98,114,98,114,212
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,4,4,4,4,8
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,85,116,85,116,201
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,17,15,17,15,32
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,10,14,10,14,24
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,2,1,2,1,3
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,10,22,10,22,32
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,0,16,0,16,16
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,103,90,103,90,193
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,129,101,129,101,230
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,26,47,26,47,73
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,23,29,23,29,52
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,48,31,48,31,79
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,256,202,256,202,458
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,22,19,22,19,41
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,48,49,48,49,97
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,155,201,155,201,356
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,92,87,92,87,179
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,108,207,108,207,315
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,12,9,12,9,21
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-05-01,25,21,25,21,46
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,56,83,56,83,139
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,9,5,9,5,14
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,143,157,143,157,300
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,19,9,19,9,28
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,37,33,37,33,70
ANZALDO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,99,147,99,147,246
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,0,5,0,5,5
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,15,6,15,6,21
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,13,13,13,13,26
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,51,36,51,36,87
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,17,29,17,29,46
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,162,190,162,190,352
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,2,3,2,3,5
AYO AYO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,139,112,139,112,251
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,364,377,364,377,741
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,40,44,40,44,84
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,33,24,33,24,57
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,92,131,92,131,223
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,24,16,24,16,40
CAIROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,9,8,9,8,17
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,50,30,50,30,80
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,3,2,3,2,5
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,9,10,9,10,19
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,735,797,735,797,1532
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,55,66,55,66,121
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,8,12,8,12,20
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,61,65,61,65,126
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,100,92,100,92,192
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,246,262,246,262,508
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,1,0,1,0,1
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,14,29,14,29,43
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,160,163,160,163,323
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,23,20,23,20,43
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,36,30,36,30,66
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,2,6,2,6,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,16,85,16,85,101
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,17,10,17,10,27
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,8,6,8,6,14
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,0,5,0,5,5
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,139,186,139,186,325
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,14,19,14,19,33
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,6,6,6,6,12
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,187,138,187,138,325
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,0,5,0,5,5
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,92,97,92,97,189
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,76,78,76,78,154
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,12,17,12,17,29
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,115,127,115,127,242
COMBAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,3,3,3,3,6
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,301,339,301,339,640
COROICO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,23,29,23,29,52
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,140,160,140,160,300
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,60,80,60,80,140
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,29,10,29,10,39
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,12,3,12,3,15
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,0,30,0,30,30
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,3968,3079,3968,3079,7047
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,9,11,9,11,20
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,595,560,595,560,1155
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,3,13,3,13,16
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,10,25,10,25,35
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,97,87,97,87,184
GUAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,77,59,77,59,136
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,93,75,93,75,168
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,25,9,25,9,34
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,31,19,31,19,50
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,15,17,15,17,32
HUACHACALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,595,615,595,615,1210
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,4,4,4,4,8
HUATAJATA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,1,1,1,1,2
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,16,16,16,16,32
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,5,10,5,10,15
INGAVI (HUMAITA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,34,24,34,24,58
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,40,45,40,45,85
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,7,6,7,6,13
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,21,32,21,32,53
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,190,204,190,204,394
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,402,573,402,573,975
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,31,31,31,31,62
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,18,14,18,14,32
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,24,26,24,26,50
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,17,16,17,16,33
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,6,7,6,7,13
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2013-06-01,8,5,8,5,13
