,group,variable,month,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,102,143,102,143,245
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,21,37,21,37,58
SAN PEDRO DE QUEMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,1,6,1,6,7
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,17,24,17,24,41
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,6,46,6,46,52
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,4,10,4,10,14
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,86,102,86,102,188
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,271,519,271,519,790
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,2861,4975,2861,4975,7836
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,229,246,229,246,475
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,311,325,311,325,636
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,16,25,16,25,41
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,219,243,219,243,462
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,28,54,28,54,82
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,114,160,114,160,274
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,55,70,55,70,125
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,65,64,65,64,129
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,39,79,39,79,118
SENA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,62,74,62,74,136
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,48,44,48,44,92
SICAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,26,61,26,61,87
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,56,254,56,254,310
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,47,93,47,93,140
SORACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,29,32,29,32,61
SORATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,41,86,41,86,127
SUCRE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,2582,4561,2582,4561,7143
TACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,2,0,2,0,2
TACACOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,78,73,78,73,151
TACOBAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,3,18,3,18,21
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,7,16,7,16,23
TAHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,6,7,6,7,13
TAPACARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,119,185,119,185,304
TARABUCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,61,148,61,148,209
TARACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,25,102,25,102,127
TARATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,90,168,90,168,258
TARIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,3119,5476,3119,5476,8595
TARVITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,73,166,73,166,239
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,43,44,43,44,87
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,64,163,64,163,227
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,51,90,51,90,141
TIPUANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,6,31,6,31,37
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,332,762,332,762,1094
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,68,79,68,79,147
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,9,15,9,15,24
TOCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,17,31,17,31,48
TOLATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,34,26,34,26,60
TOLEDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,87,91,87,91,178
TOMAVE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,28,105,28,105,133
TOMINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,291,327,291,327,618
TORO TORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,217,221,217,221,438
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,84,110,84,110,194
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,3,2,3,2,5
TRIGAL,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,5,9,5,9,14
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,533,1063,533,1063,1596
TUPIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,459,616,459,616,1075
TURCO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,11,16,11,16,27
UMALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,8,19,8,19,27
UNCIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,68,132,68,132,200
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,281,667,281,667,948
URUBICHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,6,19,6,19,25
UYUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,97,140,97,140,237
VACAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,75,92,75,92,167
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,130,191,130,191,321
VIACHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,304,457,304,457,761
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,17,78,17,78,95
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,509,1022,509,1022,1531
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,8,8,8,8,16
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,43,19,43,19,62
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,30,46,30,46,76
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,342,433,342,433,775
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,52,186,52,186,238
VILLAZON,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,137,399,137,399,536
VINTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,31,122,31,122,153
VITICHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,66,100,66,100,166
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,0,20,0,20,20
WARNES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,83,202,83,202,285
YACO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,7,32,7,32,39
YACUIBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,374,789,374,789,1163
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,53,142,53,142,195
YANACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,24,36,24,36,60
YAPACANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,80,171,80,171,251
YOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,34,66,34,66,100
YOTALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,90,153,90,153,243
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,145,212,145,212,357
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-04-01,18,49,18,49,67
ACACIO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,10,16,10,16,26
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,142,228,142,228,370
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,51,103,51,103,154
AIQUILE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,53,100,53,100,153
ALALAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,35,29,35,29,64
ALCALA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,48,62,48,62,110
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,37,39,37,39,76
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,25,32,25,32,57
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,141,124,141,124,265
ANTEQUERA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,262,228,262,228,490
ANZALDO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,354,331,354,331,685
APOLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,47,167,47,167,214
ARAMPAMPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,3,18,3,18,21
ARANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,87,134,87,134,221
ARBIETO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,19,25,19,25,44
ARQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,336,276,336,276,612
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,2,14,2,14,16
ATOCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,380,419,380,419,799
AUCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,13,5,13,5,18
AYATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,37,44,37,44,81
AYO AYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,31,31,31,31,62
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,84,105,84,105,189
AZURDUY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,41,61,41,61,102
BATALLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,31,96,31,96,127
BAURES,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,44,74,44,74,118
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,8,9,8,9,17
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,15,29,15,29,44
BELLA FLOR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,65,0,65,0,65
BERMEJO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,328,599,328,599,927
BETANZOS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,99,176,99,176,275
BOLIVAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,161,61,161,61,222
BOLPEBRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,25,22,25,22,47
BOYUIBE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,4,8,4,8,12
BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,4,11,4,11,15
CABEZAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,76,124,76,124,200
CAIROMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,42,37,42,37,79
"CAIZA ""D""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,40,100,40,100,140
CAJUATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,81,94,81,94,175
CALACOTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,74,93,74,93,167
CALAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,61,144,61,144,205
CAMARGO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,104,214,104,214,318
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,13,93,13,93,106
CAMIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,408,516,408,516,924
CAPINOTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,86,149,86,149,235
CAQUIAVIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,36,74,36,74,110
CARACOLLO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,66,98,66,98,164
CARANAVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,79,117,79,117,196
CARAPARI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,184,290,184,290,474
CARIPUYO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,40,49,40,49,89
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,131,148,131,148,279
CATACORA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,32,42,32,42,74
CHALLAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,106,174,106,174,280
CHAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,9,34,9,34,43
CHARAGUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,94,109,94,109,203
CHARAÑA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,6,8,6,8,14
CHAYANTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,33,82,33,82,115
CHIMORE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,67,53,67,53,120
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,3,16,3,16,19
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,45,47,45,47,92
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,48,110,48,110,158
CHUMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,137,195,137,195,332
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,8,25,8,25,33
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,24,25,24,25,49
CLIZA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,140,264,140,264,404
COBIJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,600,707,600,707,1307
COCAPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,100,176,100,176,276
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,3040,4846,3040,4846,7886
COIPASA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,17,33,17,33,50
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,44,82,44,82,126
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,33,49,33,49,82
COLLANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,28,71,28,71,99
COLOMI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,7,29,7,29,36
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,62,73,62,73,135
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,110,355,110,355,465
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,85,114,85,114,199
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,95,87,95,87,182
COMANCHE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,93,148,93,148,241
COMARAPA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,40,59,40,59,99
COMBAYA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,0,1,0,1,1
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,8,11,8,11,19
COPACABANA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,78,120,78,120,198
CORIPATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,28,45,28,45,73
CORO CORO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,29,66,29,66,95
COROICO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,97,223,97,223,320
CORQUE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,9,17,9,17,26
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,298,370,298,370,668
COTOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,16,89,16,89,105
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,34,88,34,88,122
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,4,5,4,5,9
CUEVO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,18,52,18,52,70
CULPINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,119,141,119,141,260
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,20,27,20,27,47
CURVA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,4,28,4,28,32
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,112,75,112,75,187
EL ALTO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,6476,8184,6476,8184,14660
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,136,141,136,141,277
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,119,284,119,284,403
EL TORNO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,119,249,119,249,368
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,7,14,7,14,21
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,133,255,133,255,388
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,4,17,4,17,21
ESCOMA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,7,4,7,4,11
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,267,239,267,239,506
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,36,78,36,78,114
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,117,95,117,95,212
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,32,124,32,124,156
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,92,131,92,131,223
GUANAY,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,87,62,87,62,149
GUAQUI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,53,67,53,67,120
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,212,420,212,420,632
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,85,220,85,220,305
HUACARETA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,24,115,24,115,139
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,26,58,26,58,84
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,12,10,12,10,22
HUANUNI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,68,85,68,85,153
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,8,19,8,19,27
HUARINA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,6,7,6,7,13
HUATAJATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,65,86,65,86,151
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,84,132,84,132,216
HUMANATA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,10,21,10,21,31
ICHOCA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,16,20,16,20,36
ICLA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,26,58,26,58,84
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,57,192,57,192,249
INGAVI (HUMAITA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,7,3,7,3,10
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,30,63,30,63,93
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,70,152,70,152,222
IXIAMAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,91,2015,91,2015,2106
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,36,91,36,91,127
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,93,165,93,165,258
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,52,197,52,197,249
LA PAZ,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,4119,7059,4119,7059,11178
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,20,42,20,42,62
LAJA,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,24,42,24,42,66
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 59 anos,2013-05-01,25,33,25,33,58
