,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
SAN ANDRES,atencion odontologica,cirugia bucal menor,2013-04-01,12,27,12,27,39
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2013-04-01,21,42,21,42,63
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2013-04-01,1,6,1,6,7
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2013-04-01,23,20,23,20,43
SAN BENITO,atencion odontologica,cirugia bucal menor,2013-04-01,3,17,3,17,20
SAN BORJA,atencion odontologica,cirugia bucal menor,2013-04-01,13,31,13,31,44
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2013-04-01,34,34,34,34,68
SAN CARLOS,atencion odontologica,cirugia bucal menor,2013-04-01,19,34,19,34,53
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2013-04-01,41,73,41,73,114
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2013-04-01,67,129,67,129,196
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2013-04-01,2,2,2,2,4
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2013-04-01,5,8,5,8,13
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2013-04-01,1,8,1,8,9
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2013-04-01,32,47,32,47,79
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2013-04-01,6,8,6,8,14
SAN JULIAN,atencion odontologica,cirugia bucal menor,2013-04-01,15,21,15,21,36
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2013-04-01,4,2,4,2,6
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2013-04-01,97,165,97,165,262
SAN LUCAS,atencion odontologica,cirugia bucal menor,2013-04-01,33,73,33,73,106
SAN MATIAS,atencion odontologica,cirugia bucal menor,2013-04-01,36,39,36,39,75
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2013-04-01,23,37,23,37,60
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2013-04-01,6,18,6,18,24
SAN PEDRO,atencion odontologica,cirugia bucal menor,2013-04-01,18,27,18,27,45
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-04-01,27,41,27,41,68
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2013-04-01,18,18,18,18,36
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2013-04-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2013-04-01,11,15,11,15,26
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2013-04-01,9,15,9,15,24
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2013-04-01,2,3,2,3,5
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2013-04-01,29,34,29,34,63
SANTA ANA,atencion odontologica,cirugia bucal menor,2013-04-01,66,74,66,74,140
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2013-04-01,474,654,474,654,1128
SANTA ROSA,atencion odontologica,cirugia bucal menor,2013-04-01,13,24,13,24,37
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2013-04-01,37,61,37,61,98
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2013-04-01,7,11,7,11,18
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2013-04-01,32,30,32,30,62
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2013-04-01,21,21,21,21,42
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2013-04-01,41,53,41,53,94
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2013-04-01,4,6,4,6,10
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2013-04-01,3,13,3,13,16
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2013-04-01,26,50,26,50,76
SENA,atencion odontologica,cirugia bucal menor,2013-04-01,13,19,13,19,32
SHINAOTA,atencion odontologica,cirugia bucal menor,2013-04-01,0,10,0,10,10
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2013-04-01,38,43,38,43,81
SICAYA,atencion odontologica,cirugia bucal menor,2013-04-01,4,7,4,7,11
SIPE SIPE,atencion odontologica,cirugia bucal menor,2013-04-01,27,47,27,47,74
SOPACHUY,atencion odontologica,cirugia bucal menor,2013-04-01,21,48,21,48,69
SORACACHI,atencion odontologica,cirugia bucal menor,2013-04-01,27,20,27,20,47
SORATA,atencion odontologica,cirugia bucal menor,2013-04-01,24,32,24,32,56
SUCRE,atencion odontologica,cirugia bucal menor,2013-04-01,481,748,481,748,1229
TACACHI,atencion odontologica,cirugia bucal menor,2013-04-01,0,1,0,1,1
TACACOMA,atencion odontologica,cirugia bucal menor,2013-04-01,44,43,44,43,87
TACOBAMBA,atencion odontologica,cirugia bucal menor,2013-04-01,0,12,0,12,12
TACOPAYA,atencion odontologica,cirugia bucal menor,2013-04-01,53,61,53,61,114
TAHUA,atencion odontologica,cirugia bucal menor,2013-04-01,4,4,4,4,8
TAPACARI,atencion odontologica,cirugia bucal menor,2013-04-01,50,85,50,85,135
TARABUCO,atencion odontologica,cirugia bucal menor,2013-04-01,16,48,16,48,64
TARACO,atencion odontologica,cirugia bucal menor,2013-04-01,28,23,28,23,51
TARATA,atencion odontologica,cirugia bucal menor,2013-04-01,9,26,9,26,35
TARIJA,atencion odontologica,cirugia bucal menor,2013-04-01,551,866,551,866,1417
TARVITA,atencion odontologica,cirugia bucal menor,2013-04-01,39,86,39,86,125
TEOPONTE,atencion odontologica,cirugia bucal menor,2013-04-01,16,11,16,11,27
TIAWANACU,atencion odontologica,cirugia bucal menor,2013-04-01,40,46,40,46,86
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2013-04-01,10,37,10,37,47
TIPUANI,atencion odontologica,cirugia bucal menor,2013-04-01,2,11,2,11,13
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2013-04-01,54,128,54,128,182
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2013-04-01,13,32,13,32,45
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2013-04-01,8,14,8,14,22
TOCO,atencion odontologica,cirugia bucal menor,2013-04-01,6,10,6,10,16
TOLATA,atencion odontologica,cirugia bucal menor,2013-04-01,20,18,20,18,38
TOLEDO,atencion odontologica,cirugia bucal menor,2013-04-01,11,19,11,19,30
TOMAVE,atencion odontologica,cirugia bucal menor,2013-04-01,26,82,26,82,108
TOMINA,atencion odontologica,cirugia bucal menor,2013-04-01,28,51,28,51,79
TORO TORO,atencion odontologica,cirugia bucal menor,2013-04-01,16,24,16,24,40
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2013-04-01,23,46,23,46,69
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2013-04-01,5,10,5,10,15
TRIGAL,atencion odontologica,cirugia bucal menor,2013-04-01,1,1,1,1,2
TRINIDAD,atencion odontologica,cirugia bucal menor,2013-04-01,213,251,213,251,464
TUPIZA,atencion odontologica,cirugia bucal menor,2013-04-01,129,170,129,170,299
TURCO,atencion odontologica,cirugia bucal menor,2013-04-01,2,8,2,8,10
UMALA,atencion odontologica,cirugia bucal menor,2013-04-01,2,9,2,9,11
UNCIA,atencion odontologica,cirugia bucal menor,2013-04-01,14,13,14,13,27
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2013-04-01,62,152,62,152,214
URUBICHA,atencion odontologica,cirugia bucal menor,2013-04-01,4,13,4,13,17
UYUNI,atencion odontologica,cirugia bucal menor,2013-04-01,37,44,37,44,81
VACAS,atencion odontologica,cirugia bucal menor,2013-04-01,16,19,16,19,35
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2013-04-01,36,61,36,61,97
VIACHA,atencion odontologica,cirugia bucal menor,2013-04-01,66,115,66,115,181
VILA VILA,atencion odontologica,cirugia bucal menor,2013-04-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2013-04-01,10,26,10,26,36
VILLA MONTES,atencion odontologica,cirugia bucal menor,2013-04-01,160,273,160,273,433
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2013-04-01,0,5,0,5,5
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2013-04-01,8,19,8,19,27
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2013-04-01,117,43,117,43,160
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2013-04-01,69,106,69,106,175
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2013-04-01,6,20,6,20,26
VILLAZON,atencion odontologica,cirugia bucal menor,2013-04-01,75,181,75,181,256
VINTO,atencion odontologica,cirugia bucal menor,2013-04-01,15,29,15,29,44
VITICHI,atencion odontologica,cirugia bucal menor,2013-04-01,16,24,16,24,40
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2013-04-01,4,15,4,15,19
WARNES,atencion odontologica,cirugia bucal menor,2013-04-01,14,43,14,43,57
YACO,atencion odontologica,cirugia bucal menor,2013-04-01,11,19,11,19,30
YACUIBA,atencion odontologica,cirugia bucal menor,2013-04-01,142,288,142,288,430
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2013-04-01,12,56,12,56,68
YANACACHI,atencion odontologica,cirugia bucal menor,2013-04-01,19,15,19,15,34
YAPACANI,atencion odontologica,cirugia bucal menor,2013-04-01,40,133,40,133,173
YOCALLA,atencion odontologica,cirugia bucal menor,2013-04-01,28,25,28,25,53
YOTALA,atencion odontologica,cirugia bucal menor,2013-04-01,11,25,11,25,36
YUNCHARA,atencion odontologica,cirugia bucal menor,2013-04-01,38,122,38,122,160
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2013-04-01,7,16,7,16,23
ACACIO,atencion odontologica,cirugia bucal menor,2013-05-01,3,7,3,7,10
ACHACACHI,atencion odontologica,cirugia bucal menor,2013-05-01,123,135,123,135,258
ACHOCALLA,atencion odontologica,cirugia bucal menor,2013-05-01,13,32,13,32,45
AIQUILE,atencion odontologica,cirugia bucal menor,2013-05-01,14,29,14,29,43
ALALAY,atencion odontologica,cirugia bucal menor,2013-05-01,3,3,3,3,6
ALCALA,atencion odontologica,cirugia bucal menor,2013-05-01,18,40,18,40,58
ALTO BENI,atencion odontologica,cirugia bucal menor,2013-05-01,20,9,20,9,29
ANCORAIMES,atencion odontologica,cirugia bucal menor,2013-05-01,27,31,27,31,58
ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-05-01,11,16,11,16,27
ANTEQUERA,atencion odontologica,cirugia bucal menor,2013-05-01,13,16,13,16,29
ANZALDO,atencion odontologica,cirugia bucal menor,2013-05-01,108,106,108,106,214
APOLO,atencion odontologica,cirugia bucal menor,2013-05-01,18,48,18,48,66
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2013-05-01,2,4,2,4,6
ARANI,atencion odontologica,cirugia bucal menor,2013-05-01,18,26,18,26,44
ARBIETO,atencion odontologica,cirugia bucal menor,2013-05-01,2,10,2,10,12
ARQUE,atencion odontologica,cirugia bucal menor,2013-05-01,43,49,43,49,92
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2013-05-01,7,36,7,36,43
ATOCHA,atencion odontologica,cirugia bucal menor,2013-05-01,97,74,97,74,171
AUCAPATA,atencion odontologica,cirugia bucal menor,2013-05-01,9,25,9,25,34
AYATA,atencion odontologica,cirugia bucal menor,2013-05-01,28,35,28,35,63
AYO AYO,atencion odontologica,cirugia bucal menor,2013-05-01,20,24,20,24,44
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2013-05-01,56,57,56,57,113
AZURDUY,atencion odontologica,cirugia bucal menor,2013-05-01,1,17,1,17,18
BATALLAS,atencion odontologica,cirugia bucal menor,2013-05-01,40,52,40,52,92
BAURES,atencion odontologica,cirugia bucal menor,2013-05-01,3,8,3,8,11
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2013-05-01,0,2,0,2,2
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2013-05-01,12,11,12,11,23
BELLA FLOR,atencion odontologica,cirugia bucal menor,2013-05-01,11,16,11,16,27
BERMEJO,atencion odontologica,cirugia bucal menor,2013-05-01,74,162,74,162,236
BETANZOS,atencion odontologica,cirugia bucal menor,2013-05-01,46,78,46,78,124
BOLIVAR,atencion odontologica,cirugia bucal menor,2013-05-01,18,16,18,16,34
BOLPEBRA,atencion odontologica,cirugia bucal menor,2013-05-01,8,10,8,10,18
BOYUIBE,atencion odontologica,cirugia bucal menor,2013-05-01,8,6,8,6,14
BUENA VISTA,atencion odontologica,cirugia bucal menor,2013-05-01,7,4,7,4,11
CABEZAS,atencion odontologica,cirugia bucal menor,2013-05-01,22,37,22,37,59
CAIROMA,atencion odontologica,cirugia bucal menor,2013-05-01,24,23,24,23,47
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2013-05-01,11,28,11,28,39
CAJUATA,atencion odontologica,cirugia bucal menor,2013-05-01,44,57,44,57,101
CALACOTO,atencion odontologica,cirugia bucal menor,2013-05-01,26,32,26,32,58
CALAMARCA,atencion odontologica,cirugia bucal menor,2013-05-01,35,31,35,31,66
CAMARGO,atencion odontologica,cirugia bucal menor,2013-05-01,39,68,39,68,107
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2013-05-01,2,18,2,18,20
CAMIRI,atencion odontologica,cirugia bucal menor,2013-05-01,57,135,57,135,192
CAPINOTA,atencion odontologica,cirugia bucal menor,2013-05-01,11,17,11,17,28
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2013-05-01,16,23,16,23,39
CARACOLLO,atencion odontologica,cirugia bucal menor,2013-05-01,31,39,31,39,70
CARANAVI,atencion odontologica,cirugia bucal menor,2013-05-01,14,16,14,16,30
CARAPARI,atencion odontologica,cirugia bucal menor,2013-05-01,60,47,60,47,107
CARIPUYO,atencion odontologica,cirugia bucal menor,2013-05-01,8,25,8,25,33
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2013-05-01,103,133,103,133,236
CATACORA,atencion odontologica,cirugia bucal menor,2013-05-01,17,6,17,6,23
CHALLAPATA,atencion odontologica,cirugia bucal menor,2013-05-01,53,97,53,97,150
CHAQUI,atencion odontologica,cirugia bucal menor,2013-05-01,7,29,7,29,36
CHARAGUA,atencion odontologica,cirugia bucal menor,2013-05-01,65,76,65,76,141
CHARAÑA,atencion odontologica,cirugia bucal menor,2013-05-01,4,3,4,3,7
CHAYANTA,atencion odontologica,cirugia bucal menor,2013-05-01,22,59,22,59,81
CHIMORE,atencion odontologica,cirugia bucal menor,2013-05-01,33,36,33,36,69
CHIPAYA,atencion odontologica,cirugia bucal menor,2013-05-01,3,11,3,11,14
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2013-05-01,10,15,10,15,25
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2013-05-01,26,27,26,27,53
CHUMA,atencion odontologica,cirugia bucal menor,2013-05-01,98,144,98,144,242
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2013-05-01,8,20,8,20,28
CKOCHAS,atencion odontologica,cirugia bucal menor,2013-05-01,9,23,9,23,32
CLIZA,atencion odontologica,cirugia bucal menor,2013-05-01,14,49,14,49,63
COBIJA,atencion odontologica,cirugia bucal menor,2013-05-01,68,61,68,61,129
COCAPATA,atencion odontologica,cirugia bucal menor,2013-05-01,36,48,36,48,84
COCHABAMBA,atencion odontologica,cirugia bucal menor,2013-05-01,672,794,672,794,1466
COIPASA,atencion odontologica,cirugia bucal menor,2013-05-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2013-05-01,32,39,32,39,71
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2013-05-01,19,24,19,24,43
COLLANA,atencion odontologica,cirugia bucal menor,2013-05-01,9,28,9,28,37
COLOMI,atencion odontologica,cirugia bucal menor,2013-05-01,11,21,11,21,32
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2013-05-01,14,10,14,10,24
COLQUECHACA,atencion odontologica,cirugia bucal menor,2013-05-01,60,130,60,130,190
COLQUENCHA,atencion odontologica,cirugia bucal menor,2013-05-01,68,84,68,84,152
COLQUIRI,atencion odontologica,cirugia bucal menor,2013-05-01,46,51,46,51,97
COMANCHE,atencion odontologica,cirugia bucal menor,2013-05-01,35,41,35,41,76
COMARAPA,atencion odontologica,cirugia bucal menor,2013-05-01,15,40,15,40,55
COMBAYA,atencion odontologica,cirugia bucal menor,2013-05-01,4,15,4,15,19
CONCEPCION,atencion odontologica,cirugia bucal menor,2013-05-01,24,43,24,43,67
COPACABANA,atencion odontologica,cirugia bucal menor,2013-05-01,18,30,18,30,48
CORIPATA,atencion odontologica,cirugia bucal menor,2013-05-01,20,100,20,100,120
CORO CORO,atencion odontologica,cirugia bucal menor,2013-05-01,7,24,7,24,31
COROICO,atencion odontologica,cirugia bucal menor,2013-05-01,43,78,43,78,121
CORQUE,atencion odontologica,cirugia bucal menor,2013-05-01,2,13,2,13,15
COTAGAITA,atencion odontologica,cirugia bucal menor,2013-05-01,82,113,82,113,195
COTOCA,atencion odontologica,cirugia bucal menor,2013-05-01,17,45,17,45,62
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2013-05-01,6,16,6,16,22
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2013-05-01,3,3,3,3,6
CUEVO,atencion odontologica,cirugia bucal menor,2013-05-01,3,12,3,12,15
CULPINA,atencion odontologica,cirugia bucal menor,2013-05-01,74,83,74,83,157
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2013-05-01,3,4,3,4,7
CURVA,atencion odontologica,cirugia bucal menor,2013-05-01,4,5,4,5,9
DESAGUADERO,atencion odontologica,cirugia bucal menor,2013-05-01,30,20,30,20,50
EL ALTO,atencion odontologica,cirugia bucal menor,2013-05-01,1304,1834,1304,1834,3138
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2013-05-01,34,16,34,16,50
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2013-05-01,54,130,54,130,184
EL TORNO,atencion odontologica,cirugia bucal menor,2013-05-01,23,61,23,61,84
EL VILLAR,atencion odontologica,cirugia bucal menor,2013-05-01,4,3,4,3,7
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2013-05-01,49,103,49,103,152
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2013-05-01,19,28,19,28,47
ESCOMA,atencion odontologica,cirugia bucal menor,2013-05-01,2,1,2,1,3
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2013-05-01,23,13,23,13,36
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2013-05-01,20,19,20,19,39
FILADELFIA,atencion odontologica,cirugia bucal menor,2013-05-01,18,16,18,16,34
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2013-05-01,16,41,16,41,57
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2013-05-01,34,47,34,47,81
GUANAY,atencion odontologica,cirugia bucal menor,2013-05-01,25,25,25,25,50
GUAQUI,atencion odontologica,cirugia bucal menor,2013-05-01,24,30,24,30,54
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2013-05-01,49,34,49,34,83
GUTIERREZ,atencion odontologica,cirugia bucal menor,2013-05-01,60,154,60,154,214
HUACARETA,atencion odontologica,cirugia bucal menor,2013-05-01,14,35,14,35,49
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2013-05-01,12,5,12,5,17
HUACHACALLA,atencion odontologica,cirugia bucal menor,2013-05-01,6,4,6,4,10
HUANUNI,atencion odontologica,cirugia bucal menor,2013-05-01,33,36,33,36,69
HUARACAJE,atencion odontologica,cirugia bucal menor,2013-05-01,6,5,6,5,11
HUARINA,atencion odontologica,cirugia bucal menor,2013-05-01,13,14,13,14,27
HUATAJATA,atencion odontologica,cirugia bucal menor,2013-05-01,20,29,20,29,49
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2013-05-01,32,27,32,27,59
HUMANATA,atencion odontologica,cirugia bucal menor,2013-05-01,21,29,21,29,50
ICHOCA,atencion odontologica,cirugia bucal menor,2013-05-01,8,6,8,6,14
ICLA,atencion odontologica,cirugia bucal menor,2013-05-01,4,38,4,38,42
INCAHUASI,atencion odontologica,cirugia bucal menor,2013-05-01,12,37,12,37,49
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2013-05-01,5,3,5,3,8
INQUISIVI,atencion odontologica,cirugia bucal menor,2013-05-01,26,48,26,48,74
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2013-05-01,34,45,34,45,79
IXIAMAS,atencion odontologica,cirugia bucal menor,2013-05-01,16,72,16,72,88
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2013-05-01,34,65,34,65,99
LA ASUNTA,atencion odontologica,cirugia bucal menor,2013-05-01,59,95,59,95,154
LA GUARDIA,atencion odontologica,cirugia bucal menor,2013-05-01,52,81,52,81,133
LA PAZ,atencion odontologica,cirugia bucal menor,2013-05-01,719,964,719,964,1683
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2013-05-01,10,13,10,13,23
LAJA,atencion odontologica,cirugia bucal menor,2013-05-01,24,44,24,44,68
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2013-05-01,3,8,3,8,11
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2013-05-01,8,11,8,11,19
LLALLAGUA,atencion odontologica,cirugia bucal menor,2013-05-01,44,64,44,64,108
LLICA,atencion odontologica,cirugia bucal menor,2013-05-01,18,36,18,36,54
LORETO,atencion odontologica,cirugia bucal menor,2013-05-01,1,2,1,2,3
LURIBAY,atencion odontologica,cirugia bucal menor,2013-05-01,12,11,12,11,23
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2013-05-01,19,6,19,6,25
MACHARETI,atencion odontologica,cirugia bucal menor,2013-05-01,12,16,12,16,28
MAGDALENA,atencion odontologica,cirugia bucal menor,2013-05-01,23,28,23,28,51
MAIRANA,atencion odontologica,cirugia bucal menor,2013-05-01,15,6,15,6,21
MALLA,atencion odontologica,cirugia bucal menor,2013-05-01,5,5,5,5,10
MAPIRI,atencion odontologica,cirugia bucal menor,2013-05-01,17,20,17,20,37
MECAPACA,atencion odontologica,cirugia bucal menor,2013-05-01,13,28,13,28,41
