,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
MINEROS,atencion odontologica,periodoncias,2013-05-01,0,5,0,5,5
MIZQUE,atencion odontologica,periodoncias,2013-05-01,0,7,0,7,7
MOCOMOCO,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
MOJOCOYA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,periodoncias,2013-05-01,2,10,2,10,12
MONTERO,atencion odontologica,periodoncias,2013-05-01,28,47,28,47,75
MOROCHATA,atencion odontologica,periodoncias,2013-05-01,0,7,0,7,7
OCURI,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
OKINAWA,atencion odontologica,periodoncias,2013-05-01,2,1,2,1,3
OMEREQUE,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
ORURO,atencion odontologica,periodoncias,2013-05-01,182,172,182,172,354
PADCAYA,atencion odontologica,periodoncias,2013-05-01,3,16,3,16,19
PADILLA,atencion odontologica,periodoncias,2013-05-01,1,4,1,4,5
PAILON,atencion odontologica,periodoncias,2013-05-01,26,34,26,34,60
PALOS BLANCOS,atencion odontologica,periodoncias,2013-05-01,0,3,0,3,3
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica,periodoncias,2013-05-01,0,3,0,3,3
PAPEL PAMPA,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
PASORAPA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,periodoncias,2013-05-01,15,40,15,40,55
POCOATA,atencion odontologica,periodoncias,2013-05-01,0,8,0,8,8
POCONA,atencion odontologica,periodoncias,2013-05-01,0,4,0,4,4
POJO (CBBA),atencion odontologica,periodoncias,2013-05-01,3,17,3,17,20
POOPO,atencion odontologica,periodoncias,2013-05-01,6,7,6,7,13
POROMA,atencion odontologica,periodoncias,2013-05-01,1,20,1,20,21
PORONGO,atencion odontologica,periodoncias,2013-05-01,0,4,0,4,4
PORTACHUELO,atencion odontologica,periodoncias,2013-05-01,3,5,3,5,8
PORVENIR,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
POTOSI,atencion odontologica,periodoncias,2013-05-01,25,92,25,92,117
PUERTO QUIJARRO,atencion odontologica,periodoncias,2013-05-01,2,2,2,2,4
PUERTO RICO,atencion odontologica,periodoncias,2013-05-01,1,5,1,5,6
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-05-01,1,6,1,6,7
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-05-01,11,23,11,23,34
PUNA,atencion odontologica,periodoncias,2013-05-01,2,3,2,3,5
PUNATA,atencion odontologica,periodoncias,2013-05-01,9,54,9,54,63
QUIABAYA,atencion odontologica,periodoncias,2013-05-01,1,3,1,3,4
QUILLACOLLO,atencion odontologica,periodoncias,2013-05-01,17,68,17,68,85
QUIME,atencion odontologica,periodoncias,2013-05-01,16,10,16,10,26
QUIRUSILLAS,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
RAVELO,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
REYES,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
RIBERALTA,atencion odontologica,periodoncias,2013-05-01,33,85,33,85,118
ROBORE,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
RURRENABAQUE,atencion odontologica,periodoncias,2013-05-01,7,3,7,3,10
SABAYA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
SACABA,atencion odontologica,periodoncias,2013-05-01,25,48,25,48,73
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-05-01,0,3,0,3,3
SAN AGUSTIN,atencion odontologica,periodoncias,2013-05-01,0,4,0,4,4
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-05-01,3,4,3,4,7
SAN BENITO,atencion odontologica,periodoncias,2013-05-01,4,6,4,6,10
SAN BORJA,atencion odontologica,periodoncias,2013-05-01,3,11,3,11,14
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-05-01,1,4,1,4,5
SAN CARLOS,atencion odontologica,periodoncias,2013-05-01,5,9,5,9,14
SAN IGNACIO,atencion odontologica,periodoncias,2013-05-01,19,23,19,23,42
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-05-01,2,1,2,1,3
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-05-01,3,7,3,7,10
SAN JULIAN,atencion odontologica,periodoncias,2013-05-01,16,19,16,19,35
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-05-01,3,5,3,5,8
SAN LUCAS,atencion odontologica,periodoncias,2013-05-01,0,3,0,3,3
SAN MATIAS,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
SAN PEDRO,atencion odontologica,periodoncias,2013-05-01,2,4,2,4,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncias,2013-05-01,10,7,10,7,17
SAN RAFAEL,atencion odontologica,periodoncias,2013-05-01,15,28,15,28,43
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-05-01,6,8,6,8,14
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2013-05-01,448,684,448,684,1132
SANTA ROSA,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2013-05-01,6,1,6,1,7
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2013-05-01,8,13,8,13,21
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2013-05-01,4,7,4,7,11
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2013-05-01,0,3,0,3,3
SANTIVAÑES,atencion odontologica,periodoncias,2013-05-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
SHINAOTA,atencion odontologica,periodoncias,2013-05-01,1,12,1,12,13
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2013-05-01,3,1,3,1,4
SICAYA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
SIPE SIPE,atencion odontologica,periodoncias,2013-05-01,3,36,3,36,39
SOPACHUY,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
SORACACHI,atencion odontologica,periodoncias,2013-05-01,1,3,1,3,4
SORATA,atencion odontologica,periodoncias,2013-05-01,4,4,4,4,8
SUCRE,atencion odontologica,periodoncias,2013-05-01,286,319,286,319,605
TACACHI,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
TACACOMA,atencion odontologica,periodoncias,2013-05-01,1,5,1,5,6
TACOPAYA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
TAPACARI,atencion odontologica,periodoncias,2013-05-01,9,10,9,10,19
TARABUCO,atencion odontologica,periodoncias,2013-05-01,0,7,0,7,7
TARATA,atencion odontologica,periodoncias,2013-05-01,3,5,3,5,8
TARIJA,atencion odontologica,periodoncias,2013-05-01,152,225,152,225,377
TARVITA,atencion odontologica,periodoncias,2013-05-01,5,40,5,40,45
TEOPONTE,atencion odontologica,periodoncias,2013-05-01,6,3,6,3,9
TIAWANACU,atencion odontologica,periodoncias,2013-05-01,1,5,1,5,6
TINGUIPAYA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
TIPUANI,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
TIQUIPAYA,atencion odontologica,periodoncias,2013-05-01,10,61,10,61,71
TIRAQUE (CBBA),atencion odontologica,periodoncias,2013-05-01,1,5,1,5,6
TOCO,atencion odontologica,periodoncias,2013-05-01,1,5,1,5,6
TOLATA,atencion odontologica,periodoncias,2013-05-01,5,12,5,12,17
TOLEDO,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
TOMINA,atencion odontologica,periodoncias,2013-05-01,27,45,27,45,72
TORO TORO,atencion odontologica,periodoncias,2013-05-01,1,13,1,13,14
TOTORA(CBBA),atencion odontologica,periodoncias,2013-05-01,3,3,3,3,6
TRINIDAD,atencion odontologica,periodoncias,2013-05-01,30,90,30,90,120
TUPIZA,atencion odontologica,periodoncias,2013-05-01,23,25,23,25,48
UMALA,atencion odontologica,periodoncias,2013-05-01,0,2,0,2,2
UNCIA,atencion odontologica,periodoncias,2013-05-01,3,6,3,6,9
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2013-05-01,3,4,3,4,7
URUBICHA,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
UYUNI,atencion odontologica,periodoncias,2013-05-01,1,0,1,0,1
VACAS,atencion odontologica,periodoncias,2013-05-01,1,5,1,5,6
VALLEGRANDE,atencion odontologica,periodoncias,2013-05-01,3,13,3,13,16
VIACHA,atencion odontologica,periodoncias,2013-05-01,8,63,8,63,71
VILLA CHARCAS,atencion odontologica,periodoncias,2013-05-01,4,7,4,7,11
VILLA MONTES,atencion odontologica,periodoncias,2013-05-01,13,27,13,27,40
VILLA RIVERO,atencion odontologica,periodoncias,2013-05-01,11,0,11,0,11
VILLA SERRANO,atencion odontologica,periodoncias,2013-05-01,0,5,0,5,5
VILLA TUNARI,atencion odontologica,periodoncias,2013-05-01,37,83,37,83,120
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2013-05-01,1,3,1,3,4
VILLAZON,atencion odontologica,periodoncias,2013-05-01,3,7,3,7,10
VINTO,atencion odontologica,periodoncias,2013-05-01,2,7,2,7,9
VITICHI,atencion odontologica,periodoncias,2013-05-01,2,5,2,5,7
WARNES,atencion odontologica,periodoncias,2013-05-01,4,6,4,6,10
YACUIBA,atencion odontologica,periodoncias,2013-05-01,47,68,47,68,115
YAMPARAEZ,atencion odontologica,periodoncias,2013-05-01,0,19,0,19,19
YANACACHI,atencion odontologica,periodoncias,2013-05-01,0,1,0,1,1
YAPACANI,atencion odontologica,periodoncias,2013-05-01,6,29,6,29,35
YOTALA,atencion odontologica,periodoncias,2013-05-01,2,7,2,7,9
YUNCHARA,atencion odontologica,periodoncias,2013-05-01,7,7,7,7,14
ZUDAÑEZ,atencion odontologica,periodoncias,2013-05-01,1,1,1,1,2
ACACIO,atencion odontologica,periodoncias,2013-06-01,0,6,0,6,6
ACHACACHI,atencion odontologica,periodoncias,2013-06-01,72,88,72,88,160
ACHOCALLA,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
AIQUILE,atencion odontologica,periodoncias,2013-06-01,4,12,4,12,16
ALALAY,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
ALCALA,atencion odontologica,periodoncias,2013-06-01,4,3,4,3,7
ANCORAIMES,atencion odontologica,periodoncias,2013-06-01,1,4,1,4,5
ANZALDO,atencion odontologica,periodoncias,2013-06-01,2,11,2,11,13
APOLO,atencion odontologica,periodoncias,2013-06-01,1,2,1,2,3
ARANI,atencion odontologica,periodoncias,2013-06-01,1,8,1,8,9
ARBIETO,atencion odontologica,periodoncias,2013-06-01,6,29,6,29,35
ARQUE,atencion odontologica,periodoncias,2013-06-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
ATOCHA,atencion odontologica,periodoncias,2013-06-01,25,35,25,35,60
AYATA,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
AYO AYO,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2013-06-01,6,17,6,17,23
AZURDUY,atencion odontologica,periodoncias,2013-06-01,0,3,0,3,3
BELEN DE ANDAMARCA,atencion odontologica,periodoncias,2013-06-01,3,0,3,0,3
BERMEJO,atencion odontologica,periodoncias,2013-06-01,29,63,29,63,92
BETANZOS,atencion odontologica,periodoncias,2013-06-01,2,9,2,9,11
BOLIVAR,atencion odontologica,periodoncias,2013-06-01,12,18,12,18,30
BUENA VISTA,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
CABEZAS,atencion odontologica,periodoncias,2013-06-01,23,57,23,57,80
CAIROMA,atencion odontologica,periodoncias,2013-06-01,4,7,4,7,11
"CAIZA ""D""",atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
CAJUATA,atencion odontologica,periodoncias,2013-06-01,1,3,1,3,4
CAMARGO,atencion odontologica,periodoncias,2013-06-01,4,7,4,7,11
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
CAMIRI,atencion odontologica,periodoncias,2013-06-01,20,30,20,30,50
CAPINOTA,atencion odontologica,periodoncias,2013-06-01,6,23,6,23,29
CARACOLLO,atencion odontologica,periodoncias,2013-06-01,4,7,4,7,11
CARANAVI,atencion odontologica,periodoncias,2013-06-01,41,51,41,51,92
CARAPARI,atencion odontologica,periodoncias,2013-06-01,8,20,8,20,28
CARIPUYO,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2013-06-01,11,27,11,27,38
CHALLAPATA,atencion odontologica,periodoncias,2013-06-01,2,6,2,6,8
CHARAGUA,atencion odontologica,periodoncias,2013-06-01,7,3,7,3,10
CHARAÑA,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
CHAYANTA,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
CHIMORE,atencion odontologica,periodoncias,2013-06-01,3,5,3,5,8
CHIPAYA,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2013-06-01,0,7,0,7,7
CHUMA,atencion odontologica,periodoncias,2013-06-01,4,6,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
CKOCHAS,atencion odontologica,periodoncias,2013-06-01,0,3,0,3,3
CLIZA,atencion odontologica,periodoncias,2013-06-01,10,49,10,49,59
COBIJA,atencion odontologica,periodoncias,2013-06-01,5,17,5,17,22
COCAPATA,atencion odontologica,periodoncias,2013-06-01,0,11,0,11,11
COCHABAMBA,atencion odontologica,periodoncias,2013-06-01,958,1233,958,1233,2191
COIPASA,atencion odontologica,periodoncias,2013-06-01,2,3,2,3,5
COLCAPIRHUA,atencion odontologica,periodoncias,2013-06-01,1,22,1,22,23
"COLCHA ""K""",atencion odontologica,periodoncias,2013-06-01,0,4,0,4,4
COLLANA,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
COLOMI,atencion odontologica,periodoncias,2013-06-01,0,5,0,5,5
COLPA BELGICA,atencion odontologica,periodoncias,2013-06-01,1,6,1,6,7
COLQUECHACA,atencion odontologica,periodoncias,2013-06-01,2,5,2,5,7
COMANCHE,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
COMARAPA,atencion odontologica,periodoncias,2013-06-01,2,18,2,18,20
COMBAYA,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
CONCEPCION,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
COPACABANA,atencion odontologica,periodoncias,2013-06-01,3,20,3,20,23
CORO CORO,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
COROICO,atencion odontologica,periodoncias,2013-06-01,2,7,2,7,9
COTAGAITA,atencion odontologica,periodoncias,2013-06-01,14,21,14,21,35
COTOCA,atencion odontologica,periodoncias,2013-06-01,2,23,2,23,25
CUATRO CAÑADAS,atencion odontologica,periodoncias,2013-06-01,1,3,1,3,4
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2013-06-01,3,2,3,2,5
CULPINA,atencion odontologica,periodoncias,2013-06-01,1,3,1,3,4
DESAGUADERO,atencion odontologica,periodoncias,2013-06-01,4,2,4,2,6
EL ALTO,atencion odontologica,periodoncias,2013-06-01,214,348,214,348,562
EL PUENTE(TJA),atencion odontologica,periodoncias,2013-06-01,0,5,0,5,5
EL TORNO,atencion odontologica,periodoncias,2013-06-01,25,45,25,45,70
EL VILLAR,atencion odontologica,periodoncias,2013-06-01,2,0,2,0,2
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2013-06-01,2,5,2,5,7
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2013-06-01,3,12,3,12,15
ESCOMA,atencion odontologica,periodoncias,2013-06-01,1,2,1,2,3
EUCALIPTUS,atencion odontologica,periodoncias,2013-06-01,2,0,2,0,2
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2013-06-01,3,6,3,6,9
FILADELFIA,atencion odontologica,periodoncias,2013-06-01,2,2,2,2,4
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2013-06-01,1,9,1,9,10
GUANAY,atencion odontologica,periodoncias,2013-06-01,3,2,3,2,5
GUAQUI,atencion odontologica,periodoncias,2013-06-01,2,1,2,1,3
GUAYARAMERIN,atencion odontologica,periodoncias,2013-06-01,8,47,8,47,55
GUTIERREZ,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
HUACARETA,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2013-06-01,1,1,1,1,2
HUACHACALLA,atencion odontologica,periodoncias,2013-06-01,3,3,3,3,6
HUANUNI,atencion odontologica,periodoncias,2013-06-01,1,5,1,5,6
HUARACAJE,atencion odontologica,periodoncias,2013-06-01,1,3,1,3,4
HUAYLLAMARCA,atencion odontologica,periodoncias,2013-06-01,3,0,3,0,3
HUMANATA,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
ICLA,atencion odontologica,periodoncias,2013-06-01,0,3,0,3,3
INCAHUASI,atencion odontologica,periodoncias,2013-06-01,0,10,0,10,10
INGAVI (HUMAITA),atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
INQUISIVI,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2013-06-01,2,3,2,3,5
IXIAMAS,atencion odontologica,periodoncias,2013-06-01,2,2,2,2,4
LA ASUNTA,atencion odontologica,periodoncias,2013-06-01,2,3,2,3,5
LA GUARDIA,atencion odontologica,periodoncias,2013-06-01,12,37,12,37,49
LA PAZ,atencion odontologica,periodoncias,2013-06-01,386,617,386,617,1003
LAGUNILLAS,atencion odontologica,periodoncias,2013-06-01,0,4,0,4,4
LAS CARRERAS,atencion odontologica,periodoncias,2013-06-01,2,2,2,2,4
LLALLAGUA,atencion odontologica,periodoncias,2013-06-01,2,11,2,11,13
MACHACAMARCA,atencion odontologica,periodoncias,2013-06-01,3,0,3,0,3
MACHARETI,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
MAGDALENA,atencion odontologica,periodoncias,2013-06-01,3,9,3,9,12
MAIRANA,atencion odontologica,periodoncias,2013-06-01,1,1,1,1,2
MECAPACA,atencion odontologica,periodoncias,2013-06-01,5,3,5,3,8
MINEROS,atencion odontologica,periodoncias,2013-06-01,0,5,0,5,5
MIZQUE,atencion odontologica,periodoncias,2013-06-01,3,13,3,13,16
MOJOCOYA,atencion odontologica,periodoncias,2013-06-01,0,4,0,4,4
MONTEAGUDO,atencion odontologica,periodoncias,2013-06-01,6,20,6,20,26
MONTERO,atencion odontologica,periodoncias,2013-06-01,20,42,20,42,62
MOROCHATA,atencion odontologica,periodoncias,2013-06-01,2,2,2,2,4
OKINAWA,atencion odontologica,periodoncias,2013-06-01,3,8,3,8,11
OMEREQUE,atencion odontologica,periodoncias,2013-06-01,2,0,2,0,2
ORURO,atencion odontologica,periodoncias,2013-06-01,141,171,141,171,312
PADCAYA,atencion odontologica,periodoncias,2013-06-01,14,10,14,10,24
PADILLA,atencion odontologica,periodoncias,2013-06-01,1,4,1,4,5
PAILON,atencion odontologica,periodoncias,2013-06-01,2,5,2,5,7
PAMPA AULLAGAS,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
PAMPA GRANDE,atencion odontologica,periodoncias,2013-06-01,0,6,0,6,6
PAPEL PAMPA,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
PASORAPA,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
PATACAMAYA,atencion odontologica,periodoncias,2013-06-01,31,47,31,47,78
PAZÑA,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
POCOATA,atencion odontologica,periodoncias,2013-06-01,1,26,1,26,27
POCONA,atencion odontologica,periodoncias,2013-06-01,1,6,1,6,7
POJO (CBBA),atencion odontologica,periodoncias,2013-06-01,8,26,8,26,34
POOPO,atencion odontologica,periodoncias,2013-06-01,7,5,7,5,12
POROMA,atencion odontologica,periodoncias,2013-06-01,1,12,1,12,13
PORTACHUELO,atencion odontologica,periodoncias,2013-06-01,2,5,2,5,7
PORVENIR,atencion odontologica,periodoncias,2013-06-01,2,1,2,1,3
POSTRER VALLE,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
POTOSI,atencion odontologica,periodoncias,2013-06-01,40,120,40,120,160
PUCARANI,atencion odontologica,periodoncias,2013-06-01,1,2,1,2,3
PUERTO CARABUCO,atencion odontologica,periodoncias,2013-06-01,0,3,0,3,3
PUERTO GONZALO MORENO,atencion odontologica,periodoncias,2013-06-01,5,1,5,1,6
PUERTO QUIJARRO,atencion odontologica,periodoncias,2013-06-01,0,2,0,2,2
PUERTO RICO,atencion odontologica,periodoncias,2013-06-01,2,7,2,7,9
PUERTO SUAREZ,atencion odontologica,periodoncias,2013-06-01,1,4,1,4,5
PUERTO VILLARROEL,atencion odontologica,periodoncias,2013-06-01,10,20,10,20,30
PUNA,atencion odontologica,periodoncias,2013-06-01,6,4,6,4,10
PUNATA,atencion odontologica,periodoncias,2013-06-01,22,62,22,62,84
QUIABAYA,atencion odontologica,periodoncias,2013-06-01,1,8,1,8,9
QUILLACOLLO,atencion odontologica,periodoncias,2013-06-01,21,86,21,86,107
QUIME,atencion odontologica,periodoncias,2013-06-01,9,3,9,3,12
QUIRUSILLAS,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
RAVELO,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
REYES,atencion odontologica,periodoncias,2013-06-01,3,5,3,5,8
RIBERALTA,atencion odontologica,periodoncias,2013-06-01,24,160,24,160,184
ROBORE,atencion odontologica,periodoncias,2013-06-01,1,6,1,6,7
RURRENABAQUE,atencion odontologica,periodoncias,2013-06-01,3,3,3,3,6
SABAYA,atencion odontologica,periodoncias,2013-06-01,2,6,2,6,8
SACABA,atencion odontologica,periodoncias,2013-06-01,13,45,13,45,58
SACABAMBA,atencion odontologica,periodoncias,2013-06-01,0,3,0,3,3
SACACA,atencion odontologica,periodoncias,2013-06-01,1,3,1,3,4
SAIPINA,atencion odontologica,periodoncias,2013-06-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2013-06-01,0,5,0,5,5
SAMAIPATA,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2013-06-01,3,8,3,8,11
SAN BENITO,atencion odontologica,periodoncias,2013-06-01,4,3,4,3,7
SAN BORJA,atencion odontologica,periodoncias,2013-06-01,18,24,18,24,42
SAN BUENA VENTURA,atencion odontologica,periodoncias,2013-06-01,8,5,8,5,13
SAN CARLOS,atencion odontologica,periodoncias,2013-06-01,10,6,10,6,16
SAN IGNACIO,atencion odontologica,periodoncias,2013-06-01,25,33,25,33,58
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2013-06-01,1,3,1,3,4
SAN JAVIER(STC),atencion odontologica,periodoncias,2013-06-01,4,5,4,5,9
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2013-06-01,0,1,0,1,1
SAN JULIAN,atencion odontologica,periodoncias,2013-06-01,3,10,3,10,13
SAN LORENZO(TJA),atencion odontologica,periodoncias,2013-06-01,3,11,3,11,14
SAN LUCAS,atencion odontologica,periodoncias,2013-06-01,2,10,2,10,12
SAN PEDRO,atencion odontologica,periodoncias,2013-06-01,3,7,3,7,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2013-06-01,1,0,1,0,1
SAN RAFAEL,atencion odontologica,periodoncias,2013-06-01,19,26,19,26,45
SAN RAMON SCZ,atencion odontologica,periodoncias,2013-06-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2013-06-01,415,859,415,859,1274
SANTA ROSA,atencion odontologica,periodoncias,2013-06-01,1,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2013-06-01,0,6,0,6,6
