,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,6,0,6,0,6
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,42,156,42,156,198
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,47,37,47,37,84
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,8,20,8,20,28
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,20,9,20,9,29
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,18,26,18,26,44
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,18,6,18,6,24
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,75,72,75,72,147
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,366,292,366,292,658
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,28,32,28,32,60
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5381,7419,5381,7419,12800
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,6,1,6,1,7
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,87,151,87,151,238
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,21,15,21,15,36
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,16,7,16,7,23
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,30,29,30,29,59
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,149,210,149,210,359
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,23,18,23,18,41
COLQUENCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,4,2,4,6
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,16,9,16,9,25
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,10,9,10,9,19
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,78,112,78,112,190
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,13,6,13,6,19
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,37,51,37,51,88
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,17,16,17,16,33
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,3,0,3,3
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,7,6,7,6,13
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,8,4,8,4,12
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,37,46,37,46,83
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,66,210,66,210,276
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,43,61,43,61,104
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,1,7,1,7,8
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,1,0,1,1
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,4,2,4,6
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,21,19,21,19,40
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,30,18,30,18,48
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2248,2749,2248,2749,4997
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5,12,5,12,17
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,15,19,15,19,34
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,85,95,85,95,180
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,42,53,42,53,95
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,12,53,12,53,65
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,136,291,136,291,427
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,2,2,2,4
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,192,171,192,171,363
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,12,3,12,15
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,28,8,28,8,36
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,9,2,9,11
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,140,191,140,191,331
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,15,16,15,16,31
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,3,3,3,6
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,209,338,209,338,547
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,7,3,7,10
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,14,2,14,16
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5,9,5,9,14
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,103,127,103,127,230
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,24,30,24,30,54
HUATAJATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,12,8,12,8,20
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,18,21,18,21,39
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5,2,5,2,7
ICHOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,4,2,4,6
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,152,187,152,187,339
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,15,37,15,37,52
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,20,29,20,29,49
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,39,54,39,54,93
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,4,4,4,4,8
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,26,37,26,37,63
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,326,411,326,411,737
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,11828,5676,11828,5676,17504
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,20,34,20,34,54
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,34,48,34,48,82
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,4,2,4,6
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,12,12,12,12,24
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,69,106,69,106,175
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5,8,5,8,13
LORETO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,3,0,3,3
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,68,63,68,63,131
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,1,3,1,4
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,2,2,2,4
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,15,8,15,8,23
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,25,38,25,38,63
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,4,0,4,0,4
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,86,78,86,78,164
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,4,6,4,6,10
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5,3,5,3,8
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,6,8,6,8,14
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,7,4,7,4,11
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,20,25,20,25,45
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,78,118,78,118,196
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,144,131,144,131,275
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,8,10,8,10,18
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,41,58,41,58,99
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,24,43,24,43,67
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,1,0,1,1
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5,14,5,14,19
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,23,9,23,9,32
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,926,965,926,965,1891
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,197,126,197,126,323
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,42,37,42,37,79
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,27,25,27,25,52
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,13,24,13,24,37
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,31,39,31,39,70
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,275,244,275,244,519
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,12,21,12,21,33
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,4,3,4,7
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,106,128,106,128,234
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,6,2,6,8
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,45,75,45,75,120
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,4,9,4,9,13
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,35,49,35,49,84
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,21,64,21,64,85
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,37,66,37,66,103
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,9,3,9,12
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,37,79,37,79,116
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,11,3,11,14
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,29,42,29,42,71
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,20,23,20,23,43
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,1,9,1,9,10
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,252,366,252,366,618
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,13,15,13,15,28
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,29,17,29,17,46
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,9,21,9,21,30
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,1,3,1,3,4
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,17,30,17,30,47
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,22,22,22,22,44
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,1,1,1,1,2
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,45,63,45,63,108
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,10,1,10,1,11
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,14,3,14,17
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,106,129,106,129,235
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,4,9,4,9,13
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,191,368,191,368,559
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,2,2,2,4
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,1073,1236,1073,1236,2309
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,52,23,52,23,75
QUIRUSILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,4,0,4,4
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,11,2,11,13
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,4,15,4,15,19
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,128,225,128,225,353
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,97,96,97,96,193
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,65,82,65,82,147
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,24,10,24,10,34
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,426,631,426,631,1057
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,3,8,3,8,11
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,5,12,5,12,17
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,0,12,0,12,12
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,82,71,82,71,153
SAMAIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,9,19,9,19,28
SAN AGUSTIN,atencion odontologica,acciones preventivas dentro del establecimiento,2013-04-01,2,3,2,3,5
