,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
GUTIERREZ,atencion odontologica,primera consulta,2013-05-01,88,159,88,159,247
HUACARETA,atencion odontologica,primera consulta,2013-05-01,73,83,73,83,156
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2013-05-01,24,33,24,33,57
HUACHACALLA,atencion odontologica,primera consulta,2013-05-01,6,4,6,4,10
HUANUNI,atencion odontologica,primera consulta,2013-05-01,98,116,98,116,214
HUARACAJE,atencion odontologica,primera consulta,2013-05-01,5,8,5,8,13
HUARINA,atencion odontologica,primera consulta,2013-05-01,16,16,16,16,32
HUATAJATA,atencion odontologica,primera consulta,2013-05-01,52,75,52,75,127
HUAYLLAMARCA,atencion odontologica,primera consulta,2013-05-01,32,57,32,57,89
HUMANATA,atencion odontologica,primera consulta,2013-05-01,5,5,5,5,10
ICHOCA,atencion odontologica,primera consulta,2013-05-01,22,29,22,29,51
ICLA,atencion odontologica,primera consulta,2013-05-01,39,82,39,82,121
INCAHUASI,atencion odontologica,primera consulta,2013-05-01,35,84,35,84,119
INGAVI (HUMAITA),atencion odontologica,primera consulta,2013-05-01,16,13,16,13,29
INQUISIVI,atencion odontologica,primera consulta,2013-05-01,30,53,30,53,83
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2013-05-01,64,83,64,83,147
IXIAMAS,atencion odontologica,primera consulta,2013-05-01,55,104,55,104,159
JESUS DE MACHACA,atencion odontologica,primera consulta,2013-05-01,43,76,43,76,119
LA ASUNTA,atencion odontologica,primera consulta,2013-05-01,138,201,138,201,339
LA GUARDIA,atencion odontologica,primera consulta,2013-05-01,168,216,168,216,384
LA PAZ,atencion odontologica,primera consulta,2013-05-01,3825,4741,3825,4741,8566
LAGUNILLAS,atencion odontologica,primera consulta,2013-05-01,27,53,27,53,80
LAJA,atencion odontologica,primera consulta,2013-05-01,42,75,42,75,117
LAS CARRERAS,atencion odontologica,primera consulta,2013-05-01,29,30,29,30,59
LICOMA PAMPA,atencion odontologica,primera consulta,2013-05-01,11,17,11,17,28
LLALLAGUA,atencion odontologica,primera consulta,2013-05-01,209,249,209,249,458
LLICA,atencion odontologica,primera consulta,2013-05-01,25,28,25,28,53
LORETO,atencion odontologica,primera consulta,2013-05-01,4,3,4,3,7
LURIBAY,atencion odontologica,primera consulta,2013-05-01,33,42,33,42,75
MACHACAMARCA,atencion odontologica,primera consulta,2013-05-01,18,17,18,17,35
MACHARETI,atencion odontologica,primera consulta,2013-05-01,34,37,34,37,71
MAGDALENA,atencion odontologica,primera consulta,2013-05-01,21,30,21,30,51
MAIRANA,atencion odontologica,primera consulta,2013-05-01,24,45,24,45,69
MALLA,atencion odontologica,primera consulta,2013-05-01,9,9,9,9,18
MAPIRI,atencion odontologica,primera consulta,2013-05-01,51,69,51,69,120
MECAPACA,atencion odontologica,primera consulta,2013-05-01,62,92,62,92,154
MINEROS,atencion odontologica,primera consulta,2013-05-01,95,170,95,170,265
MIZQUE,atencion odontologica,primera consulta,2013-05-01,73,75,73,75,148
MOCOMOCO,atencion odontologica,primera consulta,2013-05-01,66,80,66,80,146
MOJOCOYA,atencion odontologica,primera consulta,2013-05-01,109,149,109,149,258
MONTEAGUDO,atencion odontologica,primera consulta,2013-05-01,122,221,122,221,343
MONTERO,atencion odontologica,primera consulta,2013-05-01,994,909,994,909,1903
MORO MORO,atencion odontologica,primera consulta,2013-05-01,28,31,28,31,59
MOROCHATA,atencion odontologica,primera consulta,2013-05-01,50,57,50,57,107
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2013-05-01,22,4,22,4,26
OCURI,atencion odontologica,primera consulta,2013-05-01,44,106,44,106,150
OKINAWA,atencion odontologica,primera consulta,2013-05-01,40,18,40,18,58
ORURO,atencion odontologica,primera consulta,2013-05-01,924,1167,924,1167,2091
PADCAYA,atencion odontologica,primera consulta,2013-05-01,143,181,143,181,324
PADILLA,atencion odontologica,primera consulta,2013-05-01,58,77,58,77,135
PAILON,atencion odontologica,primera consulta,2013-05-01,113,153,113,153,266
PALCA,atencion odontologica,primera consulta,2013-05-01,80,46,80,46,126
PALOS BLANCOS,atencion odontologica,primera consulta,2013-05-01,73,105,73,105,178
PAMPA AULLAGAS,atencion odontologica,primera consulta,2013-05-01,23,28,23,28,51
PAMPA GRANDE,atencion odontologica,primera consulta,2013-05-01,31,36,31,36,67
PAPEL PAMPA,atencion odontologica,primera consulta,2013-05-01,24,28,24,28,52
PASORAPA,atencion odontologica,primera consulta,2013-05-01,2,5,2,5,7
PATACAMAYA,atencion odontologica,primera consulta,2013-05-01,53,78,53,78,131
PAZÑA,atencion odontologica,primera consulta,2013-05-01,45,26,45,26,71
PELECHUCO,atencion odontologica,primera consulta,2013-05-01,33,42,33,42,75
POCOATA,atencion odontologica,primera consulta,2013-05-01,102,214,102,214,316
POCONA,atencion odontologica,primera consulta,2013-05-01,54,118,54,118,172
POJO (CBBA),atencion odontologica,primera consulta,2013-05-01,71,96,71,96,167
POOPO,atencion odontologica,primera consulta,2013-05-01,20,46,20,46,66
PORCO,atencion odontologica,primera consulta,2013-05-01,14,26,14,26,40
POROMA,atencion odontologica,primera consulta,2013-05-01,65,124,65,124,189
PORONGO,atencion odontologica,primera consulta,2013-05-01,10,29,10,29,39
PORTACHUELO,atencion odontologica,primera consulta,2013-05-01,39,72,39,72,111
PORVENIR,atencion odontologica,primera consulta,2013-05-01,140,121,140,121,261
POSTRER VALLE,atencion odontologica,primera consulta,2013-05-01,12,16,12,16,28
POTOSI,atencion odontologica,primera consulta,2013-05-01,487,864,487,864,1351
PRESTO,atencion odontologica,primera consulta,2013-05-01,72,100,72,100,172
PUCARA,atencion odontologica,primera consulta,2013-05-01,35,39,35,39,74
PUCARANI,atencion odontologica,primera consulta,2013-05-01,77,143,77,143,220
PUERTO CARABUCO,atencion odontologica,primera consulta,2013-05-01,74,82,74,82,156
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2013-05-01,166,175,166,175,341
PUERTO PEREZ,atencion odontologica,primera consulta,2013-05-01,13,17,13,17,30
PUERTO QUIJARRO,atencion odontologica,primera consulta,2013-05-01,20,31,20,31,51
PUERTO RICO,atencion odontologica,primera consulta,2013-05-01,58,77,58,77,135
PUERTO SUAREZ,atencion odontologica,primera consulta,2013-05-01,9,19,9,19,28
PUERTO VILLARROEL,atencion odontologica,primera consulta,2013-05-01,391,407,391,407,798
PUNA,atencion odontologica,primera consulta,2013-05-01,83,134,83,134,217
PUNATA,atencion odontologica,primera consulta,2013-05-01,123,223,123,223,346
QUIABAYA,atencion odontologica,primera consulta,2013-05-01,40,27,40,27,67
QUILLACOLLO,atencion odontologica,primera consulta,2013-05-01,345,462,345,462,807
QUIME,atencion odontologica,primera consulta,2013-05-01,71,68,71,68,139
QUIRUSILLAS,atencion odontologica,primera consulta,2013-05-01,2,4,2,4,6
RAVELO,atencion odontologica,primera consulta,2013-05-01,54,131,54,131,185
REYES,atencion odontologica,primera consulta,2013-05-01,11,15,11,15,26
RIBERALTA,atencion odontologica,primera consulta,2013-05-01,250,526,250,526,776
ROBORE,atencion odontologica,primera consulta,2013-05-01,36,68,36,68,104
RURRENABAQUE,atencion odontologica,primera consulta,2013-05-01,345,258,345,258,603
SABAYA,atencion odontologica,primera consulta,2013-05-01,36,49,36,49,85
SACABA,atencion odontologica,primera consulta,2013-05-01,335,587,335,587,922
SACABAMBA,atencion odontologica,primera consulta,2013-05-01,18,24,18,24,42
SACACA,atencion odontologica,primera consulta,2013-05-01,58,94,58,94,152
SAIPINA,atencion odontologica,primera consulta,2013-05-01,23,42,23,42,65
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2013-05-01,70,80,70,80,150
SAMAIPATA,atencion odontologica,primera consulta,2013-05-01,14,62,14,62,76
SAN AGUSTIN,atencion odontologica,primera consulta,2013-05-01,1,3,1,3,4
SAN ANDRES,atencion odontologica,primera consulta,2013-05-01,15,33,15,33,48
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2013-05-01,42,38,42,38,80
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2013-05-01,4,5,4,5,9
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2013-05-01,6,29,6,29,35
SAN BENITO,atencion odontologica,primera consulta,2013-05-01,108,101,108,101,209
SAN BORJA,atencion odontologica,primera consulta,2013-05-01,102,70,102,70,172
SAN BUENA VENTURA,atencion odontologica,primera consulta,2013-05-01,37,69,37,69,106
SAN CARLOS,atencion odontologica,primera consulta,2013-05-01,39,114,39,114,153
SAN IGNACIO,atencion odontologica,primera consulta,2013-05-01,304,406,304,406,710
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2013-05-01,209,270,209,270,479
SAN JAVIER(BNI),atencion odontologica,primera consulta,2013-05-01,23,52,23,52,75
SAN JAVIER(STC),atencion odontologica,primera consulta,2013-05-01,63,94,63,94,157
SAN JOAQUIN,atencion odontologica,primera consulta,2013-05-01,5,13,5,13,18
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2013-05-01,62,101,62,101,163
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2013-05-01,67,60,67,60,127
SAN JULIAN,atencion odontologica,primera consulta,2013-05-01,116,131,116,131,247
SAN LORENZO(PND),atencion odontologica,primera consulta,2013-05-01,23,22,23,22,45
SAN LORENZO(TJA),atencion odontologica,primera consulta,2013-05-01,166,255,166,255,421
SAN LUCAS,atencion odontologica,primera consulta,2013-05-01,162,278,162,278,440
SAN MATIAS,atencion odontologica,primera consulta,2013-05-01,47,46,47,46,93
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2013-05-01,50,72,50,72,122
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2013-05-01,4,5,4,5,9
SAN PEDRO,atencion odontologica,primera consulta,2013-05-01,122,137,122,137,259
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2013-05-01,67,99,67,99,166
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2013-05-01,70,70,70,70,140
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2013-05-01,7,14,7,14,21
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2013-05-01,23,47,23,47,70
SAN RAFAEL,atencion odontologica,primera consulta,2013-05-01,15,28,15,28,43
SAN RAMON BENI,atencion odontologica,primera consulta,2013-05-01,22,29,22,29,51
SAN RAMON SCZ,atencion odontologica,primera consulta,2013-05-01,49,74,49,74,123
SANTA ANA,atencion odontologica,primera consulta,2013-05-01,51,82,51,82,133
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2013-05-01,5333,12597,5333,12597,17930
SANTA ROSA,atencion odontologica,primera consulta,2013-05-01,20,17,20,17,37
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2013-05-01,210,239,210,239,449
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2013-05-01,34,33,34,33,67
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2013-05-01,97,81,97,81,178
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2013-05-01,33,84,33,84,117
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2013-05-01,20,43,20,43,63
SANTIVAÑES,atencion odontologica,primera consulta,2013-05-01,20,27,20,27,47
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2013-05-01,40,64,40,64,104
SAPAHAQUI,atencion odontologica,primera consulta,2013-05-01,16,17,16,17,33
SENA,atencion odontologica,primera consulta,2013-05-01,84,126,84,126,210
SHINAOTA,atencion odontologica,primera consulta,2013-05-01,4,24,4,24,28
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2013-05-01,66,71,66,71,137
SICAYA,atencion odontologica,primera consulta,2013-05-01,4,9,4,9,13
SIPE SIPE,atencion odontologica,primera consulta,2013-05-01,82,169,82,169,251
SOPACHUY,atencion odontologica,primera consulta,2013-05-01,224,253,224,253,477
SORACACHI,atencion odontologica,primera consulta,2013-05-01,32,49,32,49,81
SORATA,atencion odontologica,primera consulta,2013-05-01,38,45,38,45,83
SUCRE,atencion odontologica,primera consulta,2013-05-01,2086,2353,2086,2353,4439
TACACHI,atencion odontologica,primera consulta,2013-05-01,5,9,5,9,14
TACACOMA,atencion odontologica,primera consulta,2013-05-01,27,38,27,38,65
TACOBAMBA,atencion odontologica,primera consulta,2013-05-01,3,10,3,10,13
TACOPAYA,atencion odontologica,primera consulta,2013-05-01,27,52,27,52,79
TAPACARI,atencion odontologica,primera consulta,2013-05-01,108,134,108,134,242
TARABUCO,atencion odontologica,primera consulta,2013-05-01,168,215,168,215,383
TARACO,atencion odontologica,primera consulta,2013-05-01,20,29,20,29,49
TARATA,atencion odontologica,primera consulta,2013-05-01,98,159,98,159,257
TARIJA,atencion odontologica,primera consulta,2013-05-01,959,1375,959,1375,2334
TARVITA,atencion odontologica,primera consulta,2013-05-01,150,201,150,201,351
TEOPONTE,atencion odontologica,primera consulta,2013-05-01,79,53,79,53,132
TIAWANACU,atencion odontologica,primera consulta,2013-05-01,85,115,85,115,200
TINGUIPAYA,atencion odontologica,primera consulta,2013-05-01,31,43,31,43,74
TIPUANI,atencion odontologica,primera consulta,2013-05-01,69,84,69,84,153
TIQUIPAYA,atencion odontologica,primera consulta,2013-05-01,259,343,259,343,602
TIRAQUE (CBBA),atencion odontologica,primera consulta,2013-05-01,66,75,66,75,141
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2013-05-01,6,9,6,9,15
TOCO,atencion odontologica,primera consulta,2013-05-01,21,37,21,37,58
TOLATA,atencion odontologica,primera consulta,2013-05-01,272,268,272,268,540
TOLEDO,atencion odontologica,primera consulta,2013-05-01,84,71,84,71,155
TOMAVE,atencion odontologica,primera consulta,2013-05-01,51,60,51,60,111
TOMINA,atencion odontologica,primera consulta,2013-05-01,96,116,96,116,212
TORO TORO,atencion odontologica,primera consulta,2013-05-01,141,156,141,156,297
TOTORA(CBBA),atencion odontologica,primera consulta,2013-05-01,91,118,91,118,209
TOTORA(ORR),atencion odontologica,primera consulta,2013-05-01,54,75,54,75,129
TRIGAL,atencion odontologica,primera consulta,2013-05-01,18,18,18,18,36
TRINIDAD,atencion odontologica,primera consulta,2013-05-01,320,574,320,574,894
TUPIZA,atencion odontologica,primera consulta,2013-05-01,115,203,115,203,318
TURCO,atencion odontologica,primera consulta,2013-05-01,4,12,4,12,16
UMALA,atencion odontologica,primera consulta,2013-05-01,26,36,26,36,62
UNCIA,atencion odontologica,primera consulta,2013-05-01,45,65,45,65,110
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2013-05-01,178,257,178,257,435
URUBICHA,atencion odontologica,primera consulta,2013-05-01,32,96,32,96,128
UYUNI,atencion odontologica,primera consulta,2013-05-01,109,112,109,112,221
VACAS,atencion odontologica,primera consulta,2013-05-01,56,87,56,87,143
VALLEGRANDE,atencion odontologica,primera consulta,2013-05-01,196,223,196,223,419
VIACHA,atencion odontologica,primera consulta,2013-05-01,211,376,211,376,587
VILA VILA,atencion odontologica,primera consulta,2013-05-01,10,11,10,11,21
VILLA CHARCAS,atencion odontologica,primera consulta,2013-05-01,86,143,86,143,229
VILLA MONTES,atencion odontologica,primera consulta,2013-05-01,201,362,201,362,563
VILLA RIVERO,atencion odontologica,primera consulta,2013-05-01,14,19,14,19,33
VILLA SERRANO,atencion odontologica,primera consulta,2013-05-01,135,170,135,170,305
VILLA TUNARI,atencion odontologica,primera consulta,2013-05-01,333,437,333,437,770
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2013-05-01,83,93,83,93,176
VILLAZON,atencion odontologica,primera consulta,2013-05-01,118,154,118,154,272
VINTO,atencion odontologica,primera consulta,2013-05-01,39,73,39,73,112
VITICHI,atencion odontologica,primera consulta,2013-05-01,79,111,79,111,190
WALDO BALLIVIAN,atencion odontologica,primera consulta,2013-05-01,7,10,7,10,17
WARNES,atencion odontologica,primera consulta,2013-05-01,56,69,56,69,125
YACO,atencion odontologica,primera consulta,2013-05-01,15,23,15,23,38
YACUIBA,atencion odontologica,primera consulta,2013-05-01,245,448,245,448,693
YAMPARAEZ,atencion odontologica,primera consulta,2013-05-01,68,119,68,119,187
YANACACHI,atencion odontologica,primera consulta,2013-05-01,12,47,12,47,59
YAPACANI,atencion odontologica,primera consulta,2013-05-01,64,222,64,222,286
YOCALLA,atencion odontologica,primera consulta,2013-05-01,18,37,18,37,55
YOTALA,atencion odontologica,primera consulta,2013-05-01,112,145,112,145,257
YUNCHARA,atencion odontologica,primera consulta,2013-05-01,86,138,86,138,224
ZUDAÑEZ,atencion odontologica,primera consulta,2013-05-01,37,62,37,62,99
ACACIO,atencion odontologica,primera consulta,2013-06-01,40,67,40,67,107
ACHACACHI,atencion odontologica,primera consulta,2013-06-01,358,465,358,465,823
ACHOCALLA,atencion odontologica,primera consulta,2013-06-01,32,47,32,47,79
AIQUILE,atencion odontologica,primera consulta,2013-06-01,36,65,36,65,101
ALALAY,atencion odontologica,primera consulta,2013-06-01,19,14,19,14,33
ALCALA,atencion odontologica,primera consulta,2013-06-01,18,23,18,23,41
ALTO BENI,atencion odontologica,primera consulta,2013-06-01,15,15,15,15,30
ANCORAIMES,atencion odontologica,primera consulta,2013-06-01,11,13,11,13,24
ANDAMARCA,atencion odontologica,primera consulta,2013-06-01,30,34,30,34,64
ANTEQUERA,atencion odontologica,primera consulta,2013-06-01,67,59,67,59,126
ANZALDO,atencion odontologica,primera consulta,2013-06-01,81,114,81,114,195
APOLO,atencion odontologica,primera consulta,2013-06-01,34,54,34,54,88
ARAMPAMPA,atencion odontologica,primera consulta,2013-06-01,6,28,6,28,34
ARANI,atencion odontologica,primera consulta,2013-06-01,23,31,23,31,54
ARBIETO,atencion odontologica,primera consulta,2013-06-01,31,54,31,54,85
ARQUE,atencion odontologica,primera consulta,2013-06-01,69,65,69,65,134
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2013-06-01,29,104,29,104,133
ATOCHA,atencion odontologica,primera consulta,2013-06-01,241,290,241,290,531
AUCAPATA,atencion odontologica,primera consulta,2013-06-01,8,17,8,17,25
AYATA,atencion odontologica,primera consulta,2013-06-01,28,47,28,47,75
AYO AYO,atencion odontologica,primera consulta,2013-06-01,45,75,45,75,120
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2013-06-01,72,87,72,87,159
AZURDUY,atencion odontologica,primera consulta,2013-06-01,388,421,388,421,809
BATALLAS,atencion odontologica,primera consulta,2013-06-01,32,48,32,48,80
BAURES,atencion odontologica,primera consulta,2013-06-01,20,26,20,26,46
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2013-06-01,7,16,7,16,23
