,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
COROICO,atencion odontologica,otras acciones,2011-05-01,11,18,11,18,29
CORQUE,atencion odontologica,otras acciones,2011-05-01,7,6,7,6,13
COTAGAITA,atencion odontologica,otras acciones,2011-05-01,54,43,54,43,97
CUATRO CAÑADAS,atencion odontologica,otras acciones,2011-05-01,12,52,12,52,64
CUEVO,atencion odontologica,otras acciones,2011-05-01,3,7,3,7,10
CULPINA,atencion odontologica,otras acciones,2011-05-01,12,10,12,10,22
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2011-05-01,27,49,27,49,76
CURVA,atencion odontologica,otras acciones,2011-05-01,3,1,3,1,4
DESAGUADERO,atencion odontologica,otras acciones,2011-05-01,6,10,6,10,16
EL ALTO,atencion odontologica,otras acciones,2011-05-01,1345,1920,1345,1920,3265
EL CHORO,atencion odontologica,otras acciones,2011-05-01,0,6,0,6,6
EL PUENTE(STC),atencion odontologica,otras acciones,2011-05-01,6,34,6,34,40
EL PUENTE(TJA),atencion odontologica,otras acciones,2011-05-01,7,14,7,14,21
EL VILLAR,atencion odontologica,otras acciones,2011-05-01,1,2,1,2,3
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2011-05-01,32,94,32,94,126
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2011-05-01,10,16,10,16,26
ESCOMA,atencion odontologica,otras acciones,2011-05-01,7,6,7,6,13
EUCALIPTUS,atencion odontologica,otras acciones,2011-05-01,5,7,5,7,12
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2011-05-01,3,3,3,3,6
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2011-05-01,5,8,5,8,13
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2011-05-01,37,28,37,28,65
GUANAY,atencion odontologica,otras acciones,2011-05-01,11,10,11,10,21
GUAQUI,atencion odontologica,otras acciones,2011-05-01,28,27,28,27,55
GUAYARAMERIN,atencion odontologica,otras acciones,2011-05-01,4,0,4,0,4
GUTIERREZ,atencion odontologica,otras acciones,2011-05-01,173,207,173,207,380
HUACARETA,atencion odontologica,otras acciones,2011-05-01,35,43,35,43,78
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2011-05-01,1,4,1,4,5
HUACHACALLA,atencion odontologica,otras acciones,2011-05-01,17,13,17,13,30
HUANUNI,atencion odontologica,otras acciones,2011-05-01,79,122,79,122,201
HUARACAJE,atencion odontologica,otras acciones,2011-05-01,1,1,1,1,2
HUARINA,atencion odontologica,otras acciones,2011-05-01,9,4,9,4,13
HUAYLLAMARCA,atencion odontologica,otras acciones,2011-05-01,36,49,36,49,85
HUMANATA,atencion odontologica,otras acciones,2011-05-01,2,4,2,4,6
ICHOCA,atencion odontologica,otras acciones,2011-05-01,0,1,0,1,1
ICLA,atencion odontologica,otras acciones,2011-05-01,4,26,4,26,30
INCAHUASI,atencion odontologica,otras acciones,2011-05-01,2,6,2,6,8
INQUISIVI,atencion odontologica,otras acciones,2011-05-01,8,8,8,8,16
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2011-05-01,27,32,27,32,59
IXIAMAS,atencion odontologica,otras acciones,2011-05-01,9,23,9,23,32
JESUS DE MACHACA,atencion odontologica,otras acciones,2011-05-01,12,26,12,26,38
LA ASUNTA,atencion odontologica,otras acciones,2011-05-01,29,37,29,37,66
LA GUARDIA,atencion odontologica,otras acciones,2011-05-01,10,4,10,4,14
LA PAZ,atencion odontologica,otras acciones,2011-05-01,2656,4052,2656,4052,6708
LAJA,atencion odontologica,otras acciones,2011-05-01,8,11,8,11,19
LLALLAGUA,atencion odontologica,otras acciones,2011-05-01,84,183,84,183,267
LLICA,atencion odontologica,otras acciones,2011-05-01,62,89,62,89,151
LORETO,atencion odontologica,otras acciones,2011-05-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica,otras acciones,2011-05-01,22,13,22,13,35
MAGDALENA,atencion odontologica,otras acciones,2011-05-01,8,10,8,10,18
MAIRANA,atencion odontologica,otras acciones,2011-05-01,10,53,10,53,63
MALLA,atencion odontologica,otras acciones,2011-05-01,8,4,8,4,12
MAPIRI,atencion odontologica,otras acciones,2011-05-01,7,13,7,13,20
MECAPACA,atencion odontologica,otras acciones,2011-05-01,5,6,5,6,11
MINEROS,atencion odontologica,otras acciones,2011-05-01,26,74,26,74,100
MIZQUE,atencion odontologica,otras acciones,2011-05-01,3,17,3,17,20
MOCOMOCO,atencion odontologica,otras acciones,2011-05-01,10,5,10,5,15
MOJOCOYA,atencion odontologica,otras acciones,2011-05-01,30,30,30,30,60
MONTEAGUDO,atencion odontologica,otras acciones,2011-05-01,56,137,56,137,193
MONTERO,atencion odontologica,otras acciones,2011-05-01,187,169,187,169,356
MOROCHATA,atencion odontologica,otras acciones,2011-05-01,0,2,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2011-05-01,19,11,19,11,30
OCURI,atencion odontologica,otras acciones,2011-05-01,3,7,3,7,10
ORURO,atencion odontologica,otras acciones,2011-05-01,869,1346,869,1346,2215
PADCAYA,atencion odontologica,otras acciones,2011-05-01,30,69,30,69,99
PADILLA,atencion odontologica,otras acciones,2011-05-01,29,39,29,39,68
PAILON,atencion odontologica,otras acciones,2011-05-01,4,10,4,10,14
PALCA,atencion odontologica,otras acciones,2011-05-01,14,24,14,24,38
PALOS BLANCOS,atencion odontologica,otras acciones,2011-05-01,1,1,1,1,2
PAMPA AULLAGAS,atencion odontologica,otras acciones,2011-05-01,4,0,4,0,4
PAMPA GRANDE,atencion odontologica,otras acciones,2011-05-01,8,12,8,12,20
PAPEL PAMPA,atencion odontologica,otras acciones,2011-05-01,3,0,3,0,3
PASORAPA,atencion odontologica,otras acciones,2011-05-01,3,2,3,2,5
PAZÑA,atencion odontologica,otras acciones,2011-05-01,21,23,21,23,44
PELECHUCO,atencion odontologica,otras acciones,2011-05-01,6,14,6,14,20
POCOATA,atencion odontologica,otras acciones,2011-05-01,36,65,36,65,101
POCONA,atencion odontologica,otras acciones,2011-05-01,36,49,36,49,85
POJO (CBBA),atencion odontologica,otras acciones,2011-05-01,22,50,22,50,72
POOPO,atencion odontologica,otras acciones,2011-05-01,32,57,32,57,89
PORCO,atencion odontologica,otras acciones,2011-05-01,38,47,38,47,85
POROMA,atencion odontologica,otras acciones,2011-05-01,3,11,3,11,14
PORTACHUELO,atencion odontologica,otras acciones,2011-05-01,17,40,17,40,57
PORVENIR,atencion odontologica,otras acciones,2011-05-01,7,14,7,14,21
POSTRER VALLE,atencion odontologica,otras acciones,2011-05-01,3,14,3,14,17
POTOSI,atencion odontologica,otras acciones,2011-05-01,265,683,265,683,948
PRESTO,atencion odontologica,otras acciones,2011-05-01,5,9,5,9,14
PUCARANI,atencion odontologica,otras acciones,2011-05-01,7,42,7,42,49
PUERTO ACOSTA,atencion odontologica,otras acciones,2011-05-01,8,6,8,6,14
PUERTO CARABUCO,atencion odontologica,otras acciones,2011-05-01,11,22,11,22,33
PUERTO PEREZ,atencion odontologica,otras acciones,2011-05-01,5,3,5,3,8
PUERTO QUIJARRO,atencion odontologica,otras acciones,2011-05-01,19,85,19,85,104
PUERTO RICO,atencion odontologica,otras acciones,2011-05-01,14,7,14,7,21
PUERTO SUAREZ,atencion odontologica,otras acciones,2011-05-01,7,5,7,5,12
PUERTO VILLARROEL,atencion odontologica,otras acciones,2011-05-01,10,20,10,20,30
PUNA,atencion odontologica,otras acciones,2011-05-01,26,56,26,56,82
PUNATA,atencion odontologica,otras acciones,2011-05-01,35,28,35,28,63
QUIABAYA,atencion odontologica,otras acciones,2011-05-01,2,1,2,1,3
QUILLACOLLO,atencion odontologica,otras acciones,2011-05-01,253,391,253,391,644
QUIME,atencion odontologica,otras acciones,2011-05-01,0,6,0,6,6
QUIRUSILLAS,atencion odontologica,otras acciones,2011-05-01,0,5,0,5,5
RAVELO,atencion odontologica,otras acciones,2011-05-01,14,22,14,22,36
REYES,atencion odontologica,otras acciones,2011-05-01,566,668,566,668,1234
RIBERALTA,atencion odontologica,otras acciones,2011-05-01,4,12,4,12,16
ROBORE,atencion odontologica,otras acciones,2011-05-01,3,5,3,5,8
RURRENABAQUE,atencion odontologica,otras acciones,2011-05-01,16,25,16,25,41
SABAYA,atencion odontologica,otras acciones,2011-05-01,29,32,29,32,61
SACABA,atencion odontologica,otras acciones,2011-05-01,675,817,675,817,1492
SACABAMBA,atencion odontologica,otras acciones,2011-05-01,4,4,4,4,8
SACACA,atencion odontologica,otras acciones,2011-05-01,4,3,4,3,7
SAIPINA,atencion odontologica,otras acciones,2011-05-01,2,8,2,8,10
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2011-05-01,10,31,10,31,41
SAMAIPATA,atencion odontologica,otras acciones,2011-05-01,11,14,11,14,25
SAN AGUSTIN,atencion odontologica,otras acciones,2011-05-01,3,2,3,2,5
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2011-05-01,29,17,29,17,46
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2011-05-01,6,18,6,18,24
SAN BENITO,atencion odontologica,otras acciones,2011-05-01,38,40,38,40,78
SAN BORJA,atencion odontologica,otras acciones,2011-05-01,5,6,5,6,11
SAN CARLOS,atencion odontologica,otras acciones,2011-05-01,8,18,8,18,26
SAN IGNACIO,atencion odontologica,otras acciones,2011-05-01,0,4,0,4,4
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2011-05-01,396,439,396,439,835
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2011-05-01,0,2,0,2,2
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2011-05-01,5,10,5,10,15
SAN LORENZO(PND),atencion odontologica,otras acciones,2011-05-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,otras acciones,2011-05-01,72,112,72,112,184
SAN LUCAS,atencion odontologica,otras acciones,2011-05-01,21,31,21,31,52
SAN MATIAS,atencion odontologica,otras acciones,2011-05-01,4,5,4,5,9
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2011-05-01,20,22,20,22,42
SAN PEDRO,atencion odontologica,otras acciones,2011-05-01,2,6,2,6,8
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2011-05-01,15,20,15,20,35
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2011-05-01,1,2,1,2,3
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2011-05-01,26,27,26,27,53
SAN RAFAEL,atencion odontologica,otras acciones,2011-05-01,2,4,2,4,6
SAN RAMON BENI,atencion odontologica,otras acciones,2011-05-01,4,4,4,4,8
SAN RAMON SCZ,atencion odontologica,otras acciones,2011-05-01,0,48,0,48,48
SANTA ANA,atencion odontologica,otras acciones,2011-05-01,7,8,7,8,15
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2011-05-01,1247,1680,1247,1680,2927
SANTA ROSA,atencion odontologica,otras acciones,2011-05-01,317,302,317,302,619
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2011-05-01,22,22,22,22,44
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2011-05-01,10,5,10,5,15
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2011-05-01,215,88,215,88,303
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2011-05-01,2,2,2,2,4
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2011-05-01,3,7,3,7,10
SANTIVAÑES,atencion odontologica,otras acciones,2011-05-01,19,24,19,24,43
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2011-05-01,2,7,2,7,9
SAPAHAQUI,atencion odontologica,otras acciones,2011-05-01,4,5,4,5,9
SENA,atencion odontologica,otras acciones,2011-05-01,1,2,1,2,3
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2011-05-01,10,7,10,7,17
SICAYA,atencion odontologica,otras acciones,2011-05-01,9,6,9,6,15
SIPE SIPE,atencion odontologica,otras acciones,2011-05-01,16,43,16,43,59
SOPACHUY,atencion odontologica,otras acciones,2011-05-01,41,84,41,84,125
SORACACHI,atencion odontologica,otras acciones,2011-05-01,20,26,20,26,46
SORATA,atencion odontologica,otras acciones,2011-05-01,40,77,40,77,117
SUCRE,atencion odontologica,otras acciones,2011-05-01,827,1231,827,1231,2058
TACACOMA,atencion odontologica,otras acciones,2011-05-01,2,10,2,10,12
TACOPAYA,atencion odontologica,otras acciones,2011-05-01,2,12,2,12,14
TAHUA,atencion odontologica,otras acciones,2011-05-01,4,5,4,5,9
TAPACARI,atencion odontologica,otras acciones,2011-05-01,23,18,23,18,41
TARABUCO,atencion odontologica,otras acciones,2011-05-01,26,70,26,70,96
TARACO,atencion odontologica,otras acciones,2011-05-01,32,29,32,29,61
TARATA,atencion odontologica,otras acciones,2011-05-01,19,16,19,16,35
TARIJA,atencion odontologica,otras acciones,2011-05-01,552,1309,552,1309,1861
TARVITA,atencion odontologica,otras acciones,2011-05-01,7,9,7,9,16
TIAWANACU,atencion odontologica,otras acciones,2011-05-01,20,33,20,33,53
TINGUIPAYA,atencion odontologica,otras acciones,2011-05-01,8,18,8,18,26
TIQUIPAYA,atencion odontologica,otras acciones,2011-05-01,85,190,85,190,275
TIRAQUE (CBBA),atencion odontologica,otras acciones,2011-05-01,33,67,33,67,100
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2011-05-01,0,1,0,1,1
TOCO,atencion odontologica,otras acciones,2011-05-01,16,11,16,11,27
TOLATA,atencion odontologica,otras acciones,2011-05-01,22,69,22,69,91
TOLEDO,atencion odontologica,otras acciones,2011-05-01,4,9,4,9,13
TOMAVE,atencion odontologica,otras acciones,2011-05-01,27,34,27,34,61
TOMINA,atencion odontologica,otras acciones,2011-05-01,356,437,356,437,793
TORO TORO,atencion odontologica,otras acciones,2011-05-01,14,22,14,22,36
TOTORA(CBBA),atencion odontologica,otras acciones,2011-05-01,81,65,81,65,146
TOTORA(ORR),atencion odontologica,otras acciones,2011-05-01,2,3,2,3,5
TRINIDAD,atencion odontologica,otras acciones,2011-05-01,32,119,32,119,151
TUPIZA,atencion odontologica,otras acciones,2011-05-01,141,175,141,175,316
TURCO,atencion odontologica,otras acciones,2011-05-01,23,23,23,23,46
UMALA,atencion odontologica,otras acciones,2011-05-01,0,1,0,1,1
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2011-05-01,88,201,88,201,289
URUBICHA,atencion odontologica,otras acciones,2011-05-01,0,2,0,2,2
UYUNI,atencion odontologica,otras acciones,2011-05-01,9,15,9,15,24
VACAS,atencion odontologica,otras acciones,2011-05-01,5,17,5,17,22
VALLEGRANDE,atencion odontologica,otras acciones,2011-05-01,14,4,14,4,18
VIACHA,atencion odontologica,otras acciones,2011-05-01,37,69,37,69,106
VILA VILA,atencion odontologica,otras acciones,2011-05-01,1,6,1,6,7
VILLA CHARCAS,atencion odontologica,otras acciones,2011-05-01,0,11,0,11,11
VILLA MONTES,atencion odontologica,otras acciones,2011-05-01,43,98,43,98,141
VILLA NUEVA (LOMA ALTA),atencion odontologica,otras acciones,2011-05-01,14,31,14,31,45
VILLA RIVERO,atencion odontologica,otras acciones,2011-05-01,8,6,8,6,14
VILLA SERRANO,atencion odontologica,otras acciones,2011-05-01,75,117,75,117,192
VILLA TUNARI,atencion odontologica,otras acciones,2011-05-01,23,61,23,61,84
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2011-05-01,12,12,12,12,24
VILLAZON,atencion odontologica,otras acciones,2011-05-01,127,151,127,151,278
VINTO,atencion odontologica,otras acciones,2011-05-01,6,14,6,14,20
VITICHI,atencion odontologica,otras acciones,2011-05-01,73,147,73,147,220
WALDO BALLIVIAN,atencion odontologica,otras acciones,2011-05-01,7,12,7,12,19
WARNES,atencion odontologica,otras acciones,2011-05-01,39,63,39,63,102
YACO,atencion odontologica,otras acciones,2011-05-01,2,6,2,6,8
YACUIBA,atencion odontologica,otras acciones,2011-05-01,68,107,68,107,175
YAMPARAEZ,atencion odontologica,otras acciones,2011-05-01,52,80,52,80,132
YAPACANI,atencion odontologica,otras acciones,2011-05-01,1,6,1,6,7
YOCALLA,atencion odontologica,otras acciones,2011-05-01,7,40,7,40,47
YOTALA,atencion odontologica,otras acciones,2011-05-01,13,49,13,49,62
YUNCHARA,atencion odontologica,otras acciones,2011-05-01,3,18,3,18,21
ZUDAÑEZ,atencion odontologica,otras acciones,2011-05-01,5,0,5,0,5
ACACIO,atencion odontologica,otras acciones,2011-06-01,5,3,5,3,8
ACHACACHI,atencion odontologica,otras acciones,2011-06-01,26,31,26,31,57
ACHOCALLA,atencion odontologica,otras acciones,2011-06-01,3,3,3,3,6
ALCALA,atencion odontologica,otras acciones,2011-06-01,22,39,22,39,61
ALTO BENI,atencion odontologica,otras acciones,2011-06-01,2,2,2,2,4
ANCORAIMES,atencion odontologica,otras acciones,2011-06-01,4,4,4,4,8
ANDAMARCA,atencion odontologica,otras acciones,2011-06-01,6,26,6,26,32
ANTEQUERA,atencion odontologica,otras acciones,2011-06-01,26,50,26,50,76
ANZALDO,atencion odontologica,otras acciones,2011-06-01,3,3,3,3,6
APOLO,atencion odontologica,otras acciones,2011-06-01,13,23,13,23,36
ARAMPAMPA,atencion odontologica,otras acciones,2011-06-01,5,0,5,0,5
ARANI,atencion odontologica,otras acciones,2011-06-01,8,4,8,4,12
ARBIETO,atencion odontologica,otras acciones,2011-06-01,1,2,1,2,3
ARQUE,atencion odontologica,otras acciones,2011-06-01,4,24,4,24,28
ATOCHA,atencion odontologica,otras acciones,2011-06-01,90,99,90,99,189
AYATA,atencion odontologica,otras acciones,2011-06-01,3,4,3,4,7
AYO AYO,atencion odontologica,otras acciones,2011-06-01,19,24,19,24,43
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2011-06-01,40,85,40,85,125
AZURDUY,atencion odontologica,otras acciones,2011-06-01,20,48,20,48,68
BAURES,atencion odontologica,otras acciones,2011-06-01,6,2,6,2,8
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2011-06-01,4,2,4,2,6
BELEN DE URMIRI,atencion odontologica,otras acciones,2011-06-01,2,5,2,5,7
BELLA FLOR,atencion odontologica,otras acciones,2011-06-01,1,6,1,6,7
BERMEJO,atencion odontologica,otras acciones,2011-06-01,135,296,135,296,431
BETANZOS,atencion odontologica,otras acciones,2011-06-01,6,11,6,11,17
BOLIVAR,atencion odontologica,otras acciones,2011-06-01,30,31,30,31,61
BOYUIBE,atencion odontologica,otras acciones,2011-06-01,32,16,32,16,48
CABEZAS,atencion odontologica,otras acciones,2011-06-01,10,24,10,24,34
CAIROMA,atencion odontologica,otras acciones,2011-06-01,1,4,1,4,5
"CAIZA ""D""",atencion odontologica,otras acciones,2011-06-01,28,37,28,37,65
CALACOTO,atencion odontologica,otras acciones,2011-06-01,14,10,14,10,24
CALAMARCA,atencion odontologica,otras acciones,2011-06-01,57,74,57,74,131
CAMARGO,atencion odontologica,otras acciones,2011-06-01,48,110,48,110,158
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2011-06-01,25,35,25,35,60
CAMIRI,atencion odontologica,otras acciones,2011-06-01,91,160,91,160,251
CAPINOTA,atencion odontologica,otras acciones,2011-06-01,74,88,74,88,162
CAQUIAVIRI,atencion odontologica,otras acciones,2011-06-01,0,5,0,5,5
CARACOLLO,atencion odontologica,otras acciones,2011-06-01,94,111,94,111,205
CARANAVI,atencion odontologica,otras acciones,2011-06-01,48,71,48,71,119
CARAPARI,atencion odontologica,otras acciones,2011-06-01,5,6,5,6,11
CARIPUYO,atencion odontologica,otras acciones,2011-06-01,10,15,10,15,25
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2011-06-01,11,22,11,22,33
CATACORA,atencion odontologica,otras acciones,2011-06-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,otras acciones,2011-06-01,7,8,7,8,15
CHAQUI,atencion odontologica,otras acciones,2011-06-01,4,5,4,5,9
CHARAGUA,atencion odontologica,otras acciones,2011-06-01,4,6,4,6,10
CHAYANTA,atencion odontologica,otras acciones,2011-06-01,6,78,6,78,84
CHIMORE,atencion odontologica,otras acciones,2011-06-01,37,50,37,50,87
CHIPAYA,atencion odontologica,otras acciones,2011-06-01,5,10,5,10,15
CHOQUE COTA,atencion odontologica,otras acciones,2011-06-01,3,33,3,33,36
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2011-06-01,39,89,39,89,128
CHUMA,atencion odontologica,otras acciones,2011-06-01,64,54,64,54,118
CKOCHAS,atencion odontologica,otras acciones,2011-06-01,10,22,10,22,32
CLIZA,atencion odontologica,otras acciones,2011-06-01,116,107,116,107,223
COBIJA,atencion odontologica,otras acciones,2011-06-01,140,165,140,165,305
COCAPATA,atencion odontologica,otras acciones,2011-06-01,5,20,5,20,25
COCHABAMBA,atencion odontologica,otras acciones,2011-06-01,1421,2087,1421,2087,3508
COIPASA,atencion odontologica,otras acciones,2011-06-01,2,2,2,2,4
COLCAPIRHUA,atencion odontologica,otras acciones,2011-06-01,103,153,103,153,256
"COLCHA ""K""",atencion odontologica,otras acciones,2011-06-01,20,15,20,15,35
COLOMI,atencion odontologica,otras acciones,2011-06-01,3,7,3,7,10
COLPA BELGICA,atencion odontologica,otras acciones,2011-06-01,50,53,50,53,103
COLQUECHACA,atencion odontologica,otras acciones,2011-06-01,43,69,43,69,112
COLQUIRI,atencion odontologica,otras acciones,2011-06-01,75,60,75,60,135
