,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
TOCO,atencion odontologica,primera consulta,2011-04-01,44,26,44,26,70
TOLATA,atencion odontologica,primera consulta,2011-04-01,41,86,41,86,127
TOLEDO,atencion odontologica,primera consulta,2011-04-01,46,37,46,37,83
TOMAVE,atencion odontologica,primera consulta,2011-04-01,22,36,22,36,58
TOMINA,atencion odontologica,primera consulta,2011-04-01,75,119,75,119,194
TORO TORO,atencion odontologica,primera consulta,2011-04-01,101,134,101,134,235
TOTORA(CBBA),atencion odontologica,primera consulta,2011-04-01,186,152,186,152,338
TOTORA(ORR),atencion odontologica,primera consulta,2011-04-01,4,10,4,10,14
TRIGAL,atencion odontologica,primera consulta,2011-04-01,6,10,6,10,16
TRINIDAD,atencion odontologica,primera consulta,2011-04-01,160,296,160,296,456
TUPIZA,atencion odontologica,primera consulta,2011-04-01,308,382,308,382,690
TURCO,atencion odontologica,primera consulta,2011-04-01,189,186,189,186,375
UMALA,atencion odontologica,primera consulta,2011-04-01,3,3,3,3,6
UNCIA,atencion odontologica,primera consulta,2011-04-01,34,32,34,32,66
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2011-04-01,168,205,168,205,373
URUBICHA,atencion odontologica,primera consulta,2011-04-01,2,4,2,4,6
UYUNI,atencion odontologica,primera consulta,2011-04-01,39,70,39,70,109
VACAS,atencion odontologica,primera consulta,2011-04-01,39,47,39,47,86
VALLEGRANDE,atencion odontologica,primera consulta,2011-04-01,118,178,118,178,296
VIACHA,atencion odontologica,primera consulta,2011-04-01,24,28,24,28,52
VILA VILA,atencion odontologica,primera consulta,2011-04-01,116,96,116,96,212
VILLA CHARCAS,atencion odontologica,primera consulta,2011-04-01,57,106,57,106,163
VILLA MONTES,atencion odontologica,primera consulta,2011-04-01,230,350,230,350,580
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2011-04-01,12,10,12,10,22
VILLA RIVERO,atencion odontologica,primera consulta,2011-04-01,10,15,10,15,25
VILLA SERRANO,atencion odontologica,primera consulta,2011-04-01,166,212,166,212,378
VILLA TUNARI,atencion odontologica,primera consulta,2011-04-01,715,847,715,847,1562
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2011-04-01,38,73,38,73,111
VILLAZON,atencion odontologica,primera consulta,2011-04-01,114,185,114,185,299
VINTO,atencion odontologica,primera consulta,2011-04-01,73,100,73,100,173
VITICHI,atencion odontologica,primera consulta,2011-04-01,116,183,116,183,299
WALDO BALLIVIAN,atencion odontologica,primera consulta,2011-04-01,22,23,22,23,45
WARNES,atencion odontologica,primera consulta,2011-04-01,73,112,73,112,185
YACO,atencion odontologica,primera consulta,2011-04-01,13,27,13,27,40
YACUIBA,atencion odontologica,primera consulta,2011-04-01,148,278,148,278,426
YAMPARAEZ,atencion odontologica,primera consulta,2011-04-01,60,81,60,81,141
YANACACHI,atencion odontologica,primera consulta,2011-04-01,23,41,23,41,64
YAPACANI,atencion odontologica,primera consulta,2011-04-01,48,105,48,105,153
YOCALLA,atencion odontologica,primera consulta,2011-04-01,39,48,39,48,87
YOTALA,atencion odontologica,primera consulta,2011-04-01,64,205,64,205,269
YUNCHARA,atencion odontologica,primera consulta,2011-04-01,23,41,23,41,64
ZUDAÑEZ,atencion odontologica,primera consulta,2011-04-01,66,95,66,95,161
ACACIO,atencion odontologica,primera consulta,2011-05-01,15,8,15,8,23
ACHACACHI,atencion odontologica,primera consulta,2011-05-01,191,266,191,266,457
ACHOCALLA,atencion odontologica,primera consulta,2011-05-01,24,27,24,27,51
AIQUILE,atencion odontologica,primera consulta,2011-05-01,40,89,40,89,129
ALCALA,atencion odontologica,primera consulta,2011-05-01,36,48,36,48,84
ALTO BENI,atencion odontologica,primera consulta,2011-05-01,22,28,22,28,50
ANCORAIMES,atencion odontologica,primera consulta,2011-05-01,9,16,9,16,25
ANDAMARCA,atencion odontologica,primera consulta,2011-05-01,16,14,16,14,30
ANTEQUERA,atencion odontologica,primera consulta,2011-05-01,29,36,29,36,65
ANZALDO,atencion odontologica,primera consulta,2011-05-01,24,42,24,42,66
APOLO,atencion odontologica,primera consulta,2011-05-01,21,37,21,37,58
ARAMPAMPA,atencion odontologica,primera consulta,2011-05-01,3,4,3,4,7
ARANI,atencion odontologica,primera consulta,2011-05-01,12,16,12,16,28
ARBIETO,atencion odontologica,primera consulta,2011-05-01,16,42,16,42,58
ARQUE,atencion odontologica,primera consulta,2011-05-01,70,131,70,131,201
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2011-05-01,27,67,27,67,94
ATOCHA,atencion odontologica,primera consulta,2011-05-01,365,454,365,454,819
AYATA,atencion odontologica,primera consulta,2011-05-01,80,94,80,94,174
AYO AYO,atencion odontologica,primera consulta,2011-05-01,19,45,19,45,64
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2011-05-01,69,132,69,132,201
AZURDUY,atencion odontologica,primera consulta,2011-05-01,36,63,36,63,99
BATALLAS,atencion odontologica,primera consulta,2011-05-01,60,102,60,102,162
BAURES,atencion odontologica,primera consulta,2011-05-01,14,13,14,13,27
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2011-05-01,1,7,1,7,8
BELEN DE URMIRI,atencion odontologica,primera consulta,2011-05-01,10,28,10,28,38
BELLA FLOR,atencion odontologica,primera consulta,2011-05-01,106,103,106,103,209
BERMEJO,atencion odontologica,primera consulta,2011-05-01,909,932,909,932,1841
BETANZOS,atencion odontologica,primera consulta,2011-05-01,95,151,95,151,246
BOLIVAR,atencion odontologica,primera consulta,2011-05-01,55,62,55,62,117
BOLPEBRA,atencion odontologica,primera consulta,2011-05-01,32,41,32,41,73
BOYUIBE,atencion odontologica,primera consulta,2011-05-01,17,28,17,28,45
CABEZAS,atencion odontologica,primera consulta,2011-05-01,69,116,69,116,185
CAIROMA,atencion odontologica,primera consulta,2011-05-01,44,62,44,62,106
"CAIZA ""D""",atencion odontologica,primera consulta,2011-05-01,28,28,28,28,56
CAJUATA,atencion odontologica,primera consulta,2011-05-01,19,17,19,17,36
CALACOTO,atencion odontologica,primera consulta,2011-05-01,66,105,66,105,171
CALAMARCA,atencion odontologica,primera consulta,2011-05-01,34,39,34,39,73
CAMARGO,atencion odontologica,primera consulta,2011-05-01,102,150,102,150,252
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2011-05-01,52,71,52,71,123
CAMIRI,atencion odontologica,primera consulta,2011-05-01,285,325,285,325,610
CAPINOTA,atencion odontologica,primera consulta,2011-05-01,142,177,142,177,319
CAQUIAVIRI,atencion odontologica,primera consulta,2011-05-01,37,59,37,59,96
CARACOLLO,atencion odontologica,primera consulta,2011-05-01,58,52,58,52,110
CARANAVI,atencion odontologica,primera consulta,2011-05-01,103,128,103,128,231
CARAPARI,atencion odontologica,primera consulta,2011-05-01,108,159,108,159,267
CARIPUYO,atencion odontologica,primera consulta,2011-05-01,36,42,36,42,78
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2011-05-01,17,30,17,30,47
CATACORA,atencion odontologica,primera consulta,2011-05-01,13,23,13,23,36
CHALLAPATA,atencion odontologica,primera consulta,2011-05-01,92,106,92,106,198
CHAQUI,atencion odontologica,primera consulta,2011-05-01,10,20,10,20,30
CHARAGUA,atencion odontologica,primera consulta,2011-05-01,67,110,67,110,177
CHARAÑA,atencion odontologica,primera consulta,2011-05-01,16,20,16,20,36
CHAYANTA,atencion odontologica,primera consulta,2011-05-01,23,52,23,52,75
CHIMORE,atencion odontologica,primera consulta,2011-05-01,140,155,140,155,295
CHIPAYA,atencion odontologica,primera consulta,2011-05-01,3,5,3,5,8
CHOQUE COTA,atencion odontologica,primera consulta,2011-05-01,43,34,43,34,77
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2011-05-01,43,53,43,53,96
CHUMA,atencion odontologica,primera consulta,2011-05-01,178,198,178,198,376
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2011-05-01,20,30,20,30,50
CKOCHAS,atencion odontologica,primera consulta,2011-05-01,26,44,26,44,70
CLIZA,atencion odontologica,primera consulta,2011-05-01,41,49,41,49,90
COBIJA,atencion odontologica,primera consulta,2011-05-01,568,637,568,637,1205
COCAPATA,atencion odontologica,primera consulta,2011-05-01,49,79,49,79,128
COCHABAMBA,atencion odontologica,primera consulta,2011-05-01,1995,2475,1995,2475,4470
COIPASA,atencion odontologica,primera consulta,2011-05-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,primera consulta,2011-05-01,68,128,68,128,196
"COLCHA ""K""",atencion odontologica,primera consulta,2011-05-01,48,47,48,47,95
COLLANA,atencion odontologica,primera consulta,2011-05-01,14,14,14,14,28
COLOMI,atencion odontologica,primera consulta,2011-05-01,46,71,46,71,117
COLPA BELGICA,atencion odontologica,primera consulta,2011-05-01,16,34,16,34,50
COLQUECHACA,atencion odontologica,primera consulta,2011-05-01,49,62,49,62,111
COLQUENCHA,atencion odontologica,primera consulta,2011-05-01,35,99,35,99,134
COLQUIRI,atencion odontologica,primera consulta,2011-05-01,7,12,7,12,19
COMANCHE,atencion odontologica,primera consulta,2011-05-01,20,24,20,24,44
COMARAPA,atencion odontologica,primera consulta,2011-05-01,85,137,85,137,222
COMBAYA,atencion odontologica,primera consulta,2011-05-01,6,3,6,3,9
CONCEPCION,atencion odontologica,primera consulta,2011-05-01,28,62,28,62,90
COPACABANA,atencion odontologica,primera consulta,2011-05-01,27,50,27,50,77
CORIPATA,atencion odontologica,primera consulta,2011-05-01,71,75,71,75,146
CORO CORO,atencion odontologica,primera consulta,2011-05-01,16,9,16,9,25
COROICO,atencion odontologica,primera consulta,2011-05-01,137,222,137,222,359
CORQUE,atencion odontologica,primera consulta,2011-05-01,49,43,49,43,92
COTAGAITA,atencion odontologica,primera consulta,2011-05-01,128,163,128,163,291
COTOCA,atencion odontologica,primera consulta,2011-05-01,31,140,31,140,171
CUATRO CAÑADAS,atencion odontologica,primera consulta,2011-05-01,43,67,43,67,110
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2011-05-01,2,2,2,2,4
CUEVO,atencion odontologica,primera consulta,2011-05-01,16,21,16,21,37
CULPINA,atencion odontologica,primera consulta,2011-05-01,19,31,19,31,50
CURVA,atencion odontologica,primera consulta,2011-05-01,15,5,15,5,20
DESAGUADERO,atencion odontologica,primera consulta,2011-05-01,141,163,141,163,304
EL ALTO,atencion odontologica,primera consulta,2011-05-01,3071,3117,3071,3117,6188
EL CHORO,atencion odontologica,primera consulta,2011-05-01,15,16,15,16,31
EL PUENTE(STC),atencion odontologica,primera consulta,2011-05-01,2,8,2,8,10
EL PUENTE(TJA),atencion odontologica,primera consulta,2011-05-01,50,108,50,108,158
EL TORNO,atencion odontologica,primera consulta,2011-05-01,176,247,176,247,423
EL VILLAR,atencion odontologica,primera consulta,2011-05-01,20,31,20,31,51
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2011-05-01,72,138,72,138,210
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2011-05-01,50,82,50,82,132
ESCOMA,atencion odontologica,primera consulta,2011-05-01,53,77,53,77,130
EUCALIPTUS,atencion odontologica,primera consulta,2011-05-01,18,20,18,20,38
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2011-05-01,26,35,26,35,61
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2011-05-01,34,87,34,87,121
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2011-05-01,56,66,56,66,122
GUANAY,atencion odontologica,primera consulta,2011-05-01,96,160,96,160,256
GUAQUI,atencion odontologica,primera consulta,2011-05-01,38,42,38,42,80
GUAYARAMERIN,atencion odontologica,primera consulta,2011-05-01,164,305,164,305,469
GUTIERREZ,atencion odontologica,primera consulta,2011-05-01,143,183,143,183,326
HUACARETA,atencion odontologica,primera consulta,2011-05-01,54,64,54,64,118
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2011-05-01,23,27,23,27,50
HUACHACALLA,atencion odontologica,primera consulta,2011-05-01,9,8,9,8,17
HUANUNI,atencion odontologica,primera consulta,2011-05-01,99,113,99,113,212
HUARACAJE,atencion odontologica,primera consulta,2011-05-01,7,11,7,11,18
HUARINA,atencion odontologica,primera consulta,2011-05-01,30,34,30,34,64
HUAYLLAMARCA,atencion odontologica,primera consulta,2011-05-01,25,35,25,35,60
HUMANATA,atencion odontologica,primera consulta,2011-05-01,22,30,22,30,52
ICHOCA,atencion odontologica,primera consulta,2011-05-01,4,5,4,5,9
ICLA,atencion odontologica,primera consulta,2011-05-01,114,148,114,148,262
INCAHUASI,atencion odontologica,primera consulta,2011-05-01,85,99,85,99,184
INGAVI (HUMAITA),atencion odontologica,primera consulta,2011-05-01,10,20,10,20,30
INQUISIVI,atencion odontologica,primera consulta,2011-05-01,27,34,27,34,61
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2011-05-01,135,128,135,128,263
IXIAMAS,atencion odontologica,primera consulta,2011-05-01,47,60,47,60,107
JESUS DE MACHACA,atencion odontologica,primera consulta,2011-05-01,63,124,63,124,187
LA ASUNTA,atencion odontologica,primera consulta,2011-05-01,99,125,99,125,224
LA GUARDIA,atencion odontologica,primera consulta,2011-05-01,102,170,102,170,272
LA PAZ,atencion odontologica,primera consulta,2011-05-01,3500,4516,3500,4516,8016
LAGUNILLAS,atencion odontologica,primera consulta,2011-05-01,20,37,20,37,57
LAJA,atencion odontologica,primera consulta,2011-05-01,112,155,112,155,267
LAS CARRERAS,atencion odontologica,primera consulta,2011-05-01,9,18,9,18,27
LICOMA PAMPA,atencion odontologica,primera consulta,2011-05-01,17,22,17,22,39
LLALLAGUA,atencion odontologica,primera consulta,2011-05-01,110,127,110,127,237
LLICA,atencion odontologica,primera consulta,2011-05-01,28,24,28,24,52
LORETO,atencion odontologica,primera consulta,2011-05-01,2,5,2,5,7
LURIBAY,atencion odontologica,primera consulta,2011-05-01,43,54,43,54,97
MACHACAMARCA,atencion odontologica,primera consulta,2011-05-01,19,18,19,18,37
MACHARETI,atencion odontologica,primera consulta,2011-05-01,62,74,62,74,136
MAGDALENA,atencion odontologica,primera consulta,2011-05-01,26,44,26,44,70
MAIRANA,atencion odontologica,primera consulta,2011-05-01,31,53,31,53,84
MALLA,atencion odontologica,primera consulta,2011-05-01,32,31,32,31,63
MAPIRI,atencion odontologica,primera consulta,2011-05-01,24,35,24,35,59
MECAPACA,atencion odontologica,primera consulta,2011-05-01,2,3,2,3,5
MINEROS,atencion odontologica,primera consulta,2011-05-01,69,127,69,127,196
MIZQUE,atencion odontologica,primera consulta,2011-05-01,18,53,18,53,71
MOCOMOCO,atencion odontologica,primera consulta,2011-05-01,58,67,58,67,125
MOJOCOYA,atencion odontologica,primera consulta,2011-05-01,60,60,60,60,120
MONTEAGUDO,atencion odontologica,primera consulta,2011-05-01,1410,1395,1410,1395,2805
MONTERO,atencion odontologica,primera consulta,2011-05-01,613,649,613,649,1262
MORO MORO,atencion odontologica,primera consulta,2011-05-01,7,7,7,7,14
MOROCHATA,atencion odontologica,primera consulta,2011-05-01,31,47,31,47,78
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2011-05-01,12,8,12,8,20
OCURI,atencion odontologica,primera consulta,2011-05-01,30,41,30,41,71
OKINAWA,atencion odontologica,primera consulta,2011-05-01,15,18,15,18,33
OMEREQUE,atencion odontologica,primera consulta,2011-05-01,10,21,10,21,31
ORURO,atencion odontologica,primera consulta,2011-05-01,1025,1307,1025,1307,2332
PADCAYA,atencion odontologica,primera consulta,2011-05-01,48,107,48,107,155
PADILLA,atencion odontologica,primera consulta,2011-05-01,142,177,142,177,319
PAILON,atencion odontologica,primera consulta,2011-05-01,94,176,94,176,270
PALCA,atencion odontologica,primera consulta,2011-05-01,5,2,5,2,7
PALOS BLANCOS,atencion odontologica,primera consulta,2011-05-01,39,43,39,43,82
PAMPA AULLAGAS,atencion odontologica,primera consulta,2011-05-01,4,3,4,3,7
PAMPA GRANDE,atencion odontologica,primera consulta,2011-05-01,22,52,22,52,74
PAPEL PAMPA,atencion odontologica,primera consulta,2011-05-01,11,16,11,16,27
PASORAPA,atencion odontologica,primera consulta,2011-05-01,2,3,2,3,5
PATACAMAYA,atencion odontologica,primera consulta,2011-05-01,36,61,36,61,97
PAZÑA,atencion odontologica,primera consulta,2011-05-01,11,16,11,16,27
PELECHUCO,atencion odontologica,primera consulta,2011-05-01,49,77,49,77,126
POCOATA,atencion odontologica,primera consulta,2011-05-01,52,83,52,83,135
POCONA,atencion odontologica,primera consulta,2011-05-01,374,334,374,334,708
POJO (CBBA),atencion odontologica,primera consulta,2011-05-01,20,61,20,61,81
POOPO,atencion odontologica,primera consulta,2011-05-01,40,39,40,39,79
PORCO,atencion odontologica,primera consulta,2011-05-01,41,50,41,50,91
POROMA,atencion odontologica,primera consulta,2011-05-01,31,83,31,83,114
PORONGO,atencion odontologica,primera consulta,2011-05-01,40,39,40,39,79
PORTACHUELO,atencion odontologica,primera consulta,2011-05-01,57,76,57,76,133
PORVENIR,atencion odontologica,primera consulta,2011-05-01,96,159,96,159,255
POSTRER VALLE,atencion odontologica,primera consulta,2011-05-01,7,20,7,20,27
POTOSI,atencion odontologica,primera consulta,2011-05-01,582,941,582,941,1523
PRESTO,atencion odontologica,primera consulta,2011-05-01,56,81,56,81,137
PUCARANI,atencion odontologica,primera consulta,2011-05-01,106,135,106,135,241
PUERTO ACOSTA,atencion odontologica,primera consulta,2011-05-01,6,3,6,3,9
PUERTO CARABUCO,atencion odontologica,primera consulta,2011-05-01,80,102,80,102,182
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2011-05-01,13,13,13,13,26
PUERTO PEREZ,atencion odontologica,primera consulta,2011-05-01,77,128,77,128,205
PUERTO QUIJARRO,atencion odontologica,primera consulta,2011-05-01,182,149,182,149,331
PUERTO RICO,atencion odontologica,primera consulta,2011-05-01,185,164,185,164,349
PUERTO SUAREZ,atencion odontologica,primera consulta,2011-05-01,35,99,35,99,134
PUERTO VILLARROEL,atencion odontologica,primera consulta,2011-05-01,62,90,62,90,152
PUNA,atencion odontologica,primera consulta,2011-05-01,60,103,60,103,163
PUNATA,atencion odontologica,primera consulta,2011-05-01,77,100,77,100,177
QUIABAYA,atencion odontologica,primera consulta,2011-05-01,59,51,59,51,110
QUILLACOLLO,atencion odontologica,primera consulta,2011-05-01,473,1101,473,1101,1574
QUIME,atencion odontologica,primera consulta,2011-05-01,11,10,11,10,21
QUIRUSILLAS,atencion odontologica,primera consulta,2011-05-01,17,17,17,17,34
RAVELO,atencion odontologica,primera consulta,2011-05-01,22,30,22,30,52
REYES,atencion odontologica,primera consulta,2011-05-01,0,4,0,4,4
RIBERALTA,atencion odontologica,primera consulta,2011-05-01,319,958,319,958,1277
