,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
EUCALIPTUS,atencion odontologica,periodoncias,2011-05-01,1,2,1,2,3
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2011-05-01,2,4,2,4,6
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2011-05-01,3,2,3,2,5
GUANAY,atencion odontologica,periodoncias,2011-05-01,2,17,2,17,19
GUAYARAMERIN,atencion odontologica,periodoncias,2011-05-01,20,23,20,23,43
GUTIERREZ,atencion odontologica,periodoncias,2011-05-01,4,11,4,11,15
HUACARETA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,periodoncias,2011-05-01,3,0,3,0,3
HUANUNI,atencion odontologica,periodoncias,2011-05-01,5,9,5,9,14
HUARACAJE,atencion odontologica,periodoncias,2011-05-01,10,12,10,12,22
HUARINA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
HUAYLLAMARCA,atencion odontologica,periodoncias,2011-05-01,2,2,2,2,4
ICLA,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
INQUISIVI,atencion odontologica,periodoncias,2011-05-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2011-05-01,3,4,3,4,7
JESUS DE MACHACA,atencion odontologica,periodoncias,2011-05-01,2,1,2,1,3
LA ASUNTA,atencion odontologica,periodoncias,2011-05-01,4,1,4,1,5
LA GUARDIA,atencion odontologica,periodoncias,2011-05-01,6,32,6,32,38
LA PAZ,atencion odontologica,periodoncias,2011-05-01,578,709,578,709,1287
LAGUNILLAS,atencion odontologica,periodoncias,2011-05-01,10,19,10,19,29
LAS CARRERAS,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
LICOMA PAMPA,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
LLALLAGUA,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
LLICA,atencion odontologica,periodoncias,2011-05-01,14,0,14,0,14
MACHACAMARCA,atencion odontologica,periodoncias,2011-05-01,1,4,1,4,5
MACHARETI,atencion odontologica,periodoncias,2011-05-01,8,9,8,9,17
MAGDALENA,atencion odontologica,periodoncias,2011-05-01,1,4,1,4,5
MAIRANA,atencion odontologica,periodoncias,2011-05-01,3,13,3,13,16
MAPIRI,atencion odontologica,periodoncias,2011-05-01,3,4,3,4,7
MECAPACA,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
MINEROS,atencion odontologica,periodoncias,2011-05-01,0,21,0,21,21
MIZQUE,atencion odontologica,periodoncias,2011-05-01,15,23,15,23,38
MOCOMOCO,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
MOJOCOYA,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
MONTEAGUDO,atencion odontologica,periodoncias,2011-05-01,3,13,3,13,16
MONTERO,atencion odontologica,periodoncias,2011-05-01,38,78,38,78,116
MOROCHATA,atencion odontologica,periodoncias,2011-05-01,0,8,0,8,8
OKINAWA,atencion odontologica,periodoncias,2011-05-01,7,5,7,5,12
OMEREQUE,atencion odontologica,periodoncias,2011-05-01,10,11,10,11,21
ORURO,atencion odontologica,periodoncias,2011-05-01,146,222,146,222,368
PADCAYA,atencion odontologica,periodoncias,2011-05-01,7,10,7,10,17
PADILLA,atencion odontologica,periodoncias,2011-05-01,2,10,2,10,12
PAILON,atencion odontologica,periodoncias,2011-05-01,1,7,1,7,8
PALCA,atencion odontologica,periodoncias,2011-05-01,1,2,1,2,3
PAMPA GRANDE,atencion odontologica,periodoncias,2011-05-01,0,10,0,10,10
PASORAPA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
PAZÑA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
PELECHUCO,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
POCOATA,atencion odontologica,periodoncias,2011-05-01,0,8,0,8,8
POCONA,atencion odontologica,periodoncias,2011-05-01,2,4,2,4,6
POJO (CBBA),atencion odontologica,periodoncias,2011-05-01,2,14,2,14,16
POOPO,atencion odontologica,periodoncias,2011-05-01,35,39,35,39,74
PORTACHUELO,atencion odontologica,periodoncias,2011-05-01,6,3,6,3,9
PORVENIR,atencion odontologica,periodoncias,2011-05-01,1,5,1,5,6
POSTRER VALLE,atencion odontologica,periodoncias,2011-05-01,0,3,0,3,3
POTOSI,atencion odontologica,periodoncias,2011-05-01,11,40,11,40,51
PUCARANI,atencion odontologica,periodoncias,2011-05-01,3,3,3,3,6
PUERTO ACOSTA,atencion odontologica,periodoncias,2011-05-01,2,2,2,2,4
PUERTO CARABUCO,atencion odontologica,periodoncias,2011-05-01,0,5,0,5,5
PUERTO PEREZ,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica,periodoncias,2011-05-01,1,4,1,4,5
PUERTO RICO,atencion odontologica,periodoncias,2011-05-01,4,28,4,28,32
PUERTO SUAREZ,atencion odontologica,periodoncias,2011-05-01,1,13,1,13,14
PUERTO VILLARROEL,atencion odontologica,periodoncias,2011-05-01,13,23,13,23,36
PUNA,atencion odontologica,periodoncias,2011-05-01,2,2,2,2,4
PUNATA,atencion odontologica,periodoncias,2011-05-01,22,39,22,39,61
QUILLACOLLO,atencion odontologica,periodoncias,2011-05-01,15,32,15,32,47
QUIME,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
QUIRUSILLAS,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
REYES,atencion odontologica,periodoncias,2011-05-01,1,14,1,14,15
RIBERALTA,atencion odontologica,periodoncias,2011-05-01,7,150,7,150,157
ROBORE,atencion odontologica,periodoncias,2011-05-01,0,6,0,6,6
RURRENABAQUE,atencion odontologica,periodoncias,2011-05-01,64,51,64,51,115
SACABA,atencion odontologica,periodoncias,2011-05-01,58,95,58,95,153
SACABAMBA,atencion odontologica,periodoncias,2011-05-01,2,7,2,7,9
SAIPINA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
SAMAIPATA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2011-05-01,0,3,0,3,3
SAN BENITO,atencion odontologica,periodoncias,2011-05-01,15,17,15,17,32
SAN BORJA,atencion odontologica,periodoncias,2011-05-01,14,8,14,8,22
SAN BUENA VENTURA,atencion odontologica,periodoncias,2011-05-01,10,13,10,13,23
SAN CARLOS,atencion odontologica,periodoncias,2011-05-01,6,8,6,8,14
SAN IGNACIO,atencion odontologica,periodoncias,2011-05-01,2,3,2,3,5
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2011-05-01,4,8,4,8,12
SAN JULIAN,atencion odontologica,periodoncias,2011-05-01,3,6,3,6,9
SAN LORENZO(PND),atencion odontologica,periodoncias,2011-05-01,0,19,0,19,19
SAN LORENZO(TJA),atencion odontologica,periodoncias,2011-05-01,1,0,1,0,1
SAN LUCAS,atencion odontologica,periodoncias,2011-05-01,1,7,1,7,8
SAN MATIAS,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
SAN PEDRO,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncias,2011-05-01,3,0,3,0,3
SAN RAFAEL,atencion odontologica,periodoncias,2011-05-01,15,30,15,30,45
SAN RAMON SCZ,atencion odontologica,periodoncias,2011-05-01,4,13,4,13,17
SANTA ANA,atencion odontologica,periodoncias,2011-05-01,12,31,12,31,43
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2011-05-01,502,728,502,728,1230
SANTA ROSA,atencion odontologica,periodoncias,2011-05-01,5,27,5,27,32
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2011-05-01,0,8,0,8,8
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2011-05-01,6,3,6,3,9
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2011-05-01,6,1,6,1,7
SANTIVAÑES,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncias,2011-05-01,0,2,0,2,2
SHINAOTA,atencion odontologica,periodoncias,2011-05-01,22,21,22,21,43
SICA SICA (VILLA AROMA),atencion odontologica,periodoncias,2011-05-01,1,0,1,0,1
SICAYA,atencion odontologica,periodoncias,2011-05-01,0,5,0,5,5
SIPE SIPE,atencion odontologica,periodoncias,2011-05-01,4,20,4,20,24
SOPACHUY,atencion odontologica,periodoncias,2011-05-01,1,0,1,0,1
SORACACHI,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
SORATA,atencion odontologica,periodoncias,2011-05-01,7,5,7,5,12
SUCRE,atencion odontologica,periodoncias,2011-05-01,240,218,240,218,458
TAHUA,atencion odontologica,periodoncias,2011-05-01,1,2,1,2,3
TAPACARI,atencion odontologica,periodoncias,2011-05-01,2,14,2,14,16
TARABUCO,atencion odontologica,periodoncias,2011-05-01,0,26,0,26,26
TARACO,atencion odontologica,periodoncias,2011-05-01,1,4,1,4,5
TARATA,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
TARIJA,atencion odontologica,periodoncias,2011-05-01,371,659,371,659,1030
TARVITA,atencion odontologica,periodoncias,2011-05-01,1,5,1,5,6
TEOPONTE,atencion odontologica,periodoncias,2011-05-01,1,0,1,0,1
TIAWANACU,atencion odontologica,periodoncias,2011-05-01,4,2,4,2,6
TIQUIPAYA,atencion odontologica,periodoncias,2011-05-01,39,157,39,157,196
TIRAQUE (CBBA),atencion odontologica,periodoncias,2011-05-01,0,8,0,8,8
TOCO,atencion odontologica,periodoncias,2011-05-01,4,6,4,6,10
TOLATA,atencion odontologica,periodoncias,2011-05-01,2,24,2,24,26
TOLEDO,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
TOMINA,atencion odontologica,periodoncias,2011-05-01,41,44,41,44,85
TORO TORO,atencion odontologica,periodoncias,2011-05-01,3,2,3,2,5
TOTORA(CBBA),atencion odontologica,periodoncias,2011-05-01,3,4,3,4,7
TRIGAL,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
TRINIDAD,atencion odontologica,periodoncias,2011-05-01,30,59,30,59,89
TUPIZA,atencion odontologica,periodoncias,2011-05-01,98,114,98,114,212
UNCIA,atencion odontologica,periodoncias,2011-05-01,0,3,0,3,3
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2011-05-01,8,17,8,17,25
UYUNI,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
VACAS,atencion odontologica,periodoncias,2011-05-01,2,2,2,2,4
VALLEGRANDE,atencion odontologica,periodoncias,2011-05-01,2,4,2,4,6
VIACHA,atencion odontologica,periodoncias,2011-05-01,27,15,27,15,42
VILA VILA,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
VILLA MONTES,atencion odontologica,periodoncias,2011-05-01,28,28,28,28,56
VILLA RIVERO,atencion odontologica,periodoncias,2011-05-01,1,1,1,1,2
VILLA SERRANO,atencion odontologica,periodoncias,2011-05-01,0,12,0,12,12
VILLA TUNARI,atencion odontologica,periodoncias,2011-05-01,38,65,38,65,103
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncias,2011-05-01,2,4,2,4,6
VILLAZON,atencion odontologica,periodoncias,2011-05-01,8,21,8,21,29
VINTO,atencion odontologica,periodoncias,2011-05-01,6,16,6,16,22
VITICHI,atencion odontologica,periodoncias,2011-05-01,4,2,4,2,6
WALDO BALLIVIAN,atencion odontologica,periodoncias,2011-05-01,0,1,0,1,1
WARNES,atencion odontologica,periodoncias,2011-05-01,13,27,13,27,40
YACUIBA,atencion odontologica,periodoncias,2011-05-01,33,51,33,51,84
YAMPARAEZ,atencion odontologica,periodoncias,2011-05-01,0,4,0,4,4
YAPACANI,atencion odontologica,periodoncias,2011-05-01,2,16,2,16,18
YOCALLA,atencion odontologica,periodoncias,2011-05-01,0,9,0,9,9
YOTALA,atencion odontologica,periodoncias,2011-05-01,1,7,1,7,8
YUNCHARA,atencion odontologica,periodoncias,2011-05-01,0,3,0,3,3
ACACIO,atencion odontologica,periodoncias,2011-06-01,3,2,3,2,5
ACHACACHI,atencion odontologica,periodoncias,2011-06-01,0,4,0,4,4
ACHOCALLA,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
AIQUILE,atencion odontologica,periodoncias,2011-06-01,5,23,5,23,28
ALCALA,atencion odontologica,periodoncias,2011-06-01,0,5,0,5,5
ALTO BENI,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,periodoncias,2011-06-01,3,9,3,9,12
ANTEQUERA,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
ANZALDO,atencion odontologica,periodoncias,2011-06-01,1,4,1,4,5
APOLO,atencion odontologica,periodoncias,2011-06-01,2,4,2,4,6
ARANI,atencion odontologica,periodoncias,2011-06-01,1,12,1,12,13
ARBIETO,atencion odontologica,periodoncias,2011-06-01,16,42,16,42,58
ARQUE,atencion odontologica,periodoncias,2011-06-01,0,4,0,4,4
ATOCHA,atencion odontologica,periodoncias,2011-06-01,10,11,10,11,21
AYATA,atencion odontologica,periodoncias,2011-06-01,1,2,1,2,3
AYO AYO,atencion odontologica,periodoncias,2011-06-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2011-06-01,11,36,11,36,47
AZURDUY,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
BELLA FLOR,atencion odontologica,periodoncias,2011-06-01,1,3,1,3,4
BERMEJO,atencion odontologica,periodoncias,2011-06-01,16,25,16,25,41
BETANZOS,atencion odontologica,periodoncias,2011-06-01,6,10,6,10,16
CABEZAS,atencion odontologica,periodoncias,2011-06-01,10,20,10,20,30
"CAIZA ""D""",atencion odontologica,periodoncias,2011-06-01,0,2,0,2,2
CAMARGO,atencion odontologica,periodoncias,2011-06-01,1,11,1,11,12
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncias,2011-06-01,3,0,3,0,3
CAMIRI,atencion odontologica,periodoncias,2011-06-01,29,53,29,53,82
CAPINOTA,atencion odontologica,periodoncias,2011-06-01,2,4,2,4,6
CARACOLLO,atencion odontologica,periodoncias,2011-06-01,9,15,9,15,24
CARANAVI,atencion odontologica,periodoncias,2011-06-01,1,6,1,6,7
CARAPARI,atencion odontologica,periodoncias,2011-06-01,14,26,14,26,40
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2011-06-01,3,8,3,8,11
CATACORA,atencion odontologica,periodoncias,2011-06-01,0,4,0,4,4
CHALLAPATA,atencion odontologica,periodoncias,2011-06-01,2,5,2,5,7
CHARAGUA,atencion odontologica,periodoncias,2011-06-01,1,3,1,3,4
CHARAÑA,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
CHIMORE,atencion odontologica,periodoncias,2011-06-01,3,6,3,6,9
CHIPAYA,atencion odontologica,periodoncias,2011-06-01,0,5,0,5,5
CHOQUE COTA,atencion odontologica,periodoncias,2011-06-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2011-06-01,2,3,2,3,5
CHUMA,atencion odontologica,periodoncias,2011-06-01,2,11,2,11,13
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2011-06-01,2,0,2,0,2
CLIZA,atencion odontologica,periodoncias,2011-06-01,60,28,60,28,88
COBIJA,atencion odontologica,periodoncias,2011-06-01,35,20,35,20,55
COCAPATA,atencion odontologica,periodoncias,2011-06-01,1,4,1,4,5
COCHABAMBA,atencion odontologica,periodoncias,2011-06-01,464,837,464,837,1301
COIPASA,atencion odontologica,periodoncias,2011-06-01,2,0,2,0,2
COLCAPIRHUA,atencion odontologica,periodoncias,2011-06-01,3,43,3,43,46
"COLCHA ""K""",atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
COLOMI,atencion odontologica,periodoncias,2011-06-01,2,15,2,15,17
COLPA BELGICA,atencion odontologica,periodoncias,2011-06-01,0,23,0,23,23
COLQUECHACA,atencion odontologica,periodoncias,2011-06-01,1,17,1,17,18
COLQUIRI,atencion odontologica,periodoncias,2011-06-01,1,14,1,14,15
COMARAPA,atencion odontologica,periodoncias,2011-06-01,4,3,4,3,7
CONCEPCION,atencion odontologica,periodoncias,2011-06-01,1,2,1,2,3
CORO CORO,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
COROICO,atencion odontologica,periodoncias,2011-06-01,6,8,6,8,14
CORQUE,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
COTAGAITA,atencion odontologica,periodoncias,2011-06-01,7,4,7,4,11
COTOCA,atencion odontologica,periodoncias,2011-06-01,6,15,6,15,21
CUATRO CAÑADAS,atencion odontologica,periodoncias,2011-06-01,1,2,1,2,3
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2011-06-01,3,12,3,12,15
DESAGUADERO,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
EL ALTO,atencion odontologica,periodoncias,2011-06-01,125,209,125,209,334
EL PUENTE(TJA),atencion odontologica,periodoncias,2011-06-01,3,2,3,2,5
EL TORNO,atencion odontologica,periodoncias,2011-06-01,11,46,11,46,57
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2011-06-01,3,24,3,24,27
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2011-06-01,1,1,1,1,2
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2011-06-01,4,7,4,7,11
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2011-06-01,0,7,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2011-06-01,1,4,1,4,5
GUANAY,atencion odontologica,periodoncias,2011-06-01,0,6,0,6,6
GUAYARAMERIN,atencion odontologica,periodoncias,2011-06-01,15,25,15,25,40
GUTIERREZ,atencion odontologica,periodoncias,2011-06-01,3,12,3,12,15
HUACARETA,atencion odontologica,periodoncias,2011-06-01,3,0,3,0,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
HUANUNI,atencion odontologica,periodoncias,2011-06-01,0,4,0,4,4
HUARACAJE,atencion odontologica,periodoncias,2011-06-01,0,5,0,5,5
HUAYLLAMARCA,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
HUMANATA,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
ICLA,atencion odontologica,periodoncias,2011-06-01,1,2,1,2,3
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2011-06-01,0,3,0,3,3
JESUS DE MACHACA,atencion odontologica,periodoncias,2011-06-01,1,2,1,2,3
LA ASUNTA,atencion odontologica,periodoncias,2011-06-01,2,3,2,3,5
LA GUARDIA,atencion odontologica,periodoncias,2011-06-01,4,34,4,34,38
LA PAZ,atencion odontologica,periodoncias,2011-06-01,712,887,712,887,1599
LAGUNILLAS,atencion odontologica,periodoncias,2011-06-01,6,9,6,9,15
LAJA,atencion odontologica,periodoncias,2011-06-01,2,1,2,1,3
LLALLAGUA,atencion odontologica,periodoncias,2011-06-01,3,3,3,3,6
LORETO,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
LURIBAY,atencion odontologica,periodoncias,2011-06-01,0,3,0,3,3
MACHACAMARCA,atencion odontologica,periodoncias,2011-06-01,2,1,2,1,3
MACHARETI,atencion odontologica,periodoncias,2011-06-01,28,33,28,33,61
MAGDALENA,atencion odontologica,periodoncias,2011-06-01,3,1,3,1,4
MAIRANA,atencion odontologica,periodoncias,2011-06-01,0,6,0,6,6
MAPIRI,atencion odontologica,periodoncias,2011-06-01,2,4,2,4,6
MECAPACA,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
MINEROS,atencion odontologica,periodoncias,2011-06-01,0,19,0,19,19
MIZQUE,atencion odontologica,periodoncias,2011-06-01,2,31,2,31,33
MOCOMOCO,atencion odontologica,periodoncias,2011-06-01,3,2,3,2,5
MOJOCOYA,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
MONTEAGUDO,atencion odontologica,periodoncias,2011-06-01,5,12,5,12,17
MONTERO,atencion odontologica,periodoncias,2011-06-01,18,46,18,46,64
MOROCHATA,atencion odontologica,periodoncias,2011-06-01,0,6,0,6,6
OKINAWA,atencion odontologica,periodoncias,2011-06-01,3,8,3,8,11
OMEREQUE,atencion odontologica,periodoncias,2011-06-01,4,2,4,2,6
ORURO,atencion odontologica,periodoncias,2011-06-01,129,147,129,147,276
PADCAYA,atencion odontologica,periodoncias,2011-06-01,2,5,2,5,7
PADILLA,atencion odontologica,periodoncias,2011-06-01,9,13,9,13,22
PAILON,atencion odontologica,periodoncias,2011-06-01,1,9,1,9,10
PALCA,atencion odontologica,periodoncias,2011-06-01,2,3,2,3,5
PAMPA GRANDE,atencion odontologica,periodoncias,2011-06-01,0,6,0,6,6
PAPEL PAMPA,atencion odontologica,periodoncias,2011-06-01,0,3,0,3,3
PASORAPA,atencion odontologica,periodoncias,2011-06-01,1,1,1,1,2
PATACAMAYA,atencion odontologica,periodoncias,2011-06-01,5,10,5,10,15
PAZÑA,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
PELECHUCO,atencion odontologica,periodoncias,2011-06-01,3,1,3,1,4
POCOATA,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
POCONA,atencion odontologica,periodoncias,2011-06-01,0,5,0,5,5
POJO (CBBA),atencion odontologica,periodoncias,2011-06-01,1,3,1,3,4
PORCO,atencion odontologica,periodoncias,2011-06-01,0,2,0,2,2
POROMA,atencion odontologica,periodoncias,2011-06-01,0,4,0,4,4
PORTACHUELO,atencion odontologica,periodoncias,2011-06-01,2,4,2,4,6
PORVENIR,atencion odontologica,periodoncias,2011-06-01,3,4,3,4,7
POSTRER VALLE,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
POTOSI,atencion odontologica,periodoncias,2011-06-01,25,80,25,80,105
PUCARANI,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica,periodoncias,2011-06-01,1,3,1,3,4
PUERTO CARABUCO,atencion odontologica,periodoncias,2011-06-01,0,4,0,4,4
PUERTO PEREZ,atencion odontologica,periodoncias,2011-06-01,2,1,2,1,3
PUERTO QUIJARRO,atencion odontologica,periodoncias,2011-06-01,0,2,0,2,2
PUERTO RICO,atencion odontologica,periodoncias,2011-06-01,14,11,14,11,25
PUERTO SUAREZ,atencion odontologica,periodoncias,2011-06-01,0,19,0,19,19
PUERTO VILLARROEL,atencion odontologica,periodoncias,2011-06-01,5,25,5,25,30
PUNA,atencion odontologica,periodoncias,2011-06-01,1,0,1,0,1
PUNATA,atencion odontologica,periodoncias,2011-06-01,51,101,51,101,152
QUILLACOLLO,atencion odontologica,periodoncias,2011-06-01,9,15,9,15,24
QUIME,atencion odontologica,periodoncias,2011-06-01,7,8,7,8,15
QUIRUSILLAS,atencion odontologica,periodoncias,2011-06-01,4,3,4,3,7
REYES,atencion odontologica,periodoncias,2011-06-01,2,3,2,3,5
RIBERALTA,atencion odontologica,periodoncias,2011-06-01,85,151,85,151,236
ROBORE,atencion odontologica,periodoncias,2011-06-01,0,6,0,6,6
RURRENABAQUE,atencion odontologica,periodoncias,2011-06-01,0,8,0,8,8
SABAYA,atencion odontologica,periodoncias,2011-06-01,0,7,0,7,7
SACABA,atencion odontologica,periodoncias,2011-06-01,105,155,105,155,260
SACABAMBA,atencion odontologica,periodoncias,2011-06-01,1,6,1,6,7
SACACA,atencion odontologica,periodoncias,2011-06-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2011-06-01,4,0,4,0,4
SAMAIPATA,atencion odontologica,periodoncias,2011-06-01,2,3,2,3,5
SAN AGUSTIN,atencion odontologica,periodoncias,2011-06-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2011-06-01,1,5,1,5,6
SAN ANTONIO DE LOMERIO,atencion odontologica,periodoncias,2011-06-01,1,1,1,1,2
