,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,7,0,7,7
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,17,0,17,17
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,118,0,118,118
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,43,0,43,43
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,13,0,13,13
TOTORA(ORR),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,115,0,115,115
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,35,0,35,35
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,13,0,13,13
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,5,0,5,5
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,3,0,3,3
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,66,0,66,66
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,104,0,104,104
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,77,0,77,77
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,31,0,31,31
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,2,0,2,2
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,10,0,10,10
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,138,0,138,138
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,271,0,271,271
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,69,0,69,69
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,77,0,77,77
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,122,0,122,122
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,17,0,17,17
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,35,0,35,35
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,12,0,12,12
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,11,0,11,11
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,36,0,36,36
YANACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,10,0,10,10
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,154,0,154,154
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,18,0,18,18
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,70,0,70,70
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,1,0,1,1
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-03-01,0,16,0,16,16
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,30,0,30,30
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,15,0,15,15
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,109,0,109,109
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,27,0,27,27
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,4,0,4,4
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
ANTEQUERA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,5,0,5,5
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,17,0,17,17
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,62,0,62,62
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,9,0,9,9
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,6,0,6,6
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,55,0,55,55
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,83,0,83,83
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,12,0,12,12
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,10,0,10,10
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,108,0,108,108
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,97,0,97,97
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,30,0,30,30
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,5,0,5,5
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,15,0,15,15
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,12,0,12,12
BOLIVAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,7,0,7,7
BOYUIBE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,10,0,10,10
CABEZAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,31,0,31,31
CAIROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,7,0,7,7
"CAIZA ""D""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,16,0,16,16
CALACOTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
CALAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,19,0,19,19
CAMARGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,22,0,22,22
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,14,0,14,14
CAMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,126,0,126,126
CAPINOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,9,0,9,9
CAQUIAVIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,29,0,29,29
CARACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,12,0,12,12
CARANAVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,23,0,23,23
CARAPARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1,0,1,1
CARIPUYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,34,0,34,34
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1,0,1,1
CATACORA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
CHALLAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,33,0,33,33
CHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,6,0,6,6
CHARAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,60,0,60,60
CHAYANTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,33,0,33,33
CHIMORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,59,0,59,59
CHOQUE COTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,36,0,36,36
CHUMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,24,0,24,24
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,4,0,4,4
CKOCHAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,19,0,19,19
CLIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,108,0,108,108
COBIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,140,0,140,140
COCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,5,0,5,5
COCHABAMBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1343,0,1343,1343
COIPASA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
COLCAPIRHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,128,0,128,128
"COLCHA ""K""",atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,10,0,10,10
COLLANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
COLOMI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,18,0,18,18
COLPA BELGICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,90,0,90,90
COLQUECHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,38,0,38,38
COLQUIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,19,0,19,19
COMANCHE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,20,0,20,20
COMARAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,83,0,83,83
CONCEPCION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,9,0,9,9
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,28,0,28,28
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,20,0,20,20
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,4,0,4,4
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,27,0,27,27
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,9,0,9,9
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,83,0,83,83
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,81,0,81,81
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,9,0,9,9
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,16,0,16,16
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,5,0,5,5
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1280,0,1280,1280
EL CHORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,35,0,35,35
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,14,0,14,14
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,10,0,10,10
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
ESCOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,4,0,4,4
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
EXALTACION,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,59,0,59,59
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,6,0,6,6
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,13,0,13,13
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,22,0,22,22
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,37,0,37,37
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,61,0,61,61
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,69,0,69,69
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,116,0,116,116
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,6,0,6,6
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,11,0,11,11
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,4,0,4,4
HUARINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,6,0,6,6
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,40,0,40,40
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,34,0,34,34
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,10,0,10,10
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,21,0,21,21
IXIAMAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,4,0,4,4
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,29,0,29,29
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,19,0,19,19
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,49,0,49,49
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1625,0,1625,1625
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,5,0,5,5
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
LICOMA PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,111,0,111,111
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,24,0,24,24
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,7,0,7,7
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,2,0,2,2
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,35,0,35,35
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,7,0,7,7
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,54,0,54,54
MAPIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,23,0,23,23
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,7,0,7,7
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,23,0,23,23
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,5,0,5,5
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,39,0,39,39
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,53,0,53,53
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,372,0,372,372
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,41,0,41,41
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,23,0,23,23
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,6,0,6,6
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,14,0,14,14
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,331,0,331,331
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,1,0,1,1
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,32,0,32,32
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,160,0,160,160
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,8,0,8,8
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,44,0,44,44
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2011-04-01,0,3,0,3,3
