,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
YANACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,6,4,6,10
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,37,55,37,55,92
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,46,18,46,18,64
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,266,133,266,133,399
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,6,5,6,5,11
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-03-01,4,1,4,1,5
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,102,127,102,127,229
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,163,141,163,141,304
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,8,14,8,14,22
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,23,23,23,23,46
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,19,21,19,21,40
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,13,19,13,19,32
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,4,4,4,4,8
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,11,6,11,6,17
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,24,36,24,36,60
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,7,9,7,9,16
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,3,11,3,11,14
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,9,16,9,16,25
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,40,73,40,73,113
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,24,28,24,28,52
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,2,0,2,2
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,41,147,41,147,188
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,6,1,6,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,140,141,140,141,281
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,14,38,14,38,52
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,10,16,10,16,26
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,10,12,10,12,22
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,2,0,2,2
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,108,75,108,75,183
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,5,8,5,8,13
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,3,0,3,3
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,0,1,0,1
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,62,99,62,99,161
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,56,48,56,48,104
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,1,0,1,1
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,12,4,12,4,16
CALACOTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,21,37,21,37,58
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,30,29,30,29,59
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,110,121,110,121,231
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,4,0,4,4
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,35,40,35,40,75
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,165,178,165,178,343
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,14,2,14,16
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,14,28,14,28,42
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,100,45,100,45,145
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,16,10,16,10,26
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,31,17,31,17,48
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,10,20,10,20,30
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,2,2,2,4
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,34,50,34,50,84
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,1,2,1,3
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,28,19,28,19,47
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,8,7,8,7,15
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,7,1,7,8
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,4,2,4,6
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,80,99,80,99,179
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,5,8,5,8,13
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,24,19,24,19,43
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,25,27,25,27,52
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,9,5,9,5,14
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,62,112,62,112,174
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,226,281,226,281,507
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,9,21,9,21,30
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2238,2990,2238,2990,5228
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,3,2,3,2,5
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,100,206,100,206,306
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,8,8,8,8,16
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,5,2,5,7
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,407,449,407,449,856
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,107,126,107,126,233
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,39,20,39,20,59
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,86,50,86,50,136
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,109,102,109,102,211
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,36,44,36,44,80
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,7,1,7,8
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,36,32,36,32,68
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,74,115,74,115,189
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,4,0,4,4
COROICO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,2,0,2,2
CORQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,11,15,11,15,26
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,59,75,59,75,134
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,92,0,92,92
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,20,36,20,36,56
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,1,0,1,1
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,10,2,10,12
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,1,1,1,2
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,1,1,1,2
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,6,3,6,3,9
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1118,1344,1118,1344,2462
EL CHORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,10,6,10,6,16
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,0,1,0,1,1
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,7,6,7,6,13
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,11,16,11,16,27
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,5,15,5,15,20
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,13,23,13,23,36
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,7,2,7,9
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,29,10,29,10,39
EXALTACION,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,17,20,17,20,37
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,13,34,13,34,47
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,6,1,6,7
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,49,36,49,36,85
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,20,21,20,21,41
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,39,48,39,48,87
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,8,21,8,21,29
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,7,9,7,9,16
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,18,23,18,23,41
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,4,3,4,3,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,4,9,4,9,13
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,86,69,86,69,155
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,11,14,11,14,25
HUARINA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,1,1,1,2
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,13,34,13,34,47
ICHOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,0,1,0,1
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,11,23,11,23,34
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,30,38,30,38,68
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,6,8,6,8,14
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,18,19,18,19,37
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,10,20,10,20,30
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,13,6,13,6,19
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,16,24,16,24,40
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,6,32,6,32,38
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2274,2327,2274,2327,4601
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,4,1,4,5
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,5,8,5,8,13
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,1,1,1,1,2
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,94,82,94,82,176
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,4,17,4,17,21
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,49,71,49,71,120
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,5,9,5,9,14
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,27,33,27,33,60
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,7,19,7,19,26
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,4,3,4,3,7
MALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,4,7,4,7,11
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,56,36,56,36,92
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,4,2,4,6
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,10,22,10,22,32
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,31,60,31,60,91
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,6,5,6,5,11
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,4,2,4,6
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,58,73,58,73,131
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,178,580,178,580,758
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,3,11,3,11,14
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,15,23,15,23,38
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,7,6,7,6,13
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,2,1,2,1,3
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,13,40,13,40,53
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,533,666,533,666,1199
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,58,57,58,57,115
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,10,13,10,13,23
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,68,70,68,70,138
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,17,24,17,24,41
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,17,20,17,20,37
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2011-04-01,238,249,238,249,487
