,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,0,1,0,1,1
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,9,24,9,24,33
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,16,28,16,28,44
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,106,98,106,98,204
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,7,17,7,17,24
CHOQUE COTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,91,81,91,81,172
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,202,223,202,223,425
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,33,50,33,50,83
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,2,5,2,5,7
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,139,55,139,55,194
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,728,758,728,758,1486
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,30,46,30,46,76
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,129,176,129,176,305
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,3,4,3,4,7
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,7,25,7,25,32
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,46,62,46,62,108
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,15,8,15,8,23
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,122,231,122,231,353
CORIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,23,0,23,0,23
CORQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,33,25,33,25,58
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,18,20,18,20,38
COTOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,353,339,353,339,692
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,15,12,15,12,27
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,4,3,4,3,7
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,10,4,10,4,14
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1,5,1,5,6
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,107,116,107,116,223
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,6,15,6,15,21
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,142,160,142,160,302
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,20,35,20,35,55
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,9,13,9,13,22
EUCALIPTUS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,9,3,9,3,12
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,9,8,9,8,17
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1,2,1,2,3
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,7,8,7,8,15
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,82,77,82,77,159
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,20,17,20,17,37
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,8,5,8,5,13
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,335,345,335,345,680
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,12,36,12,36,48
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,20,23,20,23,43
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,17,16,17,16,33
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,9,10,9,10,19
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,411,303,411,303,714
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,117,108,117,108,225
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,132,153,132,153,285
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,3,3,3,3,6
LLALLAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,463,441,463,441,904
LLICA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,7,3,7,3,10
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,43,63,43,63,106
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,50,65,50,65,115
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,3,4,3,4,7
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1516,1395,1516,1395,2911
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,693,1057,693,1057,1750
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,25,23,25,23,48
OKINAWA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,17,26,17,26,43
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,2,10,2,10,12
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,50,71,50,71,121
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,5,10,5,10,15
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,27,26,27,26,53
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,57,75,57,75,132
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,60,63,60,63,123
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,8,16,8,16,24
PATACAMAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1,1,1,1,2
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,28,18,28,18,46
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,514,433,514,433,947
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,8,31,8,31,39
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,49,83,49,83,132
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,40,39,40,39,79
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,0,8,0,8,8
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,178,182,178,182,360
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,0,2,0,2,2
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,7,3,7,3,10
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,33,35,33,35,68
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1,1,1,1,2
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,0,4,0,4,4
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,21,20,21,20,41
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,242,199,242,199,441
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,6,6,6,6,12
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,443,256,443,256,699
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,24,23,24,23,47
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,202,291,202,291,493
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,443,533,443,533,976
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,54,59,54,59,113
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,5160,4526,5160,4526,9686
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,44,26,44,26,70
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,2,1,2,1,3
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1,2,1,2,3
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,71,53,71,53,124
SAN AGUSTIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,35,42,35,42,77
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,2,2,2,2,4
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,11,15,11,15,26
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,81,117,81,117,198
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,111,130,111,130,241
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,119,190,119,190,309
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,88,86,88,86,174
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,21,25,21,25,46
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,61,59,61,59,120
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,29,35,29,35,64
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,90,94,90,94,184
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,54,68,54,68,122
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,77,90,77,90,167
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,112,91,112,91,203
SAN PEDRO DE TIQUINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,5,7,5,7,12
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,50,86,50,86,136
SAN RAMON BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,84,76,84,76,160
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,0,48,0,48,48
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,2483,3048,2483,3048,5531
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,308,185,308,185,493
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,146,139,146,139,285
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1,0,1,0,1
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,7,10,7,10,17
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,132,138,132,138,270
SHINAOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,153,97,153,97,250
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,20,26,20,26,46
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,24,44,24,44,68
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,301,312,301,312,613
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,2,2,2,2,4
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,566,593,566,593,1159
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,30,31,30,31,61
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,22,22,22,22,44
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,402,493,402,493,895
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,284,284,284,284,568
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,47,37,47,37,84
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,115,114,115,114,229
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,329,324,329,324,653
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,532,528,532,528,1060
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,4,1,4,1,5
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,107,137,107,137,244
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,22,41,22,41,63
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,45,63,45,63,108
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,6,13,6,13,19
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,328,307,328,307,635
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,71,78,71,78,149
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,25,27,25,27,52
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,7,11,7,11,18
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,440,0,440,0,440
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,38,21,38,21,59
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,42,0,42,0,42
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,113,86,113,86,199
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,62,90,62,90,152
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,155,160,155,160,315
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,28,24,28,24,52
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,29,14,29,14,43
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,2,2,2,2,4
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,40,59,40,59,99
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,92,69,92,69,161
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,25,17,25,17,42
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,515,547,515,547,1062
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,13,17,13,17,30
WALDO BALLIVIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2011-05-01,1,1,1,1,2
