,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,10,35,10,35,45
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,1,1,1,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,14,31,14,31,45
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,27,4,27,4,31
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,5,4,5,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,621,7,621,7,628
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,21,3,21,3,24
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,14,5,14,5,19
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,66,71,66,71,137
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,6,31,6,31,37
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,48,13,48,13,61
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,3,0,3,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,9,4,9,4,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,3,4,3,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,3,0,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,29,7,29,7,36
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,12,1,12,1,13
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,9,7,9,16
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,48,7,48,55
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,17,12,17,12,29
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,26,18,26,18,44
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,0,7,0,7
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,27,4,27,4,31
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,10,25,10,25,35
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,18,4,18,4,22
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,51,0,51,0,51
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,19,0,19,0,19
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,3,1,3,4
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,455,33,455,33,488
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,8,14,8,14,22
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,2,3,2,3,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,28,18,28,18,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,5,4,5,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,11,4,11,4,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,5,7,5,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,14,1,14,15
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,32,5,32,5,37
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,18,5,18,5,23
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,23,5,23,5,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,127,9,127,9,136
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,27,20,27,20,47
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,56,6,56,6,62
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,5,1,5,6
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,252,13,252,13,265
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,9,7,9,16
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,11,32,11,32,43
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,27,24,27,24,51
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,307,41,307,41,348
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,25,5,25,5,30
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,32,8,32,8,40
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,0,5,0,5
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,271,27,271,27,298
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,31,38,31,38,69
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,1,5,1,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,8,11,8,11,19
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,7,5,7,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,13,8,13,8,21
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,3,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,3,5,3,5,8
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,19,6,19,6,25
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,73,10,73,10,83
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,15,2,15,2,17
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,36,4,36,4,40
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,53,18,53,18,71
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,106,37,106,37,143
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,4,4,4,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,18,0,18,0,18
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,8,1,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,36,2,36,2,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,21,2,21,2,23
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,66,29,66,29,95
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,12,5,12,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,31,15,31,15,46
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,38,52,38,52,90
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,30,6,30,6,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,14,9,14,9,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,13,3,13,3,16
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,25,0,25,0,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,28,59,28,59,87
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,2,5,2,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,2,5,2,7
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,11,0,11,0,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,3,6,3,6,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,15,2,15,2,17
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,44,27,44,27,71
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,2597,100,2597,100,2697
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,19,3,19,3,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,43,9,43,9,52
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,5,7,5,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,7,4,7,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,4,5,4,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,0,6,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,12,1,12,1,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,2,6,2,6,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,5,7,5,12
SENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,8,3,8,3,11
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,56,0,56,0,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,19,13,19,13,32
SICAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,3,1,3,4
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,78,3,78,3,81
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,6,7,6,7,13
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,9,11,9,11,20
SORATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,10,23,10,23,33
SUCRE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,655,27,655,27,682
TACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,8,9,8,9,17
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,14,17,14,17,31
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,12,6,12,6,18
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,37,20,37,20,57
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,19,18,19,18,37
TARACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,3,5,3,5,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,14,3,14,3,17
TARIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,417,8,417,8,425
TARVITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,13,14,13,14,27
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,8,10,8,10,18
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,12,17,12,17,29
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,20,32,20,32,52
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,18,3,18,3,21
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,107,10,107,10,117
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,31,20,31,20,51
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,2,4,2,6
TOLATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,8,0,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,6,0,6,0,6
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,11,9,11,9,20
TOMINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,10,7,10,7,17
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,7,27,7,27,34
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,20,9,20,9,29
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,10,5,10,15
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,2,1,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,248,6,248,6,254
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,85,19,85,19,104
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,3,2,3,2,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,6,11,6,11,17
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,40,15,40,15,55
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,18,2,18,2,20
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,14,1,14,15
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,56,7,56,7,63
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,16,13,16,13,29
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,18,4,18,4,22
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,100,6,100,6,106
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,1,4,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,22,15,22,15,37
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,77,13,77,13,90
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,13,0,13,0,13
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,18,10,18,10,28
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,147,24,147,24,171
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,14,12,14,12,26
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,85,5,85,5,90
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,88,4,88,4,92
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,6,13,6,13,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,0,3,0,3,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,143,29,143,29,172
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,5,5,5,10
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,170,17,170,17,187
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,11,5,11,5,16
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,93,12,93,12,105
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,9,4,9,4,13
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,11,3,11,3,14
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,1,10,1,10,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-03-01,5,5,5,5,10
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,5,14,5,14,19
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,47,41,47,41,88
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,11,7,11,7,18
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,32,9,32,9,41
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,2,3,2,3,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,16,4,16,4,20
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,7,28,7,28,35
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,3,0,3,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,5,1,5,1,6
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,9,8,9,8,17
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,16,12,16,12,28
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,2,3,2,3,5
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,17,8,17,8,25
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,9,14,9,14,23
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,14,6,14,6,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,85,8,85,8,93
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,16,8,16,8,24
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,3,5,3,5,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,11,8,11,8,19
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,7,3,7,3,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,25,25,25,25,50
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,16,9,16,9,25
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,14,9,14,9,23
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,11,1,11,1,12
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,0,2,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,1,0,1,0,1
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,51,5,51,5,56
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,45,16,45,16,61
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,5,10,5,10,15
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,4,2,4,2,6
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,36,22,36,22,58
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,39,4,39,4,43
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,13,15,13,15,28
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,11,6,11,6,17
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,13,7,13,7,20
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,2,6,2,6,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,10,14,10,14,24
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,13,10,13,10,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,55,8,55,8,63
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,33,3,33,3,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,8,8,8,8,16
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,27,9,27,9,36
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,81,40,81,40,121
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,19,1,19,1,20
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,2,19,2,19,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,7,2,7,2,9
CATACORA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,3,1,3,1,4
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,36,10,36,10,46
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,5,11,5,11,16
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,32,43,32,43,75
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,1,1,1,1,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,15,15,15,15,30
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,27,13,27,13,40
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,18,16,18,16,34
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,11,11,11,11,22
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,7,18,7,18,25
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,18,19,18,19,37
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,24,7,24,7,31
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,114,1,114,1,115
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,13,30,13,30,43
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,1186,12,1186,12,1198
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,93,1,93,1,94
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,14,5,14,5,19
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,0,2,0,2,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,33,6,33,6,39
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,16,0,16,0,16
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2010-04-01,31,72,31,72,103
