,group,variable,month,ANTIROTAVIRICA 1RA. DOSIS,ANTIROTAVIRICA 1RA. DOSIS,TOTALES,TOTALES,TOTALES
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,15,31,15,31,46
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,27,4,27,4,31
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,4,4,4,4,8
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,566,6,566,6,572
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,21,4,21,4,25
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,14,5,14,5,19
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,57,23,57,23,80
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,18,20,18,20,38
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,43,11,43,11,54
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,0,3,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,11,4,11,4,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,6,4,6,4,10
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,0,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,31,5,31,5,36
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,12,1,12,1,13
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,6,7,6,7,13
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,7,48,7,48,55
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,15,11,15,11,26
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,30,20,30,20,50
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,7,0,7,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,28,0,28,0,28
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,13,24,13,24,37
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,16,4,16,4,20
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,50,1,50,1,51
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,18,0,18,0,18
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,3,1,3,4
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,439,16,439,16,455
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,8,13,8,13,21
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,2,3,2,3,5
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,28,18,28,18,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,4,5,4,5,9
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,12,1,12,1,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,4,5,4,5,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,6,1,6,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,32,5,32,5,37
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,16,4,16,4,20
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,23,5,23,5,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,126,9,126,9,135
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,29,19,29,19,48
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,55,7,55,7,62
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,5,1,5,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,260,6,260,6,266
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,9,9,9,9,18
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,13,26,13,26,39
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,26,10,26,10,36
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,297,37,297,37,334
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,18,0,18,0,18
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,32,7,32,7,39
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,0,5,0,5
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,269,25,269,25,294
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,7,0,7,0,7
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,31,40,31,40,71
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,1,5,1,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,8,11,8,11,19
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,6,5,6,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,12,4,12,4,16
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,4,3,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,5,3,5,8
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,19,5,19,5,24
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,70,13,70,13,83
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,13,2,13,2,15
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,43,2,43,2,45
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,51,17,51,17,68
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,112,36,112,36,148
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,6,3,6,3,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,19,0,19,0,19
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,8,1,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,36,2,36,2,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,20,0,20,0,20
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,47,25,47,25,72
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,7,7,7,7,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,32,15,32,15,47
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,41,55,41,55,96
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,32,7,32,7,39
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,16,8,16,8,24
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,9,1,9,1,10
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,26,0,26,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,22,58,22,58,80
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,3,5,3,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,2,5,2,7
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,11,0,11,0,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,7,3,7,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,15,2,15,2,17
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,40,21,40,21,61
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,2613,74,2613,74,2687
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,19,0,19,0,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,42,9,42,9,51
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,0,3,0,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,4,7,4,7,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,4,5,4,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,0,6,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,12,1,12,1,13
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,4,3,4,7
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,6,5,6,11
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,8,2,8,2,10
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,48,0,48,0,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,16,15,16,15,31
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,2,1,2,3
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,84,3,84,3,87
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,6,6,6,6,12
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,10,12,10,12,22
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,10,24,10,24,34
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,643,23,643,23,666
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,8,9,8,9,17
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,11,16,11,16,27
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,12,6,12,6,18
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,34,20,34,20,54
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,19,19,19,19,38
TARACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,4,3,4,7
TARATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,15,3,15,3,18
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,418,7,418,7,425
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,13,14,13,14,27
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,11,6,11,6,17
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,12,16,12,16,28
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,13,30,13,30,43
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,18,1,18,1,19
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,111,13,111,13,124
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,34,17,34,17,51
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,2,3,2,5
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,8,0,8,0,8
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,6,0,6,0,6
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,11,8,11,8,19
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,10,7,10,7,17
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,4,22,4,22,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,24,5,24,5,29
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,5,7,5,7,12
TRIGAL,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,2,1,2,1,3
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,245,6,245,6,251
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,62,6,62,6,68
TURCO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,3,2,3,2,5
UMALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,0,13,0,13,13
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,38,15,38,15,53
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,19,2,19,2,21
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,14,1,14,15
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,50,5,50,5,55
VACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,16,13,16,13,29
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,19,4,19,4,23
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,98,5,98,5,103
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,0,1,0,1,1
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,21,15,21,15,36
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,78,10,78,10,88
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,10,0,10,0,10
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,19,8,19,8,27
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,146,20,146,20,166
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,13,11,13,11,24
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,83,6,83,6,89
VINTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,101,3,101,3,104
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,6,12,6,12,18
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,0,2,0,2,2
WARNES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,145,23,145,23,168
YACO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,7,4,7,4,11
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,176,14,176,14,190
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,11,5,11,5,16
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,87,5,87,5,92
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,10,4,10,4,14
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,11,3,11,3,14
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,1,10,1,10,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-03-01,7,5,7,5,12
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,6,14,6,14,20
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,43,42,43,42,85
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,11,5,11,5,16
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,30,8,30,8,38
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,2,3,2,3,5
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,4,0,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,16,3,16,3,19
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,7,28,7,28,35
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,3,0,3,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,5,1,5,1,6
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,9,8,9,8,17
APOLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,14,9,14,9,23
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,2,3,2,3,5
ARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,18,7,18,7,25
ARBIETO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,11,17,11,17,28
ARQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,13,5,13,5,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,83,2,83,2,85
ATOCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,14,7,14,7,21
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,3,6,3,6,9
AYATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,10,7,10,7,17
AYO AYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,10,2,10,2,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,27,26,27,26,53
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,15,8,15,8,23
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,14,8,14,8,22
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,12,1,12,1,13
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,1,0,1,0,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,45,6,45,6,51
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,45,13,45,13,58
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,6,10,6,10,16
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,4,2,4,2,6
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,35,25,35,25,60
CABEZAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,30,3,30,3,33
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,12,16,12,16,28
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,6,7,6,7,13
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,8,4,8,4,12
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,1,6,1,6,7
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,12,13,12,13,25
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,12,8,12,8,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,55,10,55,10,65
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,33,2,33,2,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,8,7,8,7,15
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,26,9,26,9,35
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,84,42,84,42,126
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,19,1,19,1,20
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,2,19,2,19,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,7,1,7,1,8
CATACORA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,3,1,3,1,4
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,36,11,36,11,47
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,3,10,3,10,13
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,38,33,38,33,71
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,1,1,1,1,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,9,14,9,14,23
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,29,12,29,12,41
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,17,9,17,9,26
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,11,10,11,10,21
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,7,19,7,19,26
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,17,19,17,19,36
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,26,3,26,3,29
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,102,2,102,2,104
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,13,32,13,32,45
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,1203,10,1203,10,1213
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,94,1,94,1,95
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,12,4,12,4,16
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,0,2,0,2,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra. dosis,2010-04-01,33,6,33,6,39
