,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,26,2,26,28
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,9,3,9,12
CATACORA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,2,1,2,3
CHACARILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,36,20,36,20,56
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,22,5,22,5,27
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,31,75,31,75,106
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,2,1,2,3
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,16,15,16,15,31
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,47,11,47,11,58
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,11,15,11,26
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,12,6,12,6,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,17,11,17,11,28
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,8,19,8,19,27
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,24,14,24,14,38
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,108,3,108,3,111
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,11,18,11,18,29
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1247,42,1247,42,1289
COIPASA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,2,0,2,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,97,1,97,1,98
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,2,7,2,9
COLLANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,0,4,0,4
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,41,4,41,4,45
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,17,6,17,6,23
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,22,79,22,79,101
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,0,6,0,6
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,26,15,26,41
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,5,1,5,6
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,26,13,26,13,39
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,7,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,36,6,36,6,42
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,18,7,18,25
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,17,3,17,3,20
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,9,4,9,13
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,20,7,20,7,27
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,5,7,5,12
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,28,15,28,43
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,105,37,105,37,142
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,35,28,35,28,63
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,5,6,5,11
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,17,11,17,11,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,3,3,3,6
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,1,3,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,4,4,4,8
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1524,180,1524,180,1704
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,9,1,9,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,14,2,14,2,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,8,15,8,23
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,77,10,77,10,87
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,2,4,2,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,26,10,26,10,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,70,11,70,11,81
ESCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,2,0,2,2
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,5,7,5,7,12
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,8,6,8,14
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,3,1,3,4
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,23,4,23,4,27
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,13,7,13,20
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,26,3,26,3,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,18,9,18,27
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,6,15,6,21
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,4,6,4,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,77,11,77,11,88
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,18,8,18,8,26
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,11,5,11,5,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,5,3,5,8
HUACHACALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,50,7,50,7,57
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,3,6,3,9
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,6,2,6,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,4,2,4,6
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,8,4,8,12
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,6,6,6,12
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,8,6,8,6,14
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,12,24,12,24,36
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,20,7,20,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,13,10,13,23
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,24,1,24,1,25
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,18,0,18,0,18
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,72,15,72,15,87
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,144,21,144,21,165
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1394,56,1394,56,1450
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,7,10,7,17
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,10,10,10,20
LAS CARRERAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,0,4,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,37,58,37,58,95
LLICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,1,9,1,10
LORETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,0,2,0,2
LURIBAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,11,3,11,3,14
MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,3,4,3,7
MACHARETI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,10,7,10,17
MAGDALENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,20,6,20,6,26
MAIRANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,17,0,17,0,17
MALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,13,6,13,6,19
MECAPACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,14,9,14,9,23
MINEROS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,45,18,45,18,63
MIZQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,22,41,22,41,63
MOCOMOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,11,9,11,20
MOJINETE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,1,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,4,2,4,6
MONTEAGUDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,33,9,33,9,42
MONTERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,280,19,280,19,299
MORO MORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,2,2,2,4
MOROCHATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,18,6,18,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,5,3,5,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,3,0,3,3
OCURI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,11,41,11,41,52
OKINAWA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,29,6,29,6,35
OMEREQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,5,9,5,9,14
ORURO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,487,130,487,130,617
PADCAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,26,10,26,36
PADILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,8,15,8,23
PAILON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,28,111,28,111,139
PALCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,12,10,12,10,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,45,12,45,12,57
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,0,3,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,13,3,13,3,16
PAPEL PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,11,2,11,13
PASORAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,32,29,32,29,61
PAZÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,6,1,6,1,7
PELECHUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,16,1,16,17
POCOATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,35,9,35,44
POCONA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,22,9,22,31
POJO (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,13,12,13,12,25
POOPO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,8,2,8,2,10
PORCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,23,7,23,7,30
POROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,26,9,26,35
PORONGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,12,21,12,21,33
PORTACHUELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,38,0,38,0,38
PORVENIR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,11,1,11,1,12
POSTRER VALLE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,367,48,367,48,415
PRESTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,10,2,10,12
PUCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,34,12,34,12,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,12,4,12,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,6,10,6,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,5,11,5,11,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,2,3,2,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,37,13,37,13,50
PUERTO RICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,2,10,2,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,36,8,36,8,44
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,119,20,119,20,139
PUNA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,17,15,17,15,32
PUNATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,44,2,44,2,46
QUIABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,1,1,1,2
QUILLACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,172,13,172,13,185
QUIME,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,7,1,7,8
QUIRUSILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,8,29,8,29,37
REYES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,24,29,24,29,53
RIBERALTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,247,57,247,57,304
ROBORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,25,12,25,12,37
RURRENABAQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,29,10,29,10,39
SABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,5,0,5,0,5
SACABA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,244,15,244,15,259
SACABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,2,4,2,6
SACACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,25,30,25,30,55
SAIPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,3,7,3,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,20,10,20,30
SAMAIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,6,9,6,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,10,1,10,1,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,3,7,3,10
SAN BENITO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,19,5,19,5,24
SAN BORJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,78,47,78,47,125
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,24,4,24,4,28
SAN CARLOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,33,1,33,1,34
SAN IGNACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,24,44,24,44,68
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,104,26,104,26,130
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,1,7,1,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,31,6,31,6,37
SAN JOAQUIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,2,9,2,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,34,94,34,94,128
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,5,15,5,20
SAN JULIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,44,44,44,44,88
SAN LORENZO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,13,2,13,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,32,12,32,12,44
SAN LUCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,35,33,35,33,68
SAN MATIAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,34,20,34,20,54
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,11,3,11,3,14
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,4,0,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,42,1,42,1,43
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,15,85,15,85,100
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,2,6,2,6,8
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,3,3,3,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,10,0,10,10
SAN RAFAEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,16,6,16,6,22
SAN RAMON BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,7,6,7,6,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,24,3,24,3,27
SANTA ANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,35,0,35,0,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3247,407,3247,407,3654
SANTA ROSA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,13,9,13,9,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,19,2,19,2,21
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,0,8,0,8,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,8,3,8,3,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,9,6,9,6,15
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,5,0,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 1ra dosis,2010-05-01,3,5,3,5,8
