,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,22,8,22,8,30
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,74,6,74,6,80
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,15,9,15,9,24
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,6,7,6,7,13
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,5,8,5,13
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,14,2,14,2,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,22,32,22,32,54
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,14,9,14,23
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,23,8,23,8,31
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,0,9,0,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,1,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,1,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,0,5,0,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,49,4,49,4,53
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,36,26,36,26,62
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,14,21,14,21,35
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,5,1,5,6
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,18,16,18,34
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,31,2,31,2,33
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,6,5,6,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,3,9,3,12
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,15,4,15,4,19
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,4,3,4,7
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,10,8,10,18
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,21,5,21,5,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,54,7,54,7,61
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,33,1,33,1,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,8,7,8,15
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,20,11,20,11,31
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,71,31,71,31,102
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,13,7,13,7,20
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,14,3,14,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,6,2,6,8
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,32,15,32,15,47
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,13,7,13,7,20
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,29,30,29,30,59
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,4,1,4,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,19,15,19,15,34
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,30,11,30,11,41
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,0,7,0,7
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,15,10,15,10,25
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,9,9,9,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,7,2,7,9
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,13,24,13,24,37
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,30,12,30,12,42
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,106,4,106,4,110
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,42,9,42,51
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1087,10,1087,10,1097
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,80,7,80,7,87
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,3,16,3,19
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,2,2,2,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,33,9,33,9,42
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,1,3,1,4
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,25,77,25,77,102
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,10,9,10,19
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,37,8,37,45
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,8,2,8,10
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,23,3,23,3,26
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,0,8,0,8,8
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,30,3,30,3,33
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,13,16,13,29
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,13,3,13,3,16
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,12,5,12,17
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,14,5,14,5,19
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,5,1,5,6
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,24,23,24,23,47
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,81,29,81,29,110
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,27,1,27,1,28
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,6,5,6,11
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,17,19,17,19,36
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,0,2,0,2
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,5,1,5,6
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,6,2,6,2,8
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1433,71,1433,71,1504
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,2,3,2,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,19,6,19,6,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,2,9,2,11
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,80,6,80,6,86
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,2,1,2,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,20,13,20,13,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,47,6,47,6,53
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,1,7,1,8
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,11,0,11,0,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,0,4,0,4,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,1,5,1,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,21,4,21,4,25
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,4,5,4,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,28,2,28,2,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,10,14,10,14,24
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,9,16,9,25
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,6,4,6,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,65,19,65,19,84
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,33,10,33,10,43
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,13,6,13,6,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,1,1,1,2
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,0,1,0,1,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,40,1,40,1,41
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,6,2,6,8
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,9,1,9,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,5,5,5,10
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,5,3,5,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,6,1,6,7
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,12,9,12,21
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,21,6,21,6,27
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,16,7,16,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,10,17,10,17,27
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,10,1,10,1,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,12,2,12,2,14
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,38,10,38,10,48
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,120,2,120,2,122
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1126,23,1126,23,1149
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,4,3,4,7
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,19,7,19,7,26
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,45,30,45,30,75
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,1,5,1,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,5,5,5,10
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,7,8,7,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,0,3,0,3
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,3,8,3,11
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,21,9,21,9,30
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,21,1,21,1,22
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,4,1,4,5
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,14,6,14,6,20
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,10,4,10,4,14
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,51,3,51,3,54
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,28,26,28,26,54
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,11,6,11,6,17
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,7,5,7,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,33,7,33,7,40
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,171,6,171,6,177
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,2,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,15,5,15,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,5,5,5,10
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,5,2,5,7
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,27,7,27,34
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,16,16,16,32
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,2,4,2,6
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,516,1,516,1,517
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,18,8,18,8,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,7,7,7,14
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,32,9,32,9,41
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,15,12,15,12,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,40,9,40,9,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,1,4,1,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,20,2,20,2,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,3,3,3,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,28,2,28,2,30
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,3,7,3,10
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,5,3,5,8
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,10,44,10,44,54
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,15,14,15,14,29
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,15,12,15,12,27
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,6,0,6,0,6
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,9,16,9,25
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,10,22,10,22,32
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,10,8,10,18
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,27,5,27,5,32
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,6,0,6,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,358,13,358,13,371
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,13,3,13,16
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,5,1,5,6
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,23,14,23,14,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,11,2,11,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,13,12,13,12,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,0,3,0,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,8,1,8,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,25,16,25,16,41
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,11,0,11,0,11
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,19,6,19,6,25
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,76,13,76,13,89
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,24,16,24,16,40
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,34,2,34,2,36
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,8,1,8,9
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,179,11,179,11,190
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,8,4,8,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,17,28,17,28,45
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,25,7,25,7,32
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,209,17,209,17,226
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,14,0,14,0,14
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,30,6,30,6,36
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,0,4,0,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,200,16,200,16,216
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,3,1,3,1,4
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,24,16,24,40
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,5,9,5,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,3,5,3,8
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,5,8,5,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,8,10,8,10,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,0,2,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,3,7,3,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,17,5,17,5,22
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,61,40,61,40,101
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,6,16,6,22
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,39,0,39,0,39
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,36,7,36,7,43
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,93,44,93,44,137
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,5,1,5,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,17,3,17,3,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,26,0,26,0,26
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,16,4,16,4,20
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,40,26,40,26,66
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,9,4,9,13
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,15,11,15,11,26
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,43,40,43,40,83
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,26,2,26,2,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,9,11,9,11,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,5,0,5,0,5
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,28,0,28,0,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,25,43,25,43,68
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,4,2,4,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,4,7,4,11
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,11,8,11,8,19
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,6,4,6,10
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,18,3,18,3,21
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,20,28,20,28,48
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,1493,33,1493,33,1526
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,24,2,24,2,26
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,25,6,25,6,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,4,4,4,4,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,2,8,2,8,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2010-04-01,7,5,7,5,12
