,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,TOTALES,TOTALES,TOTALES
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,12,9,12,21
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,38,41,38,41,79
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,3,7,3,7,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,8,9,8,17
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,0,8,0,8
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,8,2,8,10
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,6,11,6,11,17
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,11,4,11,4,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,7,6,7,6,13
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,44,9,44,9,53
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,9,20,9,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,4,4,4,8
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,22,11,22,11,33
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,64,41,64,41,105
CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,17,12,17,12,29
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,24,4,24,28
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,6,4,6,10
CHACARILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,1,2,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,44,31,44,31,75
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,10,7,10,7,17
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,79,15,79,94
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,1,4,1,5
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,24,10,24,10,34
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,23,14,23,14,37
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,0,3,0,3,3
CHOQUE COTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,21,15,21,36
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,7,8,7,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,15,8,15,23
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,18,23,18,23,41
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,16,13,16,13,29
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,89,6,89,6,95
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,11,36,11,36,47
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1068,65,1068,65,1133
COIPASA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,4,1,4,5
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,90,3,90,3,93
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,16,6,16,6,22
COLLANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,34,4,34,4,38
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,3,8,3,11
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,25,75,25,75,100
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,0,8,0,8
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,35,20,35,55
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,2,2,2,4
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,16,9,16,9,25
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,34,38,34,38,72
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,13,9,13,22
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,14,10,14,10,24
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,13,5,13,18
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,16,6,16,6,22
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,6,8,6,14
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,23,30,23,30,53
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,83,55,83,55,138
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,25,23,25,23,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,3,4,3,7
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,16,23,16,23,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,3,4,3,7
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,5,2,5,7
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,7,5,7,12
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1366,265,1366,265,1631
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,8,1,8,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,12,6,12,6,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,14,10,14,10,24
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,79,22,79,22,101
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,4,8,4,12
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,28,22,28,22,50
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,54,16,54,16,70
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,5,15,5,20
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,6,4,6,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,0,6,0,6,6
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,4,15,4,19
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,10,5,10,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,19,2,19,2,21
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,24,4,24,28
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,19,6,19,6,25
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,6,5,6,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,62,32,62,32,94
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,22,9,22,9,31
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,11,2,11,2,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,0,2,0,2,2
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,46,8,46,8,54
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,7,2,7,2,9
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,1,5,1,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,5,5,5,10
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,0,2,0,2
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,9,2,9,11
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,16,5,16,21
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,18,11,18,11,29
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,7,19,7,19,26
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,7,9,7,16
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,17,0,17,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,16,3,16,3,19
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,56,21,56,21,77
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,124,21,124,21,145
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1277,108,1277,108,1385
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,5,4,5,9
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,14,9,14,9,23
LAS CARRERAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,0,2,0,2,2
LLALLAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,37,60,37,60,97
LLICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,6,4,6,4,10
LORETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,2,8,2,10
LURIBAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,3,5,3,5,8
MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,2,4,2,6
MACHARETI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,7,9,7,16
MAGDALENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,17,8,17,8,25
MAIRANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,7,15,7,22
MALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,0,1,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,11,6,11,6,17
MECAPACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,13,17,13,17,30
MINEROS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,43,16,43,16,59
MIZQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,34,44,34,44,78
MOCOMOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,10,15,10,25
MOJINETE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,5,5,5,10
MONTEAGUDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,30,16,30,16,46
MONTERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,201,25,201,25,226
MORO MORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,25,5,25,30
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,10,5,10,15
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,3,1,3,4
OCURI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,49,15,49,64
OKINAWA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,6,20,6,26
OMEREQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,7,9,7,9,16
ORURO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,499,226,499,226,725
PADCAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,28,9,28,37
PADILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,7,5,7,12
PAILON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,21,78,21,78,99
PALCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,13,9,13,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,22,8,22,8,30
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,7,2,7,2,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,13,5,13,5,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,6,8,6,8,14
PASORAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,2,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,19,25,19,25,44
PAZÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,0,2,0,2
PELECHUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,11,4,11,15
POCOATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,6,50,6,50,56
POCONA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,14,17,14,17,31
POJO (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,16,9,16,9,25
POOPO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,6,2,6,2,8
PORCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,14,18,14,18,32
POROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,21,20,21,41
PORONGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,29,4,29,33
PORTACHUELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,38,6,38,6,44
PORVENIR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,3,8,3,11
POSTRER VALLE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,3,1,3,1,4
POTOSI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,320,49,320,49,369
PRESTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,21,4,21,25
PUCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,2,2,2,4
PUCARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,29,18,29,18,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,3,16,3,16,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,13,13,13,13,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,9,8,9,17
PUERTO PEREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,8,2,8,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,24,19,24,19,43
PUERTO RICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,3,5,3,8
PUERTO SILES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,18,12,18,12,30
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,84,30,84,30,114
PUNA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,28,19,28,19,47
PUNATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,40,3,40,3,43
QUIABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,3,3,3,3,6
QUILLACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,166,23,166,23,189
QUIME,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,0,13,0,13,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,3,25,3,25,28
REYES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,25,15,25,15,40
RIBERALTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,165,79,165,79,244
ROBORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,13,14,13,14,27
RURRENABAQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,18,18,18,18,36
SABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,3,0,3,0,3
SACABA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,207,26,207,26,233
SACABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,6,6,6,6,12
SACACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,33,20,33,53
SAIPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,13,8,13,8,21
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,9,2,9,11
SAMAIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,9,13,9,13,22
SAN AGUSTIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,11,6,11,6,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,3,2,3,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,12,6,12,6,18
SAN BENITO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,17,3,17,3,20
SAN BORJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,53,39,53,39,92
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,14,4,14,4,18
SAN CARLOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,32,1,32,1,33
SAN IGNACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,10,30,10,30,40
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,92,19,92,19,111
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,3,1,3,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,3,20,3,23
SAN JOAQUIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,5,9,5,9,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,23,19,23,19,42
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,14,10,14,10,24
SAN JULIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,41,32,41,32,73
SAN LORENZO(PND),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,2,23,2,23,25
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,18,20,18,38
SAN LUCAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,34,35,34,35,69
SAN MATIAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,24,17,24,17,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,6,3,6,3,9
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,8,2,8,2,10
SAN PEDRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,20,1,20,1,21
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,15,65,15,65,80
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,1,4,1,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2010-05-01,4,2,4,2,6
