,group,variable,month,ANTIROTAVIRICA 2RA. DOSIS,ANTIROTAVIRICA 2RA. DOSIS,TOTALES,TOTALES,TOTALES
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,19,2,19,2,21
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,86,5,86,5,91
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,1,9,1,10
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,32,10,32,10,42
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,58,1,58,1,59
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,8,2,8,2,10
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,15,0,15,0,15
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,0,2,0,2,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,23,2,23,2,25
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,3,5,3,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,21,1,21,1,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,16,10,16,26
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,15,5,15,5,20
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,7,4,7,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,93,22,93,22,115
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,17,7,17,7,24
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,12,2,12,2,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,0,3,0,3,3
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,59,13,59,13,72
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,1,6,1,7
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,3,2,3,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,2,5,2,7
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,4,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,4,2,4,6
ICLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,7,7,7,14
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,15,5,15,5,20
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,0,2,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,14,6,14,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,15,7,15,22
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,1,4,1,5
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,17,1,17,1,18
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,53,4,53,4,57
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,123,0,123,0,123
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1364,10,1364,10,1374
LA RIVERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,0,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,1,4,1,5
LAJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,20,3,20,3,23
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,4,3,4,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,59,39,59,39,98
LLICA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,2,3,2,5
LORETO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,4,3,4,7
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,3,3,3,6
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,1,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,8,5,8,5,13
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,21,9,21,9,30
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,19,0,19,0,19
MALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,29,4,29,4,33
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,24,9,24,33
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,37,11,37,11,48
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,49,33,49,33,82
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,12,15,12,15,27
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,5,6,5,11
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,32,14,32,14,46
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,210,2,210,2,212
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,2,2,2,4
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,18,6,18,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,2,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,0,3,0,3
OCURI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,22,39,22,39,61
OKINAWA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,23,4,23,4,27
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,5,4,5,9
ORURO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,599,3,599,3,602
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,20,5,20,5,25
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,7,3,7,10
PAILON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,32,14,32,14,46
PALCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,12,7,12,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,38,11,38,11,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,0,10,0,10
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,12,3,12,3,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,5,2,5,7
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,2,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,26,2,26,2,28
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,0,5,0,5
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,7,3,7,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,51,11,51,62
POCONA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,14,9,14,23
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,20,17,20,17,37
POOPO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,1,4,1,5
PORCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,13,1,13,1,14
POROMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,17,20,17,20,37
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,14,6,14,6,20
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,32,0,32,0,32
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,0,11,0,11
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,392,10,392,10,402
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,16,5,16,21
PUCARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,1,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,28,19,28,19,47
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,8,6,8,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,4,11,4,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,5,10,5,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,4,3,4,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,23,5,23,5,28
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,12,2,12,2,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,22,2,22,2,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,107,8,107,8,115
PUNA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,24,26,24,26,50
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,59,0,59,0,59
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,191,4,191,4,195
QUIME,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,3,11,3,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,36,7,36,43
REYES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,32,7,32,7,39
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,175,20,175,20,195
ROBORE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,0,7,0,7
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,23,2,23,2,25
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,194,12,194,12,206
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,3,6,3,9
SACACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,28,23,28,23,51
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,15,3,15,3,18
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,3,7,3,10
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,8,16,8,16,24
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,16,6,16,6,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,4,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,5,10,5,15
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,21,7,21,7,28
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,65,15,65,15,80
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,15,2,15,2,17
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,30,0,30,0,30
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,56,8,56,8,64
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,98,32,98,32,130
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,2,7,2,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,26,0,26,0,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,8,0,8,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,26,1,26,1,27
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,17,1,17,1,18
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,27,15,27,15,42
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,8,10,8,10,18
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,26,14,26,14,40
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,34,40,34,40,74
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,19,0,19,0,19
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,17,12,17,12,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,1,9,1,10
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,20,0,20,0,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,20,23,20,23,43
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,3,4,3,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,3,4,3,7
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,0,10,0,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,0,6,0,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,19,3,19,3,22
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,27,24,27,24,51
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1858,71,1858,71,1929
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,16,0,16,0,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,27,8,27,8,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,2,3,2,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,13,2,13,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,3,5,3,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,0,3,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,1,7,1,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,4,5,4,9
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,5,4,5,9
SENA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,1,10,1,11
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,40,0,40,0,40
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,11,7,11,18
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,3,2,3,5
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,57,4,57,4,61
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,6,9,6,15
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,18,5,18,23
SORATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,23,23,23,23,46
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,527,18,527,18,545
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,13,9,13,9,22
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,8,9,8,17
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,10,6,10,16
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,37,18,37,18,55
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,20,19,20,19,39
TARACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,5,1,5,6
TARATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,15,3,15,3,18
TARIJA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,375,14,375,14,389
TARVITA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,8,14,8,14,22
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,3,9,3,12
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,11,11,11,22
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,19,24,19,24,43
TIPUANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,0,4,0,4
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,112,7,112,7,119
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,29,11,29,11,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,2,7,2,9
TOLATA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,0,10,0,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,1,6,1,7
TOMAVE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,10,10,10,20
TOMINA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,10,8,10,8,18
TORO TORO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,14,3,14,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,18,6,18,6,24
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,4,7,4,11
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,182,7,182,7,189
TUPIZA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,44,13,44,13,57
TURCO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,2,7,2,9
UMALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,0,9,0,9,9
UNCIA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,37,12,37,12,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,20,3,20,3,23
URUBICHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,9,2,9,11
UYUNI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,33,0,33,0,33
VACAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,10,3,10,13
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,32,1,32,1,33
VIACHA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,70,5,70,5,75
VILA VILA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,4,2,4,2,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,19,8,19,8,27
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,44,15,44,15,59
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,0,2,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,6,0,6,0,6
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,7,11,7,18
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,119,14,119,14,133
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,7,9,7,16
VILLAZON,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,83,5,83,5,88
VINTO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,92,1,92,1,93
VITICHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,10,11,10,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,121,30,121,30,151
YACO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,3,7,3,7,10
YACUIBA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,155,22,155,22,177
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,9,6,9,6,15
YANACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,5,3,5,3,8
YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,87,4,87,4,91
YOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,11,7,11,7,18
YOTALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,12,6,12,6,18
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,2,10,2,10,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-03-01,7,3,7,3,10
ACACIO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,6,6,6,6,12
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,46,38,46,38,84
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,5,9,5,9,14
AIQUILE,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,29,6,29,6,35
ALALAY,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,4,2,4,2,6
ALCALA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,1,0,1,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,20,8,20,8,28
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,6,20,6,20,26
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,1,1,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,4,1,4,1,5
ANZALDO,vacunaciones en menores de 1 ano,antirotavirica 2ra. dosis,2010-04-01,4,12,4,12,16
