,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
TUPIZA,vacunaciones en menores de 1 ano,bcg,2010-04-01,72,10,72,10,82
TURCO,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,5,1,5,6
UMALA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,11,2,11,13
UNCIA,vacunaciones en menores de 1 ano,bcg,2010-04-01,23,11,23,11,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2010-04-01,7,5,7,5,12
URUBICHA,vacunaciones en menores de 1 ano,bcg,2010-04-01,13,0,13,0,13
UYUNI,vacunaciones en menores de 1 ano,bcg,2010-04-01,51,2,51,2,53
VACAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,14,5,14,19
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2010-04-01,33,0,33,0,33
VIACHA,vacunaciones en menores de 1 ano,bcg,2010-04-01,68,5,68,5,73
VILA VILA,vacunaciones en menores de 1 ano,bcg,2010-04-01,2,0,2,0,2
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,5,0,5,5
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2010-04-01,92,4,92,4,96
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2010-04-01,3,0,3,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,6,3,6,9
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2010-04-01,19,14,19,14,33
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2010-04-01,133,21,133,21,154
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2010-04-01,4,0,4,0,4
VILLAZON,vacunaciones en menores de 1 ano,bcg,2010-04-01,65,2,65,2,67
VINTO,vacunaciones en menores de 1 ano,bcg,2010-04-01,75,0,75,0,75
VITICHI,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,21,5,21,26
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2010-04-01,0,2,0,2,2
WARNES,vacunaciones en menores de 1 ano,bcg,2010-04-01,112,3,112,3,115
YACO,vacunaciones en menores de 1 ano,bcg,2010-04-01,3,14,3,14,17
YACUIBA,vacunaciones en menores de 1 ano,bcg,2010-04-01,143,15,143,15,158
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,6,2,6,2,8
YANACACHI,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-04-01,62,11,62,11,73
YOCALLA,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,8,4,8,12
YOTALA,vacunaciones en menores de 1 ano,bcg,2010-04-01,5,4,5,4,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2010-04-01,4,4,4,4,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2010-04-01,1,6,1,6,7
ACACIO,vacunaciones en menores de 1 ano,bcg,2010-05-01,5,11,5,11,16
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2010-05-01,50,35,50,35,85
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,6,10,6,16
AIQUILE,vacunaciones en menores de 1 ano,bcg,2010-05-01,41,18,41,18,59
ALALAY,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,9,3,9,12
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2010-05-01,12,6,12,6,18
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,23,1,23,24
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,1,1,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,3,0,3,3
ANZALDO,vacunaciones en menores de 1 ano,bcg,2010-05-01,6,10,6,10,16
APOLO,vacunaciones en menores de 1 ano,bcg,2010-05-01,14,29,14,29,43
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,5,2,5,7
ARANI,vacunaciones en menores de 1 ano,bcg,2010-05-01,8,2,8,2,10
ARBIETO,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,14,2,14,16
ARQUE,vacunaciones en menores de 1 ano,bcg,2010-05-01,23,6,23,6,29
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2010-05-01,58,1,58,1,59
ATOCHA,vacunaciones en menores de 1 ano,bcg,2010-05-01,17,1,17,1,18
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,8,3,8,11
AYATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,9,7,9,7,16
AYO AYO,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,3,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2010-05-01,24,28,24,28,52
AZURDUY,vacunaciones en menores de 1 ano,bcg,2010-05-01,9,6,9,6,15
BATALLAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,16,13,16,13,29
BAURES,vacunaciones en menores de 1 ano,bcg,2010-05-01,11,0,11,0,11
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,1,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,7,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,bcg,2010-05-01,72,2,72,2,74
BETANZOS,vacunaciones en menores de 1 ano,bcg,2010-05-01,27,56,27,56,83
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,18,2,18,20
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,2,2,2,4
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,6,2,6,8
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,13,4,13,17
CABEZAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,15,64,15,64,79
CAIROMA,vacunaciones en menores de 1 ano,bcg,2010-05-01,14,5,14,5,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2010-05-01,2,11,2,11,13
CAJUATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,11,7,11,7,18
CALACOTO,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,14,1,14,15
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,17,0,17,17
CAMARGO,vacunaciones en menores de 1 ano,bcg,2010-05-01,26,6,26,6,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2010-05-01,3,1,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,bcg,2010-05-01,87,4,87,4,91
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,17,13,17,13,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,10,3,10,13
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2010-05-01,24,11,24,11,35
CARANAVI,vacunaciones en menores de 1 ano,bcg,2010-05-01,101,27,101,27,128
CARAPARI,vacunaciones en menores de 1 ano,bcg,2010-05-01,11,1,11,1,12
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,20,0,20,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,4,0,4,4
CATACORA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,2,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,36,23,36,23,59
CHAQUI,vacunaciones en menores de 1 ano,bcg,2010-05-01,18,5,18,5,23
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2010-05-01,20,54,20,54,74
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,25,7,25,32
CHIMORE,vacunaciones en menores de 1 ano,bcg,2010-05-01,12,10,12,10,22
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2010-05-01,18,7,18,7,25
CHUMA,vacunaciones en menores de 1 ano,bcg,2010-05-01,14,11,14,11,25
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,15,1,15,16
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,21,18,21,18,39
CLIZA,vacunaciones en menores de 1 ano,bcg,2010-05-01,23,14,23,14,37
COBIJA,vacunaciones en menores de 1 ano,bcg,2010-05-01,114,0,114,0,114
COCAPATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,20,10,20,30
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2010-05-01,1356,46,1356,46,1402
COIPASA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2010-05-01,105,0,105,0,105
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2010-05-01,10,1,10,1,11
COLLANA,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,4,1,4,5
COLOMI,vacunaciones en menores de 1 ano,bcg,2010-05-01,31,6,31,6,37
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2010-05-01,6,1,6,1,7
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2010-05-01,12,79,12,79,91
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,4,2,4,6
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,34,2,34,36
COMANCHE,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,3,0,3,3
COMARAPA,vacunaciones en menores de 1 ano,bcg,2010-05-01,34,6,34,6,40
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2010-05-01,29,13,29,13,42
COPACABANA,vacunaciones en menores de 1 ano,bcg,2010-05-01,13,12,13,12,25
CORIPATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,5,10,5,15
CORO CORO,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,10,1,10,11
COROICO,vacunaciones en menores de 1 ano,bcg,2010-05-01,32,3,32,3,35
CORQUE,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,6,1,6,7
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2010-05-01,12,32,12,32,44
COTOCA,vacunaciones en menores de 1 ano,bcg,2010-05-01,99,19,99,19,118
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,29,29,29,29,58
CUEVO,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,2,4,2,6
CULPINA,vacunaciones en menores de 1 ano,bcg,2010-05-01,28,8,28,8,36
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,9,1,9,10
CURVA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,4,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,8,3,8,11
EL ALTO,vacunaciones en menores de 1 ano,bcg,2010-05-01,1668,38,1668,38,1706
EL CHORO,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,3,2,3,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2010-05-01,8,3,8,3,11
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2010-05-01,6,5,6,5,11
EL TORNO,vacunaciones en menores de 1 ano,bcg,2010-05-01,74,6,74,6,80
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,2,4,2,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2010-05-01,15,9,15,9,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2010-05-01,42,6,42,6,48
ESCARA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,2,0,2,2
ESCOMA,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,1,7,1,8
ESMERALDA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,2,1,2,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2010-05-01,0,6,0,6,6
EXALTACION,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,6,10,6,16
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,22,3,22,25
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2010-05-01,23,3,23,3,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2010-05-01,3,24,3,24,27
GUANAY,vacunaciones en menores de 1 ano,bcg,2010-05-01,13,3,13,3,16
GUAQUI,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,7,0,7,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2010-05-01,106,6,106,6,112
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2010-05-01,8,7,8,7,15
HUACARETA,vacunaciones en menores de 1 ano,bcg,2010-05-01,13,3,13,3,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2010-05-01,0,8,0,8,8
HUANUNI,vacunaciones en menores de 1 ano,bcg,2010-05-01,41,1,41,1,42
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,7,2,7,9
HUARINA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,9,2,9,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,7,2,7,9
HUMANATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,4,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,4,2,4,6
ICLA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,7,3,7,10
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2010-05-01,12,20,12,20,32
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2010-05-01,0,10,0,10,10
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2010-05-01,5,25,5,25,30
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2010-05-01,1,28,1,28,29
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,14,0,14,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,10,7,10,17
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,79,16,79,16,95
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2010-05-01,96,9,96,9,105
LA PAZ,vacunaciones en menores de 1 ano,bcg,2010-05-01,1722,1,1722,1,1723
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,9,2,9,2,11
LAJA,vacunaciones en menores de 1 ano,bcg,2010-05-01,5,21,5,21,26
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,1,3,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2010-05-01,41,44,41,44,85
LLICA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,4,0,4,4
LORETO,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,3,0,3,3
LURIBAY,vacunaciones en menores de 1 ano,bcg,2010-05-01,6,1,6,1,7
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2010-05-01,5,1,5,1,6
MACHARETI,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,5,10,5,15
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2010-05-01,20,7,20,7,27
MAIRANA,vacunaciones en menores de 1 ano,bcg,2010-05-01,21,1,21,1,22
MALLA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,bcg,2010-05-01,22,6,22,6,28
MECAPACA,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,7,7,7,14
MINEROS,vacunaciones en menores de 1 ano,bcg,2010-05-01,34,8,34,8,42
MIZQUE,vacunaciones en menores de 1 ano,bcg,2010-05-01,31,27,31,27,58
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,9,19,9,19,28
MOJINETE,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,9,7,9,16
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2010-05-01,51,3,51,3,54
MONTERO,vacunaciones en menores de 1 ano,bcg,2010-05-01,375,0,375,0,375
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,6,26,6,26,32
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2010-05-01,4,7,4,7,11
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2010-05-01,0,4,0,4,4
OCURI,vacunaciones en menores de 1 ano,bcg,2010-05-01,19,47,19,47,66
OKINAWA,vacunaciones en menores de 1 ano,bcg,2010-05-01,20,6,20,6,26
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,17,1,17,18
ORURO,vacunaciones en menores de 1 ano,bcg,2010-05-01,602,22,602,22,624
PADCAYA,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,12,7,12,19
PADILLA,vacunaciones en menores de 1 ano,bcg,2010-05-01,22,3,22,3,25
PAILON,vacunaciones en menores de 1 ano,bcg,2010-05-01,60,85,60,85,145
PALCA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,21,3,21,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2010-05-01,29,23,29,23,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,1,3,1,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,3,7,3,10
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,6,2,6,8
PASORAPA,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,0,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2010-05-01,41,5,41,5,46
PAZÑA,vacunaciones en menores de 1 ano,bcg,2010-05-01,6,1,6,1,7
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,11,2,11,13
POCOATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,41,3,41,44
POCONA,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,13,10,13,23
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2010-05-01,20,8,20,8,28
POOPO,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,0,4,0,4
PORCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,17,4,17,4,21
POROMA,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,14,10,14,24
PORONGO,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,11,4,11,15
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2010-05-01,47,0,47,0,47
PORVENIR,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,3,3,3,6
POTOSI,vacunaciones en menores de 1 ano,bcg,2010-05-01,478,16,478,16,494
PRESTO,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,16,4,16,20
PUCARANI,vacunaciones en menores de 1 ano,bcg,2010-05-01,25,29,25,29,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,15,0,15,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,33,1,33,34
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,8,3,8,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,13,2,13,15
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2010-05-01,18,25,18,25,43
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,2,7,2,9
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2010-05-01,52,1,52,1,53
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2010-05-01,140,12,140,12,152
PUNA,vacunaciones en menores de 1 ano,bcg,2010-05-01,18,16,18,16,34
PUNATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,62,4,62,4,66
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,2,0,2,2
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2010-05-01,211,1,211,1,212
QUIME,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,4,0,4,4
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2010-05-01,16,29,16,29,45
REYES,vacunaciones en menores de 1 ano,bcg,2010-05-01,11,30,11,30,41
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,291,33,291,33,324
ROBORE,vacunaciones en menores de 1 ano,bcg,2010-05-01,37,8,37,8,45
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2010-05-01,27,22,27,22,49
SABAYA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,1,2,1,3
SACABA,vacunaciones en menores de 1 ano,bcg,2010-05-01,221,2,221,2,223
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2010-05-01,6,0,6,0,6
SACACA,vacunaciones en menores de 1 ano,bcg,2010-05-01,36,18,36,18,54
SAIPINA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,4,3,4,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,4,7,4,11
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,4,3,4,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,0,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,0,3,0,3
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,3,3,3,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,5,1,5,1,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,5,7,5,12
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2010-05-01,10,2,10,2,12
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2010-05-01,71,43,71,43,114
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2010-05-01,15,6,15,6,21
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2010-05-01,53,3,53,3,56
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2010-05-01,30,17,30,17,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,114,9,114,9,123
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2010-05-01,3,0,3,0,3
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2010-05-01,32,0,32,0,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,9,3,9,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2010-05-01,26,76,26,76,102
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2010-05-01,11,4,11,4,15
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2010-05-01,72,13,72,13,85
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2010-05-01,3,23,3,23,26
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2010-05-01,10,8,10,8,18
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,35,27,35,27,62
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,29,11,29,11,40
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,19,2,19,2,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2010-05-01,7,1,7,1,8
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2010-05-01,18,1,18,1,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,15,75,15,75,90
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,4,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2010-05-01,0,11,0,11,11
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,9,2,9,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,6,2,6,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2010-05-01,30,0,30,0,30
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2010-05-01,24,0,24,0,24
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3520,52,3520,52,3572
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2010-05-01,17,2,17,2,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2010-05-01,17,4,17,4,21
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,7,0,7,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2010-05-01,5,6,5,6,11
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,9,3,9,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2010-05-01,4,4,4,4,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,6,1,6,7
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2010-05-01,1,20,1,20,21
SENA,vacunaciones en menores de 1 ano,bcg,2010-05-01,6,17,6,17,23
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2010-05-01,68,0,68,0,68
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2010-05-01,4,35,4,35,39
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2010-05-01,43,0,43,0,43
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2010-05-01,11,6,11,6,17
SORACACHI,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,12,3,12,15
SORATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,20,34,20,34,54
SUCRE,vacunaciones en menores de 1 ano,bcg,2010-05-01,485,21,485,21,506
TACACHI,vacunaciones en menores de 1 ano,bcg,2010-05-01,3,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,bcg,2010-05-01,9,8,9,8,17
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2010-05-01,8,15,8,15,23
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2010-05-01,5,7,5,7,12
TAHUA,vacunaciones en menores de 1 ano,bcg,2010-05-01,2,1,2,1,3
TAPACARI,vacunaciones en menores de 1 ano,bcg,2010-05-01,27,22,27,22,49
TARABUCO,vacunaciones en menores de 1 ano,bcg,2010-05-01,19,10,19,10,29
TARACO,vacunaciones en menores de 1 ano,bcg,2010-05-01,0,3,0,3,3
TARATA,vacunaciones en menores de 1 ano,bcg,2010-05-01,14,1,14,1,15
