,group,variable,month,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BENITO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,12,16,12,16,28
SAN BORJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,36,112,36,112,148
SAN BUENA VENTURA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,10,0,10,0,10
SAN CARLOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,32,4,32,4,36
SAN IGNACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,48,3,48,3,51
SAN IGNACIO DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,148,92,148,92,240
SAN JAVIER(BNI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,10,0,10,0,10
SAN JOAQUIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,4,0,4,0,4
SAN JUAN DE YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,3,11,3,11,14
SAN JULIAN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,40,55,40,55,95
SAN LORENZO(PND),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,2,20,2,20,22
SAN LORENZO(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,8,210,8,210,218
SAN LUCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,42,80,42,80,122
SAN MATIAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,19,2,19,2,21
SAN MIGUEL DE VELASCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,30,10,30,10,40
SAN PEDRO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,33,64,33,64,97
SAN PEDRO DE BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,24,1,24,25
SAN PEDRO DE CURAHUARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,9,165,9,165,174
SAN RAFAEL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,3,5,3,8
SAN RAMON BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,5,5,5,10
SAN RAMON SCZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,0,5,0,5
SANTA ANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,15,63,15,63,78
SANTA CRUZ DE LA SIERRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,2466,2363,2466,2363,4829
SANTA ROSA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,12,18,12,18,30
SANTA ROSA DEL SARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,19,6,19,6,25
SANTIAGO DE CALLAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,2,1,2,3
SANTIAGO DE HUARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,2,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,3,0,3,0,3
SANTIVAÑES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,6,15,6,15,21
SANTUARIO DE QUILLACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,5,1,5,6
SAPAHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,0,18,0,18,18
SENA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,0,5,0,5
SHINAOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,17,11,17,11,28
SICA SICA (VILLA AROMA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,3,0,3,0,3
SIPE SIPE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,46,22,46,22,68
SOPACHUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,3,0,3,0,3
SORACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,3,3,3,3,6
SORATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,157,5,157,162
SUCRE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,232,477,232,477,709
TACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,3,0,3,0,3
TACACOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,7,2,7,2,9
TACOBAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,4,1,4,5
TACOPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,2,5,2,7
TAPACARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,32,41,32,41,73
TARABUCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,242,35,242,35,277
TARACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,3,1,3,4
TARATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,12,67,12,67,79
TARIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,310,7,310,7,317
TARVITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,49,69,49,69,118
TEOPONTE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,6,5,6,5,11
TIAWANACU,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,16,99,16,99,115
TINGUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,29,19,29,19,48
TIPUANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,13,0,13,0,13
TIQUIPAYA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,99,45,99,45,144
TIRAQUE (CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,18,76,18,76,94
TOCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,2,19,2,19,21
TOLATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,7,19,7,19,26
TOLEDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,0,27,0,27,27
TOMAVE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,7,0,7,0,7
TOMINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,2,9,2,9,11
TORO TORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,6,1,6,1,7
TOTORA(CBBA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,21,6,21,6,27
TOTORA(ORR),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,4,0,4,0,4
TRIGAL,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,0,16,0,16,16
TRINIDAD,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,208,43,208,43,251
TUPIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,63,5,63,5,68
TURCO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,0,12,0,12,12
UNCIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,5,245,5,245,250
URIONDO (A. CONCEPCION),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,11,0,11,0,11
URUBICHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,10,21,10,21,31
UYUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,102,27,102,27,129
VACAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,6,580,6,580,586
VALLEGRANDE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,20,113,20,113,133
VIACHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,115,8,115,8,123
VILA VILA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,6,0,6,0,6
VILLA CHARCAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,7,1,7,1,8
VILLA MONTES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,72,1181,72,1181,1253
VILLA RIVERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,7,3,7,3,10
VILLA SERRANO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,8,6,8,6,14
VILLA TUNARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,85,450,85,450,535
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,1,3,1,3,4
VILLAZON,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,54,19,54,19,73
VINTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,104,33,104,33,137
VITICHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,4,6,4,6,10
WARNES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,84,242,84,242,326
YACO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,0,3,0,3,3
YACUIBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,95,20,95,20,115
YAMPARAEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,55,17,55,17,72
YANACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,13,0,13,0,13
YAPACANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,35,12,35,12,47
YOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,2,102,2,102,104
YOTALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,14,10,14,10,24
YUNCHARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,4,12,4,12,16
ZUDAÑEZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-04-01,7,7,7,7,14
ACACIO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,6,1,6,7
ACHACACHI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,29,49,29,49,78
ACHOCALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,6,9,6,9,15
AIQUILE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,17,5,17,5,22
ALALAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,3,0,3,3
ALCALA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,6,0,6,6
ALTO BENI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,49,17,49,17,66
ANCORAIMES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,10,5,10,5,15
ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,2,3,2,5
ANTEQUERA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,14,0,14,14
ANZALDO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,13,74,13,74,87
APOLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,32,5,32,37
ARAMPAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,7,4,7,4,11
ARANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,10,10,10,10,20
ARBIETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,76,3,76,79
ARQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,21,5,21,26
ASCENCION DE GUARAYOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,47,14,47,14,61
ATOCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,12,50,12,50,62
AYATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,2,0,2,0,2
AYO AYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,18,136,18,136,154
AZURDUY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,4,10,4,10,14
BATALLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,32,32,32,32,64
BAURES,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,4,0,4,0,4
BELEN DE ANDAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,4,0,4,0,4
BELEN DE URMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,5,0,5,5
BELLA FLOR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,16,0,16,16
BERMEJO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,34,163,34,163,197
BETANZOS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,29,32,29,32,61
BOLIVAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,6,5,6,11
BOLPEBRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,2,5,2,7
BOYUIBE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,2,7,2,7,9
BUENA VISTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,19,59,19,59,78
CABEZAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,31,59,31,59,90
CAIROMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,24,3,24,27
"CAIZA ""D""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,10,1,10,11
CAJUATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,1,3,1,4
CALACOTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,9,3,9,12
CALAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,2,1,2,3
CAMARGO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,7,0,7,7
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,1,5,1,6
CAMIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,36,123,36,123,159
CAPINOTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,7,84,7,84,91
CAQUIAVIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,8,48,8,48,56
CARACOLLO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,4,44,4,44,48
CARANAVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,66,94,66,94,160
CARAPARI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,26,55,26,55,81
CARIPUYO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,5,0,5,5
CARMEN RIVERO TORREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,30,5,30,35
CATACORA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,40,0,40,40
CHALLAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,18,19,18,19,37
CHAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,35,3,35,38
CHARAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,10,45,10,45,55
CHARAÑA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,4,1,4,5
CHAYANTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,32,112,32,112,144
CHIMORE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,28,10,28,10,38
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,8,16,8,16,24
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,4,0,4,4
CKOCHAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,9,7,9,7,16
CLIZA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,32,43,32,43,75
COBIJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,74,5,74,5,79
COCAPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,23,1,23,24
COCHABAMBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,614,2239,614,2239,2853
COLCAPIRHUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,49,26,49,26,75
"COLCHA ""K""",otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,6,8,6,8,14
COLLANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,0,1,0,1
COLOMI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,30,15,30,15,45
COLPA BELGICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,7,170,7,170,177
COLQUECHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,9,85,9,85,94
COLQUENCHA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,6,0,6,0,6
COLQUIRI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,31,5,31,36
COMANCHE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,2,3,2,5
COMARAPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,21,180,21,180,201
CONCEPCION,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,101,27,101,27,128
COPACABANA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,10,27,10,27,37
CORIPATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,13,39,13,39,52
CORO CORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,10,43,10,43,53
COROICO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,29,10,29,10,39
CORQUE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,4,5,4,5,9
COTAGAITA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,14,133,14,133,147
COTOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,33,299,33,299,332
CUATRO CAÑADAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,19,59,19,59,78
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,2,0,2,0,2
CUEVO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,9,0,9,9
CULPINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,41,35,41,35,76
CURAHUARA DE CARANGAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,6,0,6,6
CURVA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,2,3,2,3,5
DESAGUADERO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,21,8,21,8,29
EL ALTO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1222,2498,1222,2498,3720
EL CHORO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,2,0,2,2
EL PUENTE(STC),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,25,25,25,25,50
EL PUENTE(TJA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,13,85,13,85,98
EL TORNO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,56,486,56,486,542
EL VILLAR,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,37,33,37,33,70
ENTRE RIOS TRJ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,29,47,29,47,76
ENTRE RIOS CBBA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,54,34,54,34,88
ESCARA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,1,0,1,1
ESCOMA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,7,5,7,12
EUCALIPTUS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,7,1,7,8
EUREKA (SANTOS MERCADO),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,13,0,13,13
FERNANDEZ ALONSO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,14,40,14,40,54
FILADELFIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,15,1,15,16
GENERAL SAAVEDRA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,44,135,44,135,179
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,2,5,2,5,7
GUANAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,16,12,16,12,28
GUAQUI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,7,51,7,51,58
GUAYARAMERIN,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,53,5,53,5,58
GUTIERREZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,40,8,40,8,48
HUACARETA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,8,44,8,44,52
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,8,10,8,10,18
HUACHACALLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,2,0,2,0,2
HUANUNI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,20,37,20,37,57
HUARACAJE,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,4,1,4,5
HUARINA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,4,43,4,43,47
HUAYLLAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1,13,1,13,14
HUMANATA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,3,0,3,3
ICHOCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,27,0,27,27
ICLA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,2,8,2,8,10
INCAHUASI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,12,39,12,39,51
INGAVI (HUMAITA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,7,0,7,7
INQUISIVI,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,20,5,20,25
IRUPANA (VILLA DE LANZA),otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,5,45,5,45,50
IXIAMAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,8,4,8,4,12
JESUS DE MACHACA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,194,0,194,194
LA ASUNTA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,63,40,63,40,103
LA GUARDIA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,47,248,47,248,295
LA PAZ,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,1113,1525,1113,1525,2638
LAGUNILLAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,12,17,12,17,29
LAJA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,19,176,19,176,195
LAS CARRERAS,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,8,9,8,9,17
LICOMA PAMPA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,3,0,3,0,3
LLALLAGUA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,9,89,9,89,98
LLICA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,142,0,142,142
LORETO,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,58,40,58,40,98
LURIBAY,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,8,92,8,92,100
MACHACAMARCA,otras vacunaciones,mujeres de 10 a 49 anos 2da dosis de dt,2010-05-01,0,37,0,37,37
