municipality,group,variable,month,7. Días camas ocupadas maternidad,TOTAL
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,4,4
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,88,88
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,39,39
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,41,41
SAN PABLO DE LIPEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,12,12
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,19,19
SAN PEDRO DE CURAHUARA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
SAN PEDRO DE MACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,14,14
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,17,17
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,19,19
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,6,6
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,99,99
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,11771,11771
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,28,28
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,11,11
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
SAPAHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,3,3
SENA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,24,24
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,145,145
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,6,6
SICAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,3,3
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,40,40
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,17,17
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,13,13
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1230,1230
TACOBAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,4,4
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,28,28
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,3,3
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,7,7
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,709,709
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,42,42
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,8,8
TIAHUANACU,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
TINGUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,5,5
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,242,242
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,5,5
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,3,3
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,30,30
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,997,997
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,144,144
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,11,11
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,12,12
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,126,126
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,5,5
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,227,227
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,222,222
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,4,4
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,22,22
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,147,147
VILLA NUEVA (LOMA ALTA),internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,12,12
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,559,559
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,16,16
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,115,115
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,198,198
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,592,592
YACO,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,1,1
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,317,317
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,8,8
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,184,184
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,2,2
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2024-04-01,31,31
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,177,177
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,10,10
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,62,62
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
ANDAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,9,9
ARAMPAMPA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,154,154
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,125,125
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,2,2
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,53,53
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,10,10
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,6,6
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,78,78
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,11,11
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,8,8
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,13,13
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,21,21
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,62,62
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,29,29
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,17,17
CAQUIAVIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,8,8
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,26,26
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,275,275
CARAPARI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,10,10
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,77,77
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,92,92
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,11,11
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,25,25
CHUA COCANI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,116,116
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,12,12
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,7,7
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,187,187
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,575,575
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,10,10
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4722,4722
COIPASA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,2,2
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,136,136
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,38,38
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,17,17
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,6,6
COMANCHE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,48,48
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,30,30
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,14,14
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,35,35
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,6,6
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,16,16
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,50,50
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,22,22
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,36,36
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3343,3343
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,10,10
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,6,6
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,180,180
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,14,14
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,59,59
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,12,12
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,12,12
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
GAIOC JATUN AYLLU YURA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,2,2
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,24,24
GUAQUI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,252,252
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,26,26
HUACARAJE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,7,7
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,7,7
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,59,59
HUMANATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
ICHOCA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,8,8
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,13,13
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,10,10
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,9,9
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,8,8
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,52,52
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,173,173
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4830,4830
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,7,7
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,266,266
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,2,2
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,47,47
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,60,60
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,21,21
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,15,15
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,21,21
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,5,5
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,151,151
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,717,717
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
NAZACARA DE PACAJES,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,21,21
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,7,7
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,3,3
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1848,1848
PADCAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,25,25
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,92,92
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,36,36
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,7,7
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,1,1
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,97,97
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,6,6
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,13,13
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,12,12
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,4,4
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2024-05-01,11,11
