,group,variable,month,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTAL PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
PRESTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,1,6,7,17
PUCARANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,7,11,5,29
PUERTO ACOSTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,3,6,11
PUERTO CARABUCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,2,5,3,14
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,1,5,7,15
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,7,12,0,0,19
PUERTO RICO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,3,0,0,7
PUERTO SILES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,1,3,2,6
PUERTO SUAREZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,14,8,0,0,22
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,16,19,1,2,38
PUNA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,5,5,2,5,17
PUNATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,10,8,1,3,22
QUIABAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,1,3,1,5
QUILLACOLLO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,21,21,25,31,98
QUIME,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,1,0,0,7
QUIRUSILLAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,3,3,0,7
RAVELO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,2,11,11,27
REYES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,7,0,0,10
RIBERALTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,34,44,99,93,270
ROBORE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,10,9,16,19,54
RURRENABAQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,5,4,2,1,12
SACABA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,32,25,30,24,111
SACABAMBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,1,2,5
SACACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,1,0,3
SAIPINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,0,0,0,1
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,5,4,1,11
SAMAIPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,5,8,0,0,13
SAN ANDRES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,4,2,2,14
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,4,5,11
SAN BENITO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,1,4,1,9
SAN BORJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,25,20,7,6,58
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,3,3,2,11
SAN CARLOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,6,0,0,7
SAN IGNACIO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,26,11,8,6,51
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,9,7,0,2,18
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,1,0,0,3
SAN JAVIER(STC),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,4,0,3,13
SAN JOAQUIN,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,5,2,0,0,7
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,3,0,0,9
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,4,7,5,19
SAN JULIAN,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,4,8,9,27
SAN LORENZO(PND),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,0,3,3,6
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,8,4,3,1,16
SAN LUCAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,9,8,12,5,34
SAN MATIAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,0,4,3,8
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,10,8,0,8,26
SAN PEDRO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,2,0,0,6
SAN PEDRO DE CURAHUARA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,3,2,0,8
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,1,0,1,5
SAN RAFAEL,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,1,0,0,4
SAN RAMON BENI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,3,2,2,9
SAN RAMON SCZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,10,4,0,0,14
SANTA ANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,6,4,6,17
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,404,367,60,37,868
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,14,8,5,6,33
SANTIAGO DE CALLAPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,0,0,1,1
SANTIAGO DE HUARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,0,1,0,2
SANTIAGO DE HUATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,1,2,2,6
SANTIAGO DE MACHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,3,0,0,6
SANTIVAÑES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,3,2,1,8
SANTUARIO DE QUILLACAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,0,2,0,2
SAPAHAQUI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,3,0,2,6
SENA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,7,3,0,0,10
SHINAOTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,8,3,5,2,18
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,5,3,10
SIPE SIPE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,8,8,3,23
SOPACHUY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,3,1,6
SORACACHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,0,2,3,5
SORATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,5,5,3,4,17
SUCRE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,110,123,166,171,570
TACACHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,1,0,1,2
TACACOMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,1,1,1,4
TACOBAMBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,1,1,2,4
TACOPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,3,5,4,12
TAPACARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,1,5,5,14
TARABUCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,3,1,1,9
TARACO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,5,0,1,1,7
TARATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,2,0,1,4
TARIJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,114,86,17,10,227
TARVITA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,3,7,8,20
TEOPONTE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,4,0,2,10
TINGUIPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,1,3,5,9
TIQUIPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,18,8,2,3,31
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,1,4,13,19
TOCO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,1,0,1,4
TOLATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,1,0,1,4
TOMINA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,5,5,2,7,19
TOTORA(CBBA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,2,4,5,15
TOTORA(ORR),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,0,0,2
TRIGAL,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,1,3,3,7
TRINIDAD,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,20,23,10,15,68
TUPIZA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,33,24,14,9,80
UMALA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,0,1,3
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,4,0,0,8
URUBICHA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,15,15,0,0,30
UYUNI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,0,0,0,2
VACAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,3,5,4,15
VALLEGRANDE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,10,6,2,3,21
VIACHA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,30,16,3,12,61
VILLA CHARCAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,4,0,4,14
VILLA MONTES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,21,21,16,15,73
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,1,2,1,7
VILLA RIVERO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,1,0,0,2
VILLA SERRANO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,3,2,2,3,10
VILLA TUNARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,16,18,2,4,40
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,8,4,2,3,17
VILLAZON,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,15,15,4,1,35
VINTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,18,17,2,0,37
VITICHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,0,0,0,1
WARNES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,55,32,4,7,98
YACO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,0,2,0,0,2
YACUIBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,33,39,17,10,99
YAMPARAEZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,2,3,1,8
YAPACANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,6,5,7,5,23
YOCALLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,0,2,3,6
YOTALA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,4,5,8,3,20
YUNCHARA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,1,2,9,3,15
ZUDAÑEZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-03-01,2,1,4,4,11
ACACIO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,2,29,22,57
ACHACACHI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,3,9,8,4,24
ACHOCALLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,7,38,22,71
AIQUILE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,8,1,3,16
ALALAY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,0,0,0,1
ALCALA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,1,3,0,5
ALTO BENI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,26,18,8,6,58
ANCORAIMES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,2,3,3,4,12
ANDAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,1,2,7,11
ANTEQUERA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,1,5,1,8
ANZALDO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,1,6,7,15
APOLO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,12,11,24,16,63
ARAMPAMPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,2,10,8,21
ARANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,3,4,6,11,24
ARBIETO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,5,5,4,5,19
ARQUE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,5,6,9,8,28
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,12,11,10,8,41
ATOCHA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,5,13,4,23
AUCAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,3,5
AYATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,2,0,1,3
AYO AYO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,4,13,18,39
AZURDUY,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,11,5,0,20
BATALLAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,2,1,4,6,13
BAURES,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,3,1,5,3,12
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,1,0,0,1
BELEN DE URMIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,3,1,2,6
BELLA FLOR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,3,5,5,13
BERMEJO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,35,30,41,36,142
BETANZOS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,11,25,25,33,94
BOLIVAR,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,2,2,5,1,10
BOLPEBRA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,1,3
BOYUIBE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,4,0,0,8
BUENA VISTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,26,15,35,20,96
CABEZAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,4,15,12,35
CAIROMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,6,6,2,5,19
"CAIZA ""D""",vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,3,4,2,13
CAJUATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,7,12,0,0,19
CALACOTO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,0,2,4,7
CALAMARCA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,4,7,12,27
CAMARGO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,6,5,1,1,13
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,1,0,1,3
CAMIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,23,23,36,18,100
CAPINOTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,4,16,17,37
CAQUIAVIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,2,2,4,9
CARACOLLO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,9,7,12,3,31
CARANAVI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,28,20,28,32,108
CARAPARI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,10,8,18,26,62
CARIPUYO,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,5,7
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,2,7,13,22
CATACORA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,5,1,6
CHACARILLA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,2,2,0,5
CHALLAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,6,9,20,15,50
CHAQUI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,3,5,7,19
CHARAGUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,1,42,33,76
CHARAÑA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,1,3,4
CHAYANTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,58,57,115
CHIMORE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,6,9,3,4,22
CHIPAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,1,2,3
CHOQUE COTA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,3,1,4
CHUA COCANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,1,1,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,6,11,8,29
CHUMA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,6,9,12,6,33
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,4,7,13,25
CKOCHAS,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,10,2,8,16,36
CLIZA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,11,6,3,0,20
COBIJA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,8,14,24,14,60
COCAPATA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,6,8,13,9,36
COCHABAMBA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,185,145,139,152,621
COIPASA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,0,0,1,1
COLCAPIRHUA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,8,12,5,7,32
"COLCHA ""K""",vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,12,13,11,23,59
COLLANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,2,3,3,9
COLOMI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,8,4,3,19
COLPA BELGICA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,2,11,13,10,36
COLQUECHACA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,7,5,45,46,103
COLQUENCHA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,0,2,2,1,5
COLQUIRI,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,3,1,6,7,17
COMANCHE,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,3,1,4,3,11
COMARAPA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,30,23,38,45,136
COMBAYA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,1,0,1,0,2
CONCEPCION,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,9,7,70,50,136
COPACABANA,vacunacion en ninos de 4 anos,total pentavalente 5ta. dosis (2do. refuerzo),2015-04-01,4,2,11,9,26
