,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) DENTRO,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTAL ANTIPOLIOMIELÍTICA 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
YACUIBA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-03-01,33,38,17,10,98
YAMPARAEZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-03-01,2,2,3,1,8
YAPACANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-03-01,6,5,7,5,23
YOTALA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-03-01,4,5,8,3,20
YUNCHARA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-03-01,1,2,9,3,15
ZUDAÑEZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-03-01,2,1,4,4,11
ACACIO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,2,29,22,57
ACHACACHI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,9,8,4,24
ACHOCALLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,7,38,22,71
AIQUILE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,8,1,3,16
ALALAY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,0,0,1
ALCALA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,3,0,5
ALTO BENI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,26,18,8,6,58
ANCORAIMES,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,3,3,4,12
ANDAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,2,7,11
ANTEQUERA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,5,1,8
ANZALDO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,6,7,15
APOLO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,12,11,24,16,63
ARAMPAMPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,2,10,8,21
ARANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,4,6,11,24
ARBIETO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,5,5,4,5,19
ARQUE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,5,6,9,8,28
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,12,11,10,8,41
ATOCHA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,13,4,18
AUCAPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,3,5
AYATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,2,0,1,3
AYO AYO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,4,13,18,38
AZURDUY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,11,5,0,20
BATALLAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,1,4,6,13
BAURES,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,1,5,3,12
BELEN DE ANDAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,1,0,0,1
BELEN DE URMIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,3,1,2,6
BELLA FLOR,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,3,5,5,13
BERMEJO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,35,30,40,34,139
BETANZOS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,11,24,25,31,91
BOLIVAR,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,2,5,1,10
BOLPEBRA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,1,3
BOYUIBE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,4,0,0,8
BUENA VISTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,34,14,36,20,104
CABEZAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,4,15,12,35
CAIROMA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,6,2,5,19
"CAIZA ""D""",vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,3,2,2,11
CAJUATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,7,12,0,0,19
CALACOTO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,2,4,7
CALAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,4,7,12,27
CAMARGO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,5,1,1,13
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,0,1,3
CAMIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,19,22,36,18,95
CAPINOTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,4,11,14,29
CAQUIAVIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,2,1,2,6
CARACOLLO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,9,7,12,3,31
CARANAVI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,28,20,28,32,108
CARAPARI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,12,9,20,26,67
CARIPUYO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,5,7
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,2,7,13,22
CATACORA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,5,1,6
CHACARILLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,2,2,0,5
CHALLAPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,9,20,15,50
CHAQUI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,3,5,7,19
CHARAGUA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,1,27,39,67
CHARAÑA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,1,3,4
CHAYANTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,50,49,99
CHIMORE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,9,3,4,22
CHIPAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,1,2,3
CHOQUE COTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,3,1,4
CHUA COCANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,1,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,6,11,8,29
CHUMA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,9,12,6,33
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,4,7,13,25
CKOCHAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,10,2,8,16,36
CLIZA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,11,6,3,0,20
COBIJA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,8,14,24,14,60
COCAPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,8,13,9,36
COCHABAMBA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,183,143,139,152,617
COIPASA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,0,1,1
COLCAPIRHUA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,8,12,5,7,32
"COLCHA ""K""",vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,13,14,11,23,61
COLLANA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,2,3,3,9
COLOMI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,8,4,3,19
COLPA BELGICA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,11,13,10,36
COLQUECHACA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,7,5,45,44,101
COLQUENCHA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,2,2,1,5
COLQUIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,1,6,7,17
COMANCHE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,1,3,3,9
COMARAPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,30,23,38,45,136
COMBAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,0,2,0,4
CONCEPCION,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,9,7,70,50,136
COPACABANA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,2,11,9,26
CORIPATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,1,1,2,7
CORO CORO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,2,15,21,41
COROICO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,1,1,2,4
CORQUE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,4,16,11,32
COTAGAITA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,10,16,106,102,234
COTOCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,26,21,162,121,330
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,39,21,31,26,117
CUEVO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,0,6,2,10
CULPINA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,0,0,2
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,8,7,15
CURVA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,1,3
DESAGUADERO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,5,2,4,2,13
EL ALTO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,281,261,662,736,1940
EL CHORO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,3,4,9
EL PUENTE(STC),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,12,17,9,9,47
EL PUENTE(TJA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,3,7,3,15
EL TORNO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,44,46,57,55,202
EL VILLAR,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,5,1,0,1,7
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,8,13,25,15,61
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,24,15,11,11,61
ESCOMA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,0,1,2
ESMERALDA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,3,0,3
EUCALIPTUS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,1,1,3
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,1,0,1
EXALTACION,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,1,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,12,8,4,7,31
FILADELFIA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,4,5,4,16
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,15,18,11,8,52
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,2,1,3
GUANAY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,5,3,7,9,24
GUAQUI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,2,2,5,10
GUAYARAMERIN,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,21,16,71,81,189
GUTIERREZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,2,6,6,14
HUACARETA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,5,2,3,2,12
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,1,1,1,3
HUACHACALLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,0,0,1
HUANUNI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,10,5,13,32
HUARACAJE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,0,0,0,4
HUARINA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,3,1,4
HUAYLLAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,3,4,2,11
HUMANATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,10,9,19
ICHOCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,5,3,9
ICLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,1,0,2
INCAHUASI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,5,1,3,13
INGAVI (HUMAITA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,2,0,0,2
INQUISIVI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,4,14,8,29
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,1,4,8,16
IXIAMAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,5,22,22,50
JESUS DE MACHACA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,6,10,13,35
LA ASUNTA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,19,20,11,9,59
LA GUARDIA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,77,65,176,173,491
LA PAZ,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,337,322,492,417,1568
LA RIVERA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,1,0,2,3
LAGUNILLAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,0,6,8,15
LAJA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,12,8,14,18,52
LAS CARRERAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,0,1,1
LICOMA PAMPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,0,4,3,9
LLALLAGUA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,19,25,62,48,154
LLICA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,8,4,0,0,12
LORETO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,7,7,5,3,22
LURIBAY,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,1,12,7,24
MACHACAMARCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,2,1,3,8
MACHARETI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,7,13,9,32
MAGDALENA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,6,21,17,45
MAIRANA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,7,12,12,37
MALLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,1,3,4
MAPIRI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,7,7,11,5,30
MECAPACA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,2,1,0,4
MINEROS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,1,3,3,7
MIZQUE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,8,10,17,12,47
MOCOMOCO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,4,22,21,49
MOJINETE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,1,0,3,6
MOJOCOYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,2,3,2,7
MONTEAGUDO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,22,20,7,7,56
MONTERO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,80,93,48,39,260
MORO MORO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,3,8,10,23
MOROCHATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,4,6,6,19
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,3,15,9,27
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,9,3,4,4,20
OCURI,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,7,27,12,49
OKINAWA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,11,17,9,11,48
OMEREQUE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,8,2,9,8,27
ORURO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,56,61,249,204,570
PADCAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,9,10,13,18,50
PADILLA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,2,3,2,2,9
PAILON,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,10,19,14,49
PALCA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,4,2,3,8,17
PALOS BLANCOS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,7,9,13,13,42
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,2,1,2,5
PAMPA GRANDE,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,16,8,8,38
PAPEL PAMPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,6,32,20,61
PASORAPA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,3,3,6
PATACAMAYA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,3,0,3
PAZÑA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,4,2,7,13
PELECHUCO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,1,3,2,9
POCOATA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,3,75,62,146
POCONA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,0,6,9,18
POJO (CBBA),vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,3,6,6,9,24
POOPO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,0,0,0,2,2
PORCO,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,7,112,108,233
POROMA,vacunacion en ninos de 4 anos,total antipoliomielitica 5ta. dosis (2do. refuerzo),2015-04-01,6,4,3,1,14
