municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,29,29
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,153,153
PAMPA AULLAGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,2,2
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,8,8
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,9,9
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,11,11
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,75,75
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,214,214
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,1388,1388
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,184,184
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,34,34
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,14,14
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,11,11
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,8,8
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,4051,4051
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,37,37
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,38,38
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,11,11
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,52,52
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,14,14
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,2,2
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,323,323
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,97,97
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,49,49
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,95,95
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,8,8
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,5,5
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,38,38
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,188,188
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,73,73
SABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,4,4
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,205,205
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,17,17
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,1042,1042
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,6,6
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,34,34
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,48,48
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,172,172
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,47,47
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,6,6
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,73,73
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,128,128
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,15,15
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,21,21
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,86,86
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,19,19
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,16,16
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,265,265
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,1,1
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,36,36
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,1465,1465
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,25,25
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,339,339
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,4,4
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,8,8
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,5,5
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,48,48
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,2,2
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,27,27
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,4487,4487
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,80,80
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,50,50
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,1,1
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,64,64
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,7,7
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,4,4
SENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,1,1
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,10,10
SICAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,22,22
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,52,52
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,8,8
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,38,38
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,1844,1844
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,5,5
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,14,14
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,68,68
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,67,67
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,67,67
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,172,172
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,4,4
TARATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,23,23
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,220,220
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,58,58
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,28,28
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,17,17
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,130,130
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,133,133
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,99,99
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,518,518
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,5,5
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,14,14
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,5,5
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,20,20
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,128,128
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,71,71
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,235,235
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,281,281
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,68,68
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,101,101
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,2,2
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,40,40
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,9,9
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,10,10
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,262,262
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,3,3
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,18,18
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,369,369
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,14,14
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,110,110
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,2,2
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,11,11
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,46,46
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,5,5
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,71,71
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,9,9
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,27,27
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,23,23
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,7,7
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,6,6
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-05-01,16,16
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,5,5
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,35,35
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,34,34
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,10,10
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,10,10
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,9,9
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,33,33
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,3,3
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,30,30
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,12,12
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,6,6
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,28,28
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,3,3
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,13,13
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,54,54
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,33,33
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,13,13
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,7,7
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,11,11
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,109,109
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,4,4
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,5,5
BOYUIBE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,5,5
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,13,13
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,15,15
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,3,3
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,2,2
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,5,5
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,4,4
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,41,41
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,25,25
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,29,29
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,283,283
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,17,17
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,3,3
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,35,35
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,8,8
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,1,1
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,126,126
CHOQUE COTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,1,1
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,10,10
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,80,80
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,321,321
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,4719,4719
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,18,18
COLLANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,1,1
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,145,145
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,4,4
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,87,87
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,14,14
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,15,15
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,8,8
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,41,41
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,35,35
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,3,3
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,41,41
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,41,41
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2006-06-01,51,51
