,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,7,11
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,22,2,24
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,15,19,34
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,8,5,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,60,7,67
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,17,13,30
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,4,11
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,9,13
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,30,23,53
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,12,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,16,32
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,1,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,3,6
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,29,46,75
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,44,25,69
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,12,16
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,4,4
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,1,5
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,10,9,19
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,31,26,57
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,13,5,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,7,25
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,13,4,17
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,4,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,19,6,25
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,50,4,54
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,0,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,43,11,54
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,27,4,31
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,4,9
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,11,12,23
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,59,36,95
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,12,30
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,17,26
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,7,14
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,37,19,56
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,14,10,24
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,24,30,54
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,13,24,37
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,42,18,60
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,27,17,44
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,15,4,19
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,6,22
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,40,12,52
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,24,18,42
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,91,22,113
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,32,37
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1272,11,1283
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,86,8,94
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,24,10,34
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,1,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,36,12,48
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,13,1,14
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,34,40,74
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,10,0,10
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,13,20,33
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,2,7
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,19,13,32
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,32,12,44
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,11,10,21
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,17,8,25
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,4,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,23,9,32
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,9,10
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,22,38,60
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,94,25,119
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,26,54,80
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,6,8
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,14,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,2,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,0,4
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1441,420,1861
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,10,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,25,10,35
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,14,4,18
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,88,19,107
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,20,24,44
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,55,25,80
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,1,10
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,1,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,0,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,1,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,25,11,36
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,4,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,24,9,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,13,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,13,29
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,74,26,100
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,15,31
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,12,7,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,11,15
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,38,21,59
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,6,1,7
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,7,12
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,2,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,4,6
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,11,17,28
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,24,25,49
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,5,9
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,6,11,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,10,14,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,12,3,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,1,17
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,72,11,83
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,168,28,196
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1089,73,1162
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,5,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,21,9,30
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,43,36,79
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,1,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,0,3
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,8,12
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,4,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,4,11
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,8,1,9
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,24,3,27
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,15,7,22
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,28,25,53
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,22,19,41
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,1,17
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,10,5,15
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,47,10,57
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,223,20,243
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,1,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,11,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,1,4
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,22,40
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,14,13,27
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,6,8
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,463,67,530
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,14,14,28
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,9,27
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,23,81,104
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,17,12,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,41,7,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,3,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,21,1,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,7,8
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,32,2,34
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,2,5
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,12,3,15
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,47,65
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,11,18
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,4,22
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,14,7,21
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,23,11,34
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,25,18,43
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,19,26
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,39,7,46
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,6,2,8
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,470,24,494
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,15,20
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,1,5
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,34,25,59
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,8,17,25
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,11,12,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,9,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,4,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,20,38
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,8,4,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,15,9,24
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,85,25,110
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,27,21,48
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,39,0,39
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,219,41,260
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,8,24
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,11,18,29
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,25,41
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,236,37,273
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,9,16
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,19,3,22
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2,2,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,248,49,297
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,5,14
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,34,27,61
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,5,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,10,14,24
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,8,13,21
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,5,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,2,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,6,4,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,6,13
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,61,39,100
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,13,1,14
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,29,7,36
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,29,17,46
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,90,42,132
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,0,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,18,0,18
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,6,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,9,56,65
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,15,3,18
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,66,53,119
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,3,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,28,13,41
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,41,26,67
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,14,8,22
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,12,5,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,6,4,10
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,16,0,16
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,44,57,101
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,3,15,18
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,6,1,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,13,4,17
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,12,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,10,3,13
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,15,3,18
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,2097,279,2376
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,11,10,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,26,14,40
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,1,7,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,7,7,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,11,15
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,5,2,7
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,8,5,13
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2013-05-01,0,8,8
