,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,13,38
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,13,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,5,7
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,53,11,64
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,3,11
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,31,69,100
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,16,23
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,35,6,41
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,10,35
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,13,5,18
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,5,12
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,24,8,32
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,23,13,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,132,14,146
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,22,31
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1375,13,1388
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,92,4,96
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,30,7,37
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,2,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,27,16,43
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,2,7
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,36,61
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,15,2,17
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,13,20,33
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,3,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,21,7,28
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,27,9,36
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,9,18
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,6,23
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,5,13
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,20,4,24
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,32,8,40
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,104,28,132
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,21,50,71
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,1,4
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,18,12,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,2,11
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,6,8
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,0,4
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1490,70,1560
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,16,2,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,12,5,17
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,90,1,91
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,3,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,22,19,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,60,5,65
ESCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,0,2
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,3,8
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,1,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,3,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,31,7,38
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,10,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,32,0,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,10,16
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,21,8,29
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,6,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,76,15,91
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,13,30
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,10,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,6,8
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,50,1,51
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,11,0,11
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,7,11
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,1,3
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,0,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,4,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,12,18
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,13,12,25
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,14,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,15,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,10,4,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,15,3,18
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,86,13,99
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,163,4,167
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1268,8,1276
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,2,9
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,14,8,22
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,50,16,66
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,4,8
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,19,23
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,4,13
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,0,9
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,1,6
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,23,2,25
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,0,25
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,6,31
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,15,6,21
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,46,1,47
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,32,26,58
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,16,33
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,6,14
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,40,7,47
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,260,6,266
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,0,2,2
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,16,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,25,30
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,23,5,28
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,11,19
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,519,2,521
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,5,22
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,3,10
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,35,30,65
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,12,11,23
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,35,5,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,2,27
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,3,7
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,31,9,40
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,4,9
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,4,10
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,30,38
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,15,10,25
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,13,30
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,0,8
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,27,10,37
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,18,43
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,15,24
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,41,3,44
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,12,2,14
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,1,3
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,468,18,486
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,9,16
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,16,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,12,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,13,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,5,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,3,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,25,14,39
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,12,2,14
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,3,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,26,4,30
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,92,10,102
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,23,19,42
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,43,0,43
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,3,5
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,270,14,284
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,8,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,1,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,23,28
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,15,21,36
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,256,48,304
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,20,3,23
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,39,6,45
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,0,3
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,247,33,280
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,4,7
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,35,17,52
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,12,3,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,8,14
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,8,25
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,2,5
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,15,5,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,2,8
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,0,8
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,83,21,104
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,12,10,22
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,53,5,58
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,50,17,67
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,100,38,138
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,3,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,26,0,26
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,0,17
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,32,13,45
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,13,2,15
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,73,29,102
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,10,5,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,34,6,40
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,24,32,56
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,23,9,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,3,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,2,8
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,27,0,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,40,45,85
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,2,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,2,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,2,3
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,11,5,16
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,8,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,20,0,20
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,23,0,23
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2872,116,2988
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,29,3,32
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,32,1,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,5,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,17,9,26
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,3,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,12,3,15
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,0,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,6,15
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,3,11
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,39,7,46
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,19,10,29
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,3,9
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,89,1,90
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,3,5,8
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,8,10,18
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,15,20,35
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,636,27,663
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,4,9
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,5,12
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,10,14
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,30,37,67
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,11,20,31
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,5,1,6
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,13,4,17
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,355,15,370
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,4,7,11
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,10,7,17
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,19,6,25
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,21,36,57
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,19,3,22
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,94,29,123
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,19,14,33
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,3,10
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,4,11
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,7,14
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,6,9,15
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,7,9,16
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,20,4,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,30,10,40
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,9,0,9
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2013-04-01,0,1,1
