,group,variable,month,BCG,BCG,TOTALES
COCAPATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,33,35
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1722,11,1733
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2013-04-01,68,0,68
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2013-04-01,8,17,25
COLLANA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,1,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2013-04-01,33,13,46
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,6,11
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2013-04-01,23,54,77
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,10,17
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,24,31
COMANCHE,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,4,4
COMARAPA,vacunaciones en menores de 1 ano,bcg,2013-04-01,29,2,31
COMBAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2013-04-01,41,9,50
COPACABANA,vacunaciones en menores de 1 ano,bcg,2013-04-01,11,7,18
CORIPATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,18,3,21
CORO CORO,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,5,7
COROICO,vacunaciones en menores de 1 ano,bcg,2013-04-01,14,10,24
CORQUE,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,2,6
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2013-04-01,13,17,30
COTOCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,147,10,157
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,36,39,75
CUEVO,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,5,9
CULPINA,vacunaciones en menores de 1 ano,bcg,2013-04-01,23,4,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,1,2
CURVA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,4,11
EL ALTO,vacunaciones en menores de 1 ano,bcg,2013-04-01,1752,66,1818
EL CHORO,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2013-04-01,18,0,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2013-04-01,6,12,18
EL TORNO,vacunaciones en menores de 1 ano,bcg,2013-04-01,116,0,116
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2013-04-01,18,10,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2013-04-01,40,0,40
ESCOMA,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,1,9
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2013-04-01,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,2,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2013-04-01,11,15,26
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,8,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2013-04-01,18,4,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2013-04-01,3,18,21
GUANAY,vacunaciones en menores de 1 ano,bcg,2013-04-01,21,8,29
GUAQUI,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2013-04-01,135,2,137
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,11,16,27
HUACARETA,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,2,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2013-04-01,3,1,4
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,2,4
HUANUNI,vacunaciones en menores de 1 ano,bcg,2013-04-01,31,1,32
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,3,7
HUARINA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,3,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,2,4
HUMANATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,6,7
ICHOCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,5,7
ICLA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,5,10
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,13,23
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,10,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2013-04-01,14,7,21
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,15,4,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,13,17
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,48,17,65
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2013-04-01,115,7,122
LA PAZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,1864,2,1866
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,3,8
LAJA,vacunaciones en menores de 1 ano,bcg,2013-04-01,14,9,23
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2013-04-01,31,31,62
LLICA,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,1,9
LORETO,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,18,18
LURIBAY,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,10,14
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,2,9
MACHARETI,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,0,3
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,24,29
MAIRANA,vacunaciones en menores de 1 ano,bcg,2013-04-01,24,0,24
MALLA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,0,2
MAPIRI,vacunaciones en menores de 1 ano,bcg,2013-04-01,29,2,31
MECAPACA,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,0,7
MINEROS,vacunaciones en menores de 1 ano,bcg,2013-04-01,43,0,43
MIZQUE,vacunaciones en menores de 1 ano,bcg,2013-04-01,37,17,54
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,13,17
MOJINETE,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,4,7
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2013-04-01,41,3,44
MONTERO,vacunaciones en menores de 1 ano,bcg,2013-04-01,425,0,425
MORO MORO,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,20,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2013-04-01,0,2,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
OCURI,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,25,29
OKINAWA,vacunaciones en menores de 1 ano,bcg,2013-04-01,23,0,23
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,3,10
ORURO,vacunaciones en menores de 1 ano,bcg,2013-04-01,810,3,813
PADCAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,8,18
PADILLA,vacunaciones en menores de 1 ano,bcg,2013-04-01,20,0,20
PAILON,vacunaciones en menores de 1 ano,bcg,2013-04-01,45,39,84
PALCA,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,11,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2013-04-01,37,10,47
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,2,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2013-04-01,11,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,8,9
PASORAPA,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,2,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,34,7,41
PAZÑA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,5,10
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,13,14
POCOATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,21,26
POCONA,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,6,13
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2013-04-01,11,7,18
POOPO,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,0,10
PORCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,21,3,24
POROMA,vacunaciones en menores de 1 ano,bcg,2013-04-01,18,13,31
PORONGO,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,10,17
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2013-04-01,64,0,64
PORVENIR,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,0,5
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,1,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2013-04-01,591,9,600
PRESTO,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,15,18
PUCARA,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,0,3
PUCARANI,vacunaciones en menores de 1 ano,bcg,2013-04-01,21,17,38
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,13,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,16,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,12,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,2,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2013-04-01,39,2,41
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2013-04-01,18,1,19
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,57,8,65
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2013-04-01,133,8,141
PUNA,vacunaciones en menores de 1 ano,bcg,2013-04-01,12,18,30
PUNATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,80,0,80
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,9,11
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2013-04-01,253,11,264
QUIME,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,17,19
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2013-04-01,14,24,38
REYES,vacunaciones en menores de 1 ano,bcg,2013-04-01,23,19,42
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,356,4,360
ROBORE,vacunaciones en menores de 1 ano,bcg,2013-04-01,18,6,24
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2013-04-01,63,14,77
SABAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,1,1
SACABA,vacunaciones en menores de 1 ano,bcg,2013-04-01,249,5,254
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,2,5
SACACA,vacunaciones en menores de 1 ano,bcg,2013-04-01,28,12,40
SAIPINA,vacunaciones en menores de 1 ano,bcg,2013-04-01,9,3,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,10,13
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,15,4,19
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2013-04-01,11,15,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,3,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,7,17
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,8,11
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2013-04-01,107,37,144
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2013-04-01,19,5,24
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2013-04-01,67,9,76
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2013-04-01,48,8,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,111,16,127
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2013-04-01,1,5,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2013-04-01,29,0,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,3,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2013-04-01,41,18,59
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-04-01,10,4,14
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2013-04-01,105,13,118
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2013-04-01,3,7,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2013-04-01,17,2,19
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,30,33,63
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,29,16,45
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,18,4,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,3,7
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2013-04-01,14,3,17
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,50,25,75
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,7,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,3,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2013-04-01,0,6,6
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,2,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2013-04-01,9,8,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,16,0,16
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2013-04-01,53,0,53
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4125,103,4228
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2013-04-01,15,10,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2013-04-01,22,3,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,7,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,4,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,11,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,4,5
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,7,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,3,4
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,8,9
SENA,vacunaciones en menores de 1 ano,bcg,2013-04-01,12,3,15
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2013-04-01,58,4,62
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2013-04-01,10,21,31
SICAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,5,5
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2013-04-01,69,4,73
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,3,6
SORACACHI,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,13,17
SORATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,9,17,26
SUCRE,vacunaciones en menores de 1 ano,bcg,2013-04-01,593,36,629
TACACHI,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,2,2
TACACOMA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,8,12
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,11,16
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,3,8
TAPACARI,vacunaciones en menores de 1 ano,bcg,2013-04-01,23,19,42
TARABUCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,14,3,17
TARACO,vacunaciones en menores de 1 ano,bcg,2013-04-01,2,2,4
TARATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,13,2,15
TARIJA,vacunaciones en menores de 1 ano,bcg,2013-04-01,454,9,463
TARVITA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,8,13
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,4,12
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2013-04-01,13,5,18
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,22,29,51
TIPUANI,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,0,7
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2013-04-01,132,11,143
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2013-04-01,22,14,36
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
TOCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,1,4
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
TOLATA,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,1,6
TOLEDO,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,1,9
TOMAVE,vacunaciones en menores de 1 ano,bcg,2013-04-01,3,15,18
TOMINA,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,1,5
TORO TORO,vacunaciones en menores de 1 ano,bcg,2013-04-01,28,4,32
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2013-04-01,25,17,42
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2013-04-01,9,0,9
TRIGAL,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2013-04-01,387,3,390
TUPIZA,vacunaciones en menores de 1 ano,bcg,2013-04-01,87,5,92
TURCO,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,0,1
UMALA,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,17,17
UNCIA,vacunaciones en menores de 1 ano,bcg,2013-04-01,34,12,46
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2013-04-01,9,3,12
URUBICHA,vacunaciones en menores de 1 ano,bcg,2013-04-01,15,0,15
UYUNI,vacunaciones en menores de 1 ano,bcg,2013-04-01,47,11,58
VACAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,4,9
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2013-04-01,28,0,28
VIACHA,vacunaciones en menores de 1 ano,bcg,2013-04-01,69,13,82
VILA VILA,vacunaciones en menores de 1 ano,bcg,2013-04-01,6,8,14
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,8,12
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2013-04-01,104,2,106
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2013-04-01,1,2,3
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2013-04-01,5,11,16
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,8,15
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2013-04-01,170,34,204
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2013-04-01,9,2,11
VILLAZON,vacunaciones en menores de 1 ano,bcg,2013-04-01,73,1,74
VINTO,vacunaciones en menores de 1 ano,bcg,2013-04-01,101,0,101
VITICHI,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,5,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2013-04-01,0,1,1
WARNES,vacunaciones en menores de 1 ano,bcg,2013-04-01,205,5,210
YACO,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,14,15
YACUIBA,vacunaciones en menores de 1 ano,bcg,2013-04-01,193,28,221
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,8,0,8
YANACACHI,vacunaciones en menores de 1 ano,bcg,2013-04-01,6,2,8
YAPACANI,vacunaciones en menores de 1 ano,bcg,2013-04-01,122,7,129
YOCALLA,vacunaciones en menores de 1 ano,bcg,2013-04-01,7,1,8
YOTALA,vacunaciones en menores de 1 ano,bcg,2013-04-01,9,0,9
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2013-04-01,1,8,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2013-04-01,4,3,7
ACACIO,vacunaciones en menores de 1 ano,bcg,2013-05-01,6,5,11
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2013-05-01,57,6,63
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2013-05-01,9,1,10
AIQUILE,vacunaciones en menores de 1 ano,bcg,2013-05-01,49,9,58
ALALAY,vacunaciones en menores de 1 ano,bcg,2013-05-01,1,5,6
ALCALA,vacunaciones en menores de 1 ano,bcg,2013-05-01,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2013-05-01,16,4,20
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2013-05-01,12,10,22
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,5,5
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2013-05-01,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,bcg,2013-05-01,3,8,11
APOLO,vacunaciones en menores de 1 ano,bcg,2013-05-01,15,15,30
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2013-05-01,5,0,5
ARANI,vacunaciones en menores de 1 ano,bcg,2013-05-01,21,1,22
ARBIETO,vacunaciones en menores de 1 ano,bcg,2013-05-01,9,16,25
ARQUE,vacunaciones en menores de 1 ano,bcg,2013-05-01,13,10,23
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2013-05-01,78,6,84
ATOCHA,vacunaciones en menores de 1 ano,bcg,2013-05-01,13,8,21
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2013-05-01,4,1,5
AYATA,vacunaciones en menores de 1 ano,bcg,2013-05-01,5,3,8
AYO AYO,vacunaciones en menores de 1 ano,bcg,2013-05-01,4,9,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2013-05-01,24,13,37
AZURDUY,vacunaciones en menores de 1 ano,bcg,2013-05-01,9,8,17
BATALLAS,vacunaciones en menores de 1 ano,bcg,2013-05-01,8,13,21
BAURES,vacunaciones en menores de 1 ano,bcg,2013-05-01,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,bcg,2013-05-01,56,0,56
BETANZOS,vacunaciones en menores de 1 ano,bcg,2013-05-01,22,32,54
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,11,11
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2013-05-01,2,3,5
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2013-05-01,11,5,16
CABEZAS,vacunaciones en menores de 1 ano,bcg,2013-05-01,10,33,43
CAIROMA,vacunaciones en menores de 1 ano,bcg,2013-05-01,6,5,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2013-05-01,12,5,17
CAJUATA,vacunaciones en menores de 1 ano,bcg,2013-05-01,21,4,25
CALACOTO,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2013-05-01,3,14,17
CAMARGO,vacunaciones en menores de 1 ano,bcg,2013-05-01,13,3,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2013-05-01,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,bcg,2013-05-01,97,1,98
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2013-05-01,22,0,22
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2013-05-01,1,6,7
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2013-05-01,11,12,23
CARANAVI,vacunaciones en menores de 1 ano,bcg,2013-05-01,65,28,93
CARAPARI,vacunaciones en menores de 1 ano,bcg,2013-05-01,7,4,11
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2013-05-01,3,17,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,3,3
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,3,3
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2013-05-01,60,22,82
CHAQUI,vacunaciones en menores de 1 ano,bcg,2013-05-01,3,7,10
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2013-05-01,33,27,60
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2013-05-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2013-05-01,12,20,32
CHIMORE,vacunaciones en menores de 1 ano,bcg,2013-05-01,16,3,19
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2013-05-01,2,1,3
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2013-05-01,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2013-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2013-05-01,29,6,35
CHUMA,vacunaciones en menores de 1 ano,bcg,2013-05-01,2,10,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2013-05-01,1,21,22
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2013-05-01,15,9,24
CLIZA,vacunaciones en menores de 1 ano,bcg,2013-05-01,47,7,54
COBIJA,vacunaciones en menores de 1 ano,bcg,2013-05-01,152,1,153
COCAPATA,vacunaciones en menores de 1 ano,bcg,2013-05-01,7,28,35
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2013-05-01,1537,8,1545
COIPASA,vacunaciones en menores de 1 ano,bcg,2013-05-01,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2013-05-01,82,0,82
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2013-05-01,10,17,27
COLLANA,vacunaciones en menores de 1 ano,bcg,2013-05-01,3,1,4
