,group,variable,month,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,(O.P.V.) ANTIPOLIOMIELÍTICA 3RA DOSIS,TOTALES
VINTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,106,0,106
VITICHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,9,5,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,1,0,1
WARNES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,153,28,181
YACO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,3,6,9
YACUIBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,149,23,172
YAMPARAEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,10,9,19
YANACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,80,13,93
YOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,4,5,9
YOTALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,7,10,17
YUNCHARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,5,12,17
ZUDAÑEZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-03-01,6,10,16
ACACIO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,1,8
ACHACACHI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,43,11,54
ACHOCALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,11,6,17
AIQUILE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,31,12,43
ALALAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,5,7
ALCALA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,4,1,5
ALTO BENI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,12,0,12
ANCORAIMES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,16,7,23
ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,6,2,8
ANTEQUERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,5,12
ANZALDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,7,12
APOLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,24,9,33
ARAMPAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,7,8
ARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,15,1,16
ARBIETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,19,12,31
ARQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,6,13,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,55,1,56
ATOCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,28,5,33
AUCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,6,9
AYATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,10,15
AYO AYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,18,22,40
AZURDUY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,11,9,20
BATALLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,23,5,28
BAURES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,0,7
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,4,5
BERMEJO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,23,28,51
BETANZOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,36,24,60
BOLIVAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,9,12
BOYUIBE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,1,6
BUENA VISTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,16,7,23
CABEZAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,31,56,87
CAIROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,9,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,14,6,20
CAJUATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,2,15
CALACOTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,8,13
CALAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,12,5,17
CAMARGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,10,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,59,8,67
CAPINOTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,23,9,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,9,11
CARACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,19,12,31
CARANAVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,61,19,80
CARAPARI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,20,7,27
CARIPUYO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,12,21
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,4,5,9
CHACARILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,1,4
CHALLAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,36,18,54
CHAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,11,24
CHARAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,31,69,100
CHARAÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,15,11,26
CHIMORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,31,11,42
CHIPAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,0,3
CHUA COCANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,25,8,33
CHUMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,11,2,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,10,11
CKOCHAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,24,13,37
CLIZA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,30,8,38
COBIJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,99,17,116
COCAPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,11,29,40
COCHABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1280,12,1292
COLCAPIRHUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,85,6,91
"COLCHA ""K""",vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,24,11,35
COLLANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,2,5
COLOMI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,34,14,48
COLPA BELGICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,2,7
COLQUECHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,25,42,67
COLQUENCHA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,1,14
COLQUIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,25,33
COMANCHE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,23,8,31
COMBAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,21,2,23
COPACABANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,14,10,24
CORIPATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,18,10,28
CORO CORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,4,7,11
COROICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,12,4,16
CORQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,8,10
COTAGAITA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,41,12,53
COTOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,111,35,146
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,22,78,100
CUEVO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,2,9
CULPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,20,14,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,4,1,5
CURVA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,1,9
EL ALTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1303,140,1443
EL CHORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,5,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,14,2,16
EL PUENTE(TJA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,10,17
EL TORNO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,83,1,84
EL VILLAR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,4,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,22,18,40
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,51,7,58
ESCOMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,2,9
ESMERALDA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,3,3
EUCALIPTUS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,1,6
EXALTACION,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,18,6,24
FILADELFIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,3,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,34,0,34
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,10,17
GUANAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,22,8,30
GUAQUI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,3,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,75,20,95
GUTIERREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,18,11,29
HUACARETA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,8,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,3,4
HUANUNI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,46,1,47
HUARACAJE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,0,8
HUARINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,4,12
HUATAJATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,4,9
HUMANATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,6,1,7
ICHOCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,3,6
ICLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,4,11,15
INCAHUASI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,14,17,31
INQUISIVI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,18,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,8,16
IXIAMAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,14,2,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,66,15,81
LA GUARDIA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,148,7,155
LA PAZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1168,20,1188
LA RIVERA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,4,5,9
LAJA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,9,18
LAS CARRERAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,38,20,58
LLICA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,1,14
LORETO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,17,20
LURIBAY,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,8,16
MACHACAMARCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,0,1
MACHARETI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,5,14
MAGDALENA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,21,5,26
MAIRANA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,11,1,12
MALLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,2,4
MAPIRI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,43,6,49
MECAPACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,15,4,19
MINEROS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,47,1,48
MIZQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,30,22,52
MOCOMOCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,11,13,24
MOJINETE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,1,2
MOJOCOYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,12,17
MONTEAGUDO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,56,10,66
MONTERO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,244,7,251
MORO MORO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,2,11
MOROCHATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,17,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,0,3,3
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,0,2
OCURI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,34,47
OKINAWA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,19,4,23
OMEREQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,4,9
ORURO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,457,1,458
PADCAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,17,6,23
PADILLA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,4,17
PAILON,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,41,37,78
PALCA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,18,7,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,44,6,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,1,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,8,11
PASORAPA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,1,6
PATACAMAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,32,5,37
PAZÑA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,6,11
POCOATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,31,39
POCONA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,10,7,17
POJO (CBBA),vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,19,12,31
POOPO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,2,11
PORCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,19,7,26
POROMA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,18,20,38
PORONGO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,12,25
PORTACHUELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,38,2,40
PORVENIR,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,3,1,4
POSTRER VALLE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,1,3
POTOSI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,374,9,383
PRESTO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,6,14,20
PUCARA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,38,24,62
PUERTO ACOSTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,7,13,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,18,27
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,4,2,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,5,2,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,40,19,59
PUERTO RICO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,13,1,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,25,3,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,82,10,92
PUNA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,24,19,43
PUNATA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,57,0,57
QUIABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,6,1,7
QUILLACOLLO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,213,26,239
QUIME,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,8,8,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,29,38
REYES,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,17,23,40
RIBERALTA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,243,48,291
ROBORE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,16,3,19
RURRENABAQUE,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,34,1,35
SABAYA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,10,1,11
SACABA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,221,38,259
SACABAMBA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,6,2,8
SACACA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,27,15,42
SAIPINA,vacunaciones en menores de 1 ano,(o.p.v.) antipoliomielitica 3ra dosis,2013-04-01,9,3,12
