municipality,group,variable,month,N° de Sintomáticos Respiratorios,TOTAL
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
SAN PEDRO DE CURAHUARA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1134,1134
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,13,13
SANTIAGO DE CALLAPA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
SANTIAGO DE HUARI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
SANTIAGO DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
SANTIVAÑES,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
SANTUARIO DE QUILLACAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
SAPAHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
SENA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
SICA SICA (VILLA AROMA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
SICAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
SIPE SIPE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,15,15
SOPACHUY,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
SORACACHI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
SORATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,33,33
SUCRE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,333,333
TACACHI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
TACACOMA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
TACOBAMBA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
TACOPAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
TAPACARI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
TARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,36,36
TARACO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
TARATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
TARIJA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,182,182
TARVITA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
TEOPONTE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
TIAWANACU,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
TINGUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
TIPUANI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,32,32
TIQUIPAYA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,33,33
TIRAQUE (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,28,28
TOLATA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
TOLEDO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
TOMAVE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,9,9
TOMINA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
TORO TORO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
TOTORA(CBBA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,14,14
TOTORA(ORR),tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
TRINIDAD,tuberculosis,n de sintomaticos respiratorios,2009-04-01,70,70
TUPIZA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
UMALA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,3,3
UNCIA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,11,11
URIONDO (A. CONCEPCION),tuberculosis,n de sintomaticos respiratorios,2009-04-01,10,10
URUBICHA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
VACAS,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
VALLEGRANDE,tuberculosis,n de sintomaticos respiratorios,2009-04-01,11,11
VIACHA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,33,33
VILA VILA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
VILLA MONTES,tuberculosis,n de sintomaticos respiratorios,2009-04-01,37,37
VILLA RIVERO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
VILLA SERRANO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,8,8
VILLA TUNARI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,121,121
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de sintomaticos respiratorios,2009-04-01,6,6
VILLAZON,tuberculosis,n de sintomaticos respiratorios,2009-04-01,17,17
VINTO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,40,40
VITICHI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
WALDO BALLIVIAN,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
WARNES,tuberculosis,n de sintomaticos respiratorios,2009-04-01,74,74
YACO,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
YACUIBA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,129,129
YAMPARAEZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,5,5
YANACACHI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,1,1
YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-04-01,87,87
YOCALLA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,12,12
YOTALA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,2,2
YUNCHARA,tuberculosis,n de sintomaticos respiratorios,2009-04-01,4,4
ZUDAÑEZ,tuberculosis,n de sintomaticos respiratorios,2009-04-01,7,7
ACHACACHI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,31,31
AIQUILE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,8,8
ALCALA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
ANCORAIMES,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
ANDAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
ANTEQUERA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
ANZALDO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,10,10
APOLO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,10,10
ARAMPAMPA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
ARANI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
ARBIETO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,13,13
ARQUE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
ASCENCION DE GUARAYOS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,15,15
ATOCHA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
AUCAPATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
AYATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,16,16
AZURDUY,tuberculosis,n de sintomaticos respiratorios,2009-05-01,10,10
BATALLAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,8,8
BAURES,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
BERMEJO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,81,81
BETANZOS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,25,25
BOLIVAR,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
BOYUIBE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,21,21
CABEZAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,15,15
CAIROMA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
"CAIZA ""D""",tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
CAJUATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
CALACOTO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
CALAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
CAMARGO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,14,14
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
CAMIRI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,30,30
CAPINOTA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,13,13
CAQUIAVIRI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
CARACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,20,20
CARANAVI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,110,110
CARAPARI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,10,10
CARIPUYO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
CARMEN RIVERO TORREZ,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
CHALLAPATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,16,16
CHAQUI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
CHARAGUA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,19,19
CHAYANTA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
CHIMORE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,26,26
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de sintomaticos respiratorios,2009-05-01,47,47
CHUMA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,8,8
CLIZA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,13,13
COBIJA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,68,68
COCHABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,319,319
COLCAPIRHUA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,51,51
"COLCHA ""K""",tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
COLLANA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
COLOMI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
COLPA BELGICA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,9,9
COLQUECHACA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,9,9
COLQUENCHA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
COLQUIRI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,11,11
COMANCHE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
COMARAPA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,17,17
COMBAYA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
CONCEPCION,tuberculosis,n de sintomaticos respiratorios,2009-05-01,25,25
COPACABANA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
CORIPATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,14,14
CORO CORO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
COROICO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,15,15
CORQUE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
COTAGAITA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,17,17
COTOCA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,37,37
CUATRO CAÑADAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,23,23
CUEVO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
CULPINA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
CURAHUARA DE CARANGAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
CURVA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
DESAGUADERO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
EL ALTO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,552,552
EL CHORO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
EL PUENTE(STC),tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
EL PUENTE(TJA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,13,13
EL TORNO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,54,54
EL VILLAR,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,30,30
ENTRE RIOS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,23,23
EUCALIPTUS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
EXALTACION,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
FERNANDEZ ALONSO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,15,15
GENERAL SAAVEDRA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
GUANAY,tuberculosis,n de sintomaticos respiratorios,2009-05-01,25,25
GUAQUI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
GUAYARAMERIN,tuberculosis,n de sintomaticos respiratorios,2009-05-01,27,27
GUTIERREZ,tuberculosis,n de sintomaticos respiratorios,2009-05-01,13,13
HUACARETA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
HUANUNI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,21,21
HUAYLLAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
ICHOCA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
ICLA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
INCAHUASI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,9,9
INQUISIVI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
IRUPANA (VILLA DE LANZA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,16,16
IXIAMAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
JESUS DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
LA ASUNTA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,17,17
LA GUARDIA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,74,74
LA PAZ,tuberculosis,n de sintomaticos respiratorios,2009-05-01,695,695
LAGUNILLAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
LAJA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
LAS CARRERAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
LLALLAGUA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,25,25
LORETO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
LURIBAY,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
MACHACAMARCA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
MACHARETI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
MAGDALENA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
MAIRANA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,8,8
MAPIRI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,15,15
MECAPACA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
MINEROS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,22,22
MIZQUE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,12,12
MOCOMOCO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
MOJOCOYA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
MONTEAGUDO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,30,30
MONTERO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,102,102
MORO MORO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
MOROCHATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,14,14
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
OCURI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
OKINAWA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,11,11
OMEREQUE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
ORURO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,195,195
PADCAYA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,12,12
PADILLA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,11,11
PAILON,tuberculosis,n de sintomaticos respiratorios,2009-05-01,14,14
PALCA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
PALOS BLANCOS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,37,37
PAMPA GRANDE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
PAPEL PAMPA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
PASORAPA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
PATACAMAYA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
PAZÑA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
PELECHUCO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
POCOATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,20,20
POCONA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
POJO (CBBA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,8,8
PORCO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
POROMA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
PORONGO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,13,13
PORTACHUELO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,39,39
PORVENIR,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
POTOSI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,108,108
PRESTO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
PUCARANI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,10,10
PUERTO ACOSTA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
PUERTO CARABUCO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
PUERTO GONZALO MORENO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
PUERTO PEREZ,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
PUERTO QUIJARRO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
PUERTO RICO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
PUERTO SUAREZ,tuberculosis,n de sintomaticos respiratorios,2009-05-01,12,12
PUERTO VILLARROEL,tuberculosis,n de sintomaticos respiratorios,2009-05-01,80,80
PUNA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,20,20
PUNATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,22,22
QUIABAYA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
QUILLACOLLO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,98,98
QUIME,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
QUIRUSILLAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
RAVELO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
REYES,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
RIBERALTA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,70,70
ROBORE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,16,16
RURRENABAQUE,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
SACABA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,78,78
SACABAMBA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
SACACA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,15,15
SAIPINA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
SALINAS DE GARCI MENDOZA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
SAMAIPATA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
SAN ANDRES,tuberculosis,n de sintomaticos respiratorios,2009-05-01,8,8
SAN ANDRES DE MACHACA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
SAN ANTONIO DE LOMERIO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
SAN BENITO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
SAN BORJA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,57,57
SAN BUENA VENTURA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
SAN CARLOS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,23,23
SAN IGNACIO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,12,12
SAN IGNACIO DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,24,24
SAN JAVIER(BNI),tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
SAN JAVIER(STC),tuberculosis,n de sintomaticos respiratorios,2009-05-01,7,7
SAN JOAQUIN,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
SAN JOSE DE CHIQUITOS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,13,13
SAN JUAN DE YAPACANI,tuberculosis,n de sintomaticos respiratorios,2009-05-01,9,9
SAN JULIAN,tuberculosis,n de sintomaticos respiratorios,2009-05-01,62,62
SAN LORENZO(PND),tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
SAN LORENZO(TJA),tuberculosis,n de sintomaticos respiratorios,2009-05-01,9,9
SAN LUCAS,tuberculosis,n de sintomaticos respiratorios,2009-05-01,18,18
SAN MIGUEL DE VELASCO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,9,9
SAN PABLO DE LIPEZ,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1,1
SAN PEDRO,tuberculosis,n de sintomaticos respiratorios,2009-05-01,20,20
SAN PEDRO DE BUENA VISTA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,4,4
SAN PEDRO DE TIQUINA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,3,3
SAN RAFAEL,tuberculosis,n de sintomaticos respiratorios,2009-05-01,8,8
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-05-01,6,6
SAN RAMON,tuberculosis,n de sintomaticos respiratorios,2009-05-01,2,2
SANTA ANA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,11,11
SANTA CRUZ DE LA SIERRA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,1329,1329
SANTA ROSA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,5,5
SANTA ROSA DEL SARA,tuberculosis,n de sintomaticos respiratorios,2009-05-01,17,17
