,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,0,1,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,1,0,2,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,4,12,4,6,26
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,7,11,0,0,18
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,3,1,0,1,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,58,42,32,32,164
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-08-01,12,9,1,2,24
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,27,21,2,2,52
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,6,0,0,7
ALALAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,7,4,0,0,11
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,2,3,5
ARANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
ARBIETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,67,77,109,126,379
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,2,0,4,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,9,7,18,11,45
AZURDUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,5,4,9
BAURES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,4,7,9,24
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,8,11,2,5,26
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,8,18,17,47
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,13,6,0,0,19
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,1,2,0,7
CAIROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,1,0,0,2
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,5,2,23,17,47
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,2,0,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,26,31,27,31,115
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,3,0,3
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,0,0,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,12,10,7,1,30
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,3,7,3,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,4,17,38,63
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,2,0,0,5
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,4,10,14
CHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,1,1,1,5
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,16,16,4,11,47
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,4,3,2,11
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
CHUMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,2,1,3
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,18,24,0,0,42
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,2,2,4,11
COCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,49,58,45,27,179
COIPASA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,2,0,2
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,0,3,3,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,2,2,2,6
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,6,0,0,9
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,1,4,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,3,3,7
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,0,1,2,5
COROICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,2,3,1,7
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,19,37,35,45,136
DESAGUADERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,66,67,88,100,321
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,0,0,1
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,1,2,0,4
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,8,2,5,16
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,0,0,0,2
ESCARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,0,1,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,5,6,0,0,11
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,5,4,4,3,16
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,47,34,8,13,102
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,1,2,0,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,4,2,2,12
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,2,7,3,15
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,0,3,3,8
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,7,1,2,11
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,6,7
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,5,6,4,4,19
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,63,65,86,75,289
LAJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,2,0,0,4
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,1,3,11,16
LLICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,0,21,16,40
LURIBAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,4,2,2,8
MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,12,14,0,0,26
MALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,1,1,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
MIZQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,3,3,6
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,1,3,1,7
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,2,0,2,5
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,62,65,50,65,242
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
OCURI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,6,3,20,20,49
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,41,38,84,80,243
PADCAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,11,14,10,10,45
PADILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,10,10,53,59,132
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,1,0,1,6
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,5,0,0,5
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,2,0,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,1,0,0,3
PAZÑA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,0,0,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
POCOATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
POCONA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,4,1,3,10
POROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,6,0,0,9
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,4,0,0,4
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,8,4,4,5,21
PRESTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,8,9
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,28,21,2,1,52
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,3,12,17,36
PUNA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,2,3,5
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,2,0,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,8,8,5,4,25
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,9,12,21
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,25,35,34,62,156
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,2,1,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,3,4,5,15
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,6,4,3,9,22
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,13,14,13,20,60
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,0,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,18,19,1,2,40
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,1,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,16,16,38,44,114
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,26,20,12,13,71
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,7,3,5,7,22
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,5,6,5,20
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,4,5,4,16
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,65,53,0,0,118
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,2,4,3,11
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,51,45,128,129,353
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,2,1,1,5
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,9,9,2,4,24
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,6,3,0,0,9
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,7,17,9,10,43
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,5,6,0,0,11
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,2,8,11,21
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,8,9,1,2,20
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,2,0,3
SAN PEDRO(PND),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,6,4,3,2,15
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,543,490,246,212,1491
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,3,1,2,6
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,2,2,5
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,2,2,1,7
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,5,4,18,8,35
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,10,8,2,1,21
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,6,2,11,14,33
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,2,4,7,16
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,15,17,9,2,43
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,2,0,2
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,1,1,1,5
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,16,22,5,14,57
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,13,14,63,64,154
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,3,9,7,4,23
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,3,4
TOCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,2,3
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,11,7,5,3,26
TORO TORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,1,1,0,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,44,38,23,25,130
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,10,7,4,0,21
TURCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,0,2,0,4
UNCIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,2,4,1,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,4,5,0,0,9
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,2,1,0,1,4
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,8,16,11,8,43
VACAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,0,0,1,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,2,0,0,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,0,0,1
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,0,11,9,21
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,11,22,19,37,89
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,3,4,1,9
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,6,9,16
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,23,32,7,4,66
YACO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,0,1,2,1,4
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,1,2,0,0,3
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,5,5,1,0,11
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-09-01,9,6,3,2,20
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,20,28,11,10,69
AIQUILE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,2,0,2,4
ALALAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,2,4
APOLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,16,13,9,7,45
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,4,10,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,8,6,2,0,16
ATOCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,4,12,18
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,13,7,32,22,74
BAURES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,9,10,16,10,45
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,13,8,9,5,35
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,6,5,2,16
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,2,0,1,5
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,0,2
CAIROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,0,0,3
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,8,5,7,1,21
CALACOTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,0,5,5
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,2,2,4
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,0,0,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,17,11,18,25,71
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,2,1,6
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,1,0,0,4
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,7,3,7,1,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,4,1,1,6
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,2,2,4
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,4,1,7
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,0,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,0,0,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,2,2,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,1,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,3,2,6
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,54,63,44,42,203
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,1,4,2,10
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,1,0,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,2,2,1,5
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,0,0,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,3,2,5
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,3,1,6
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,2,1,2,1,6
CORO CORO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,0,0,3
CORQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,1,1,3
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,2,1,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,6,3,0,0,9
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,14,14,2,8,38
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,64,63,35,41,203
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,4,0,4
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,7,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,5,0,0,6
ESCARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,0,1,1
ESCOMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,4,0,0,5
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,13,7,29,29,78
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,5,4,0,12
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,0,0,3
HUACARETA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,0,5,3,8
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,3,2,0,0,5
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,2,9,10,22
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,0,2,3
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,8,5,14
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2016-10-01,1,0,6,7,14
